연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
206,2022-11-24,2022-11-24~2022-12-02,록시땅코리아유한회사,사무 보조원(일반사업체),계약직,월급,1300000,무관,무관,무관,,    ,서울특별시 강남구 테헤란로87길 36 도심공항타워 21층 (삼성동),중소,서울동부지사,2022-11-25,1588-1519
207,2022-11-24,2022-11-24~2023-01-23,쿠팡로지스틱스서비스유한회사,수리·정비 관리자(부서장),계약직,월급,2380000,무관,0년개월,무관,,    ,서울특별시 강남구 테헤란로 332 (역삼동) 현정빌딩 9층,대기업,서울동부지사,2022-11-24,1588-1519
208,2022-11-24,2022-11-24~2023-01-23,쿠팡로지스틱스서비스유한회사,건물·가정용 보일러 설치·수리원,계약직,월급,2380000,무관,0년개월,무관,,    ,서울특별시 강남구 테헤란로 332 (역삼동) 현정빌딩 9층,대기업,서울동부지사,2022-11-24,1588-1519
209,2022-11-24,2022-11-24~2023-01-23,쿠팡로지스틱스서비스유한회사,그 외 가전제품 설치 및 수리원,계약직,월급,2380000,무관,0년개월,무관,,    ,서울특별시 강남구 테헤란로 332 (역삼동) 현정빌딩 9층,대기업,서울동부지사,2022-11-24,1588-1519
210,2022-11-24,2022-11-24~2023-01-23,쿠팡로지스틱스서비스유한회사,가구 수리원,계약직,월급,2380000,무관,0년개월,무관,,    ,서울특별시 강남구 테헤란로 332 (역삼동) 현정빌딩 9층,대기업,서울동부지사,2022-11-24,1588-1519
211,2022-11-24,2022-11-24~2023-01-23,쿠팡로지스틱스서비스유한회사,기타 정보 통신시기 설치·수리원,계약직,월급,2380000,무관,0년개월,무관,,    ,서울특별시 강남구 테헤란로 332 (역삼동) 현정빌딩 9층,대기업,서울동부지사,2022-11-24,1588-1519
212,2022-11-24,2022-11-24~2022-12-04,한미약품,사무 보조원(일반사업체),계약직,시급,10000,무관,0년개월,고졸,,    ,서울특별시 송파구 위례성대로 14 한미타워,중소,경기동부지사,2022-11-24,1588-1519
213,2022-11-24,2022-11-24~2022-12-05,동대문구청,사무 보조원(공공기관),계약직,월급,538729,무관,0년개월,무관,,    ,서울특별시 동대문구 천호대로 145 (용두동),"공사,공공",서울북부지사,2022-12-01,1588-1519
214,2022-11-24,2022-11-24~2022-12-09,(주)키플러스,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,무관,무관,,    ,경기도 부천시 옥산로290번길 33 (내동),중소,경기서부지사,2022-11-30,1588-1519
215,2022-11-23,2022-11-23~2022-12-14,자윤보호작업장,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",상용직,시급,9160,무관,무관,무관,,    ,"전라북도 군산시 성산면 동군산로 122 1호, 자윤보호작업장",중소,전북지사,2022-11-23,1588-1519
216,2022-11-23,2022-11-23~2022-12-06,안산상록경찰서,환경 미화원,상용직,월급,2127410,무관,무관,무관,,    ,경기도 안산시 상록구 차돌배기로 10 2층 경무계 (사동),중소,경기서부지사,2022-11-23,1588-1519
217,2022-11-23,2022-11-23~2022-11-30,쿠팡풀필먼트서비스유한회사,총무 및 일반 사무원,계약직,월급,1080000,무관,무관,무관,,    ,경기도 광주시 도척면 도척로 401-87 쿠팡 경기광주1센터,대기업,경기지역본부,2022-11-23,1588-1519
218,2022-11-23,2022-11-23~2022-11-28,(주)케이티아이에스,콜센터 상담원(콜센터·고객센터·CS센터),계약직,시급,9160,무관,무관,무관,,    ,서울특별시 영등포구 여의대로 14 kt빌딩 10층 ktis 본사 (여의도동),대기업,강원지사,2022-11-23,1588-1519
219,2022-11-23,2022-11-25~2022-12-02,삼척시청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,    ,강원도 삼척시 중앙로 296 (교동),"공사,공공",강원지사,2022-11-29,1588-1519
220,2022-11-23,2022-11-23~2022-12-31,의료법인 인화재단 한국병원,의료 보조원,상용직,시급,9160,무관,0년개월,무관,,    ,충청북도 청주시 상당구 단재로 106 (영운동),중소,충북지사,2022-11-23,1588-1519
221,2022-11-23,2022-11-23~2022-12-02,전주시청총무과(본청),사무 보조원(공공기관),계약직,월급,1005290,무관,무관,무관,,    ,전라북도 전주시 완산구 노송광장로 10 (서노송동),"공사,공공",전북지사,2022-11-23,1588-1519
222,2022-11-23,2022-11-23~2022-11-24,고창군청,사무 보조원(공공기관),계약직,월급,1005290,무관,무관,무관,,    ,전라북도 고창군 고창읍 중앙로 245 (교촌리),"공사,공공",전북지사,2022-11-23,1588-1519
223,2022-11-23,2022-11-23~2022-11-29,조달청,사업체 구내식당 급식 조리사,상용직,월급,2090000,무관,무관,무관,,    ,대전광역시 서구 청사로 189 조달청,중소,전북지사,2022-11-23,1588-1519
224,2022-11-23,2022-11-23~2022-12-05,군산시청,사무 보조원(공공기관),계약직,월급,2010580,무관,무관,무관,,    ,전라북도 군산시 시청로 17 군산시청 총무과 (조촌동),"공사,공공",전북지사,2022-11-23,1588-1519
225,2022-11-23,2022-11-23~2022-12-05,군산시청,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",계약직,월급,538720,무관,무관,무관,,    ,전라북도 군산시 시청로 17 군산시청 총무과 (조촌동),"공사,공공",전북지사,2022-11-23,1588-1519
226,2022-11-23,2022-11-23~2022-11-25,정읍시청,사무 보조원(공공기관),계약직,월급,1005290,무관,무관,무관,,    ,전라북도 정읍시 충정로 234 정읍시청 (수성동),"공사,공공",전북지사,2022-11-23,1588-1519
227,2022-11-23,2022-11-23~2022-12-02,남원시청,사무 보조원(공공기관),계약직,월급,1005290,무관,무관,무관,,    ,전라북도 남원시 시청로 60 518 (도통동),"공사,공공",전북지사,2022-11-29,1588-1519
228,2022-11-23,2022-11-23~2022-12-31,코리아모빌리티 주식회사,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,자동차공학,    ,"경상남도 김해시 인제로 197 (어방동) (삼방동, 인제대학교) 4층 401호 창조관",중소,부산지역본부,2022-11-23,1588-1519
229,2022-11-23,2022-11-23~2022-12-16,(주)청명드림,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,9160,무관,0년개월,무관,,    ,부산광역시 강서구 경전철로188번길 95-12 (대저1동),개인,부산지역본부,2022-11-23,1588-1519
230,2022-11-23,2022-11-23~2022-11-30,(사)덕성장애인생활자립협회,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,710000,무관,무관,무관,,    ,경상남도 양산시 양주1길 22-1  (중부동),중소,대구지역본부,2022-11-25,1588-1519
231,2022-11-23,2022-11-25~2022-12-02,인천광역시남동구청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,    ,인천광역시 남동구 소래로 633 (만수동),"공사,공공",인천지사,2022-11-23,1588-1519
232,2022-11-23,2022-11-23~2022-12-06,인천광역시서구청,사무 보조원(공공기관),계약직,월급,538720,무관,무관,무관,,    ,인천광역시 서구 서곶로 307 서구청 (심곡동),중소,인천지사,2022-11-23,1588-1519
233,2022-11-23,2022-11-23~2022-12-23,광주서석고등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9160,무관,0년개월,무관,,    ,광주광역시 서구 화정로253번길 27 (화정동),"공사,공공",광주지역본부,2022-11-23,1588-1519
234,2022-11-23,2022-11-23~2022-12-09,케이엘정보통신(주),환경 미화원,상용직,월급,1000000,무관,무관,무관,,    ,서울특별시 강남구 봉은사로 446 A-2동 (삼성동),중소,광주지역본부,2022-11-24,1588-1519
235,2022-11-23,2022-11-23~2022-12-02,주식회사 이날,네일 아티스트(손톱 관리사),상용직,시급,9160,무관,0년개월,무관,,    ,광주광역시 서구 죽봉대로22번길 12 (농성동) 4층 403호,중소,광주지역본부,2022-11-23,1588-1519
236,2022-11-23,2022-11-23~2022-12-02,주식회사 이날,기타 보건·의료 서비스 종사원,상용직,시급,9160,무관,0년개월,무관,,    ,광주광역시 서구 죽봉대로22번길 12 (농성동) 4층 403호,중소,광주지역본부,2022-11-23,1588-1519
237,2022-11-23,2022-11-23~2022-12-30,주식회사 이날,음료 조리사(바리스타 포함),상용직,시급,9160,무관,0년개월,무관,,    ,광주광역시 서구 죽봉대로22번길 12 (농성동) 4층 403호,중소,광주지역본부,2022-11-23,1588-1519
238,2022-11-23,2022-11-23~2022-11-30,햇잎푸드주식회사,식품 분야 단순 종사원,상용직,시급,9160,무관,0년개월,무관,,    ,대전광역시 서구 문예로 73 (둔산동) B1,중소,대전지역본부,2022-11-23,1588-1519
239,2022-11-23,2022-11-23~2022-11-30,주식회사 이프리,식품 분야 단순 종사원,계약직,월급,980000,무관,0년개월,무관,,    ,대전광역시 유성구 문지로 291 (문지동) 206호,중소,대전지역본부,2022-11-23,1588-1519
240,2022-11-23,2022-11-23~2022-12-31,와이이에스 씽크,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,0년개월,무관,,    ,대전광역시 유성구 테크노4로 17 (관평동)4층 제비406호,중소,대전지역본부,2022-11-23,1588-1519
241,2022-11-23,2022-11-23~2022-12-30,한국휴렛팩커드유한회사,안마사,계약직,월급,1800000,무관,0년개월,무관,,    ,서울특별시 영등포구 의사당대로 83 (여의도동),외국계,서울남부지사,2022-11-23,1588-1519
242,2022-11-23,2022-11-23~2022-11-30,주식회사이엠넷,사무 보조원(일반사업체),계약직,시급,10500,무관,무관,초대졸,,    ,서울특별시 구로구 디지털로34길 27 대륭포스트타워3차 14층,중소,서울남부지사,2022-11-23,1588-1519
243,2022-11-23,2022-11-23~2022-12-16,주식회사 만나투게더,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,월급,1400000,신입,0년개월,무관,,    ,서울특별시 구로구 경인로 661 (신도림동)101동 18층,중소,서울남부지사,2022-11-30,1588-1519
244,2022-11-23,2022-11-23~2022-12-02,한국해양과학기술원,데스크 안내원,계약직,시급,9160,무관,무관,무관,금융·회계·세무학,    ,부산광역시 영도구 해양로 385 (동삼동),"공사,공공",부산지역본부,2022-11-30,1588-1519
245,2022-11-23,2022-11-23~2022-11-30,부산지방조달청,사업체 구내식당 급식 조리사,상용직,월급,1950000,무관,0년개월,무관,,    ,부산광역시 북구 금곡대로 506-17 부산지방조달청(금곡동),"공사,공공",부산지역본부,2022-11-30,1588-1519
246,2022-11-23,2022-11-23~2022-11-25,해운대구선거관리위원회,사무 보조원(일반사업체),계약직,월급,1914440,신입,무관,무관,,    ,부산광역시 해운대구 좌동순환로402번길 10 해운대구선거관리위원회 (좌동),중소,부산지역본부,2022-11-24,1588-1519
247,2022-11-23,2022-11-23~2022-12-31,(주)동아위드,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,,    ,"부산광역시 사하구 낙동대로 542 (하단동, 대우에덴프라자) 지하층 301호",중소,부산지역본부,2022-11-23,1588-1519
248,2022-11-23,2022-11-23~2022-12-15,주식회사 비에이에스,사무 보조원(일반사업체),상용직,시급,9160,무관,0년개월,무관,,    ,부산광역시 강서구 공항진입로 108 (대저2동) 3층 국내선여객터미널,중소,부산지역본부,2022-11-23,1588-1519
249,2022-11-23,2022-11-23~2022-12-31,우체국물류지원단 부평물류사업소,하역·적재 종사원,계약직,시급,9160,무관,무관,무관,,    ,인천광역시 부평구 길주로 415 (청천동),"공사,공공",경기서부지사,2022-11-23,1588-1519
250,2022-11-23,2022-11-23~2023-01-30,두리두리사업단,방역원(해충퇴치원 포함),상용직,시급,9160,무관,무관,무관,,    ,충청남도 천안시 서북구 백석공단1로 10 SB116호,중소,충남지사,2022-11-23,1588-1519
251,2022-11-23,2022-11-23~2023-01-31,해광산업,주입·포장·상표부착기 등 기타 기계 조작원,시간제,시급,9160,무관,0년개월,무관,,    ,충청남도 천안시 서북구 두정중11길 52 (두정동)1동 101호,개인,충남지사,2022-11-24,1588-1519
252,2022-11-23,2022-11-23~2022-12-02,김천시청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,    ,경상북도 김천시 시청1길 1 (신음동),"공사,공공",경북지사,2022-11-30,1588-1519
253,2022-11-23,2022-11-23~2022-12-03,문경시청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,    ,경상북도 문경시 당교로 220,"공사,공공",경북지사,2022-11-30,1588-1519
254,2022-11-23,2022-11-23~2022-12-31,(유)아웃백스테이크하우스코리아,주방 보조원(일반 음식점),상용직,시급,9160,무관,무관,무관,,    ,서울특별시 강남구 삼성로 508 (삼성동),대기업,경기북부지사,2022-11-30,1588-1519
255,2022-11-23,2022-11-23~2022-12-23,우수정기(주),직업 운동선수,계약직,시급,9160,무관,무관,무관,,    ,울산광역시 울주군 상북면 산전후리로 40-5 우수정기,중소,울산지사,2022-11-23,1588-1519
256,2022-11-23,2022-11-23~2022-11-29,두산건설(주),경리 사무원(건설),계약직,월급,2620000,경력,1년0개월,무관,,    ,서울특별시 강남구 언주로 726  (논현동),중소,서울남부지사,2022-11-23,1588-1519
257,2022-11-23,2022-11-23~2022-11-30,파란행복주식회사,환경 미화원,계약직,월급,1077000,무관,무관,무관,,    ,"서울특별시 강남구 테헤란로 152 (역삼동, 강남파이낸스센터) 1층",중소,서울동부지사,2022-11-23,1588-1519
258,2022-11-23,2022-11-23~2022-12-31,(주)썬앳푸드 부베트 ,주방 보조원(일반 음식점),계약직,시급,9160,무관,0년개월,무관,,    ,서울특별시 강남구 논현로 854 (신사동) 지상1층 103호 ,중소,서울동부지사,2022-11-23,1588-1519
259,2022-11-23,2022-11-23~2022-11-28,쿠팡풀필먼트서비스유한회사,모니터 요원,계약직,월급,1080000,무관,무관,무관,,    ,경기도 광주시 도척면 도척로 401-87 쿠팡 경기광주1센터,대기업,경기동부지사,2022-11-23,1588-1519
260,2022-11-23,2022-11-23~2022-12-01,한국과학기술연구원,사무 보조원(공공기관),계약직,월급,1250000,무관,무관,무관,,    ,서울특별시 성북구 화랑로14길 5 한국과학기술연구원 본관3층 인사경영팀 (하월곡동),중소,서울북부지사,2022-11-23,1588-1519
261,2022-11-23,2022-11-23~2023-01-22,주식회사 선앤엘인테리어,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,신입,무관,무관,,지게차운전기능사    ,"경기도 안산시 단원구 번영2로 118 선앤엘인테리어 (구, 선창ITS) (성곡동)",중소,경기서부지사,2022-11-23,1588-1519
262,2022-11-23,2022-11-23~2023-01-22,주식회사 선앤엘인테리어,기타 텔레마케터,상용직,연봉,30000000,신입,무관,무관,,    ,"경기도 안산시 단원구 번영2로 118 선앤엘인테리어 (구, 선창ITS) (성곡동)",중소,경기서부지사,2022-11-23,1588-1519
263,2022-11-23,2022-11-23~2022-12-31,(주)삼한서비스,세탁원(다림질원),상용직,시급,9160,무관,무관,무관,,    ,제주특별자치도 서귀포시 토평공단로107번길 16-4 (토평동),중소,제주지사,2022-11-23,1588-1519
264,2022-11-22,2022-11-22~2022-11-30,경상국립대학교병원,병원행정 사무원(원무),계약직,시급,9160,무관,무관,무관,,    ,경상남도 진주시 강남로 79 (칠암동),"공사,공공",경남지사,2022-11-29,1588-1519
265,2022-11-22,2022-11-22~2022-11-30,(주)씨앤알,주방 보조원(일반 음식점),계약직,시급,9160,무관,무관,무관,,    ,서울특별시 구로구 디지털로31길 38-21 이엔씨벤처드림타워 3차 903호,대기업,서울북부지사,2022-11-22,1588-1519
266,2022-11-22,2022-11-22~2023-02-21,(주)한국기업,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,10000,무관,0년개월,무관,,    ,부산광역시 사상구 감전천로 243 (감전동),중소,경기지역본부,2022-11-23,1588-1519
267,2022-11-22,2022-11-22~2022-11-30,(주)영시큐리티,환경 미화원,계약직,월급,2150000,무관,무관,무관,,    ,경기도 성남시 분당구 성남대로916번길 11 글라스타워 802호 (야탑동),중소,강원지사,2022-11-22,1588-1519
268,2022-11-22,2022-11-22~2022-12-01,한국부동산원,사무 보조원(공공기관),계약직,시급,9160,무관,0년개월,무관,,    ,대구광역시 동구 이노밸리로 291 (신서동),"공사,공공",강원지사,2022-11-22,1588-1519
269,2022-11-22,2022-11-22~2022-12-31,대광유통,육류 가공기계 조작원,상용직,시급,9160,무관,무관,무관,,    ,강원도 원주시 송삼길 101-1 대광유통 (무실동),중소,강원지사,2022-11-22,1588-1519
270,2022-11-22,2022-11-22~2022-12-30,시원솜씨,의복·직물 검사 등 기타 섬유·가죽 기능원,상용직,시급,9160,무관,0년개월,무관,,    ,강원도 춘천시 금강로 지하82-3 (운교동)마구역 53호,개인,강원지사,2022-11-22,1588-1519
271,2022-11-22,2022-11-22~2022-12-16,(주)지앤지라인스,사무 보조원(일반사업체),상용직,시급,9160,무관,0년개월,무관,,    ,서울특별시 강남구 강남대로 320 7층2호  (역삼동),중소,부산지역본부,2022-11-25,1588-1519
272,2022-11-22,2022-11-22~2022-12-31,(주)에스티리서치,사무 보조원(일반사업체),계약직,시급,9160,무관,0년개월,무관,,    ,부산광역시 해운대구 센텀중앙로 78 (우동),중소,부산지역본부,2022-11-22,1588-1519
273,2022-11-22,2022-11-22~2022-12-31,KMG(거명),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,부산광역시 사하구 하신번영로 419 (하단동)5층,개인,부산지역본부,2022-11-22,1588-1519
274,2022-11-22,2022-11-22~2022-11-22,우체국물류지원단 부평물류사업소,일반 택배원(퀵서비스 포함),계약직,월급,916800,무관,0년개월,무관,,    ,인천광역시 부평구 길주로 415 (청천동),"공사,공공",인천지사,2022-11-22,1588-1519
275,2022-11-22,2022-11-22~2022-12-16,(주)에스엠디텍,전기·전자 분야 단순 종사원,상용직,시급,9160,무관,0년개월,무관,,    ,인천광역시 미추홀구 방축로 312 (주안동)9층 (914-921)호,중소,인천지사,2022-11-22,1588-1519
276,2022-11-22,2022-11-22~2022-12-02,서구선거관리위원회,사무 보조원(공공기관),계약직,일급,76960,무관,무관,무관,,    ,광주광역시 서구 상무공원로 138 서구선거관리위원회 (치평동),중소,광주지역본부,2022-11-22,1588-1519
277,2022-11-22,2022-11-22~2022-12-31,(사)힘찬장애인복지회,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,960000,무관,무관,무관,,    ,"광주광역시 광산구 평동산단로143번길 16 (월전동, 마)",중소,광주지역본부,2022-11-22,1588-1519
278,2022-11-22,2022-11-22~2022-12-02,한국화학연구원,사무 보조원(공공기관),계약직,연봉,19000000,무관,무관,무관,,    ,대전광역시 유성구 가정로 141 한국화학연구원 (장동),중소,대전지역본부,2022-11-22,1588-1519
279,2022-11-22,2022-11-22~2022-12-06,사단법인 창업진흥원,사무 보조원(공공기관),계약직,월급,2050000,무관,무관,무관,,    ,세종특별자치시 집현중앙7로 16 (집현동),중소,대전지역본부,2022-11-22,1588-1519
280,2022-11-22,2022-11-22~2022-12-16,학교법인 중앙대학교,사무 보조원(일반사업체),계약직,월급,1050000,무관,0년개월,무관,,    ,"서울특별시 동작구 흑석로6길 61 (흑석동), 학교법인 중앙대학교",대기업,서울남부지사,2022-11-29,1588-1519
281,2022-11-22,2022-11-22~2022-11-30,오행종합개발(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,1194464,무관,0년개월,무관,,    ,서울특별시 양천구 목동중앙서로6길 21 2층,중소,서울남부지사,2022-11-22,1588-1519
282,2022-11-22,2022-11-22~2022-11-30,고려대학교의과대학부속구로병원,의료 보조원,계약직,시급,9540,무관,무관,고졸,,    ,서울특별시 구로구 구로동로 148 (구로동),대기업,서울남부지사,2022-11-22,1588-1519
283,2022-11-22,2022-11-22~2022-12-31,수영나라요양병원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1915000,무관,무관,무관,,    ,부산광역시 수영구 연수로 404 (광안동) 수영나라요양병원,중소,부산지역본부,2022-11-22,1588-1519
284,2022-11-22,2022-11-22~2022-12-31,디비씨에이에스손해사정주식회사,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9160,무관,무관,무관,,    ,서울특별시 용산구 후암로 107 게이트웨이타워 21층 (동자동),중소,부산지역본부,2022-11-22,1588-1519
285,2022-11-22,2022-11-22~2022-12-16,새라새재활요양병원,의료 보조원,계약직,시급,9160,무관,무관,무관,,    ,부산광역시 남구 석포로26번길 17 ..(감만동),개인,부산지역본부,2022-11-25,1588-1519
286,2022-11-22,2022-11-22~2022-12-30,주식회사위드엠,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,월급,1500000,경력,0년3개월,무관,,    ,"경기도 용인시 수지구 광교중앙로296번길 10 상현동, 광교 리치안 오피스텔 203호 (상현동)",중소,경기서부지사,2022-11-22,1588-1519
287,2022-11-22,2022-11-22~2023-01-20,여수전남병원,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9160,무관,무관,무관,,    ,전라남도 여수시 좌수영로 49 (광무동),중소,전남지사,2022-11-28,1588-1519
288,2022-11-22,2022-11-22~2022-12-31,해남군장애인직업재활시설,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,9160,무관,무관,무관,,    ,"전라남도 해남군 둔주포안길 18 해남군장애인직업재활시설 보호작업장 (,해남계곡중학교)",중소,전남지사,2022-11-29,1588-1519
289,2022-11-22,2022-11-22~2023-01-20,킴스체인몰,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,0년개월,무관,,    ,전라남도 순천시 삼산로 88 2층 (용당동),개인,전남지사,2022-11-22,1588-1519
290,2022-11-22,2022-11-22~2023-01-20,주식회사 여행온,세차원 및 운송장비 청소원,상용직,시급,9160,무관,0년개월,무관,,    ,"전라남도 여수시 박람회길 70 상가1동 1층 씨108호, 씨 109호(덕충동, 여수엑스포시티프라디움1단지)",중소,전남지사,2022-11-28,1588-1519
291,2022-11-22,2022-11-22~2023-01-31,청미,식품 분야 단순 종사원,상용직,시급,9160,무관,0년개월,무관,,    ,전라남도 나주시 노안면 유곡로 273 네이처그레인,중소,전남지사,2022-11-25,1588-1519
292,2022-11-22,2022-11-22~2022-12-10,현대해상화재보험(주),사무 보조원(일반사업체),계약직,월급,2030000,무관,무관,무관,,    ,서울특별시 종로구 세종대로 163 현대해상빌딩,대기업,경북지사,2022-11-22,1588-1519
293,2022-11-22,2022-11-22~2022-11-30,(주)현대캐터링시스템,단체 급식 보조원,계약직,시급,9160,무관,0년개월,무관,,    ,경기도 성남시 분당구 야탑로 98 2층 (주)현대캐터링시스템 (야탑동),대기업,경북지사,2022-11-28,1588-1519
294,2022-11-22,2022-11-22~2022-12-31,(사)에스디워크 동행,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,경기도 파주시 교하로 871 (문발동),"협회,단체",경기북부지사,2022-11-22,1588-1519
295,2022-11-22,2022-11-22~2022-12-31,(사)에스디워크 새로운세상,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,경기도 파주시 교하로863번길 37 (문발동),"협회,단체",경기북부지사,2022-11-22,1588-1519
296,2022-11-22,2022-11-22~2022-12-10,주식회사 용산,재봉사(의류·직물) ,상용직,시급,9160,무관,무관,무관,,    ,울산광역시 북구 무룡로 42 (연암동) 주식회사 용산,대기업,울산지사,2022-11-22,1588-1519
297,2022-11-22,2022-11-22~2022-12-16,울산여객(주),승합차 운전원,계약직,월급,2100000,무관,무관,무관,,    ,울산광역시 울주군 청량면 웅촌로 1263 시내버스 차고지 3층,중소,울산지사,2022-11-22,1588-1519
298,2022-11-22,2022-11-22~2022-12-02,신울산노인재가복지센터,시설 요양보호사(노인요양사),상용직,시급,9160,무관,0년개월,무관,,    ,울산광역시 중구 서원7길 13 (반구동) 신울산노인재가복지센터,개인,울산지사,2022-11-22,1588-1519
299,2022-11-22,2022-11-22~2022-11-30,씨제이올리브영 주식회사,모니터 요원,계약직,연봉,11496000,무관,0년개월,무관,,    ,"서울특별시 용산구 한강대로 372 24층 (동자동, 센트레빌아스테리움서울)",대기업,서울지역본부,2022-11-22,1588-1519
300,2022-11-22,2022-11-22~2022-12-30,라그릴리아 광화문점,주방 보조원(일반 음식점),상용직,시급,9160,무관,0년개월,무관,,    ,서울특별시 종로구 청계천로 11 (서린동) 2층,중소,서울지역본부,2022-11-28,1588-1519
301,2022-11-22,2022-11-22~2022-11-28,(주)한섬,모니터 요원,계약직,월급,961800,무관,무관,무관,,    ,서울특별시 강남구 도산대로 523 (청담동) 한섬빌딩,대기업,서울동부지사,2022-11-22,1588-1519
302,2022-11-22,2022-11-22~2022-11-28,(주)한섬,매장 정리원(매장 보조원),계약직,월급,1081800,무관,무관,무관,,    ,서울특별시 강남구 도산대로 523 (청담동) 한섬빌딩,대기업,서울동부지사,2022-11-22,1588-1519
303,2022-11-22,2022-11-22~2022-11-30,한국허벌라이프(주),마케팅·광고·홍보·상품기획 사무원,상용직,월급,2000000,신입,무관,대졸,,    ,"서울특별시 강남구 논현로 706 (논현동,아이캐슬빌딩) 아이캐슬빌딩 7층",외국계,서울동부지사,2022-11-22,1588-1519
304,2022-11-22,2022-11-22~2022-11-28,카페꿈틀서울시교육연수원점,음료 조리사(바리스타 포함),계약직,시급,9160,무관,무관,무관,,    ,서울특별시 서초구 남부순환로 2248 서울시서초교육연수원 교육동 1층 카페꿈틀연수원점 (방배동),중소,서울동부지사,2022-11-29,1588-1519
305,2022-11-22,2022-11-22~2023-01-23,셰게로병원,콜센터 상담원(콜센터·고객센터·CS센터),계약직,연봉,24000000,무관,0년개월,무관,,    ,서울특별시 송파구 위례서로 248 (거여동) 5~13층 세계로병원,중소,서울동부지사,2022-11-22,1588-1519
306,2022-11-22,2022-11-22~2022-12-30,한국부동산원,사무 보조원(공공기관),계약직,월급,1640000,무관,무관,무관,,    ,대구광역시 동구 이노밸리로 291 1층,중소,경기동부지사,2022-11-22,1588-1519
307,2022-11-22,2022-11-22~2022-11-30,고려대학교안암병원,의료 보조원,계약직,시급,9540,무관,무관,무관,,    ,서울특별시 성북구 고려대로 73 (안암동5가),대기업,서울북부지사,2022-11-22,1588-1519
308,2022-11-22,2022-11-22~2023-02-21,(주)한국기업,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,10000,무관,0년개월,무관,,    ,부산광역시 사상구 감전천로 243 (감전동),중소,경기지역본부,2022-11-23,1588-1519
309,2022-11-21,2022-11-21~2022-12-30,성남시청,국가·지방행정 사무원,계약직,시급,9620,무관,무관,무관,,    ,경기도 성남시 중원구 성남대로 997 (여수동) 자치행정과,"공사,공공",경기동부지사,2022-11-21,1588-1519
310,2022-11-21,2022-11-21~2022-12-02,바다원(주),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,,    ,경기도 성남시 중원구 둔촌대로 495 (상대원동),중소,경기동부지사,2022-11-21,1588-1519
311,2022-11-21,2022-11-21~2022-11-30,에이치와이플러스(주),주차 관리·안내원,계약직,월급,2000000,무관,무관,무관,,    ,서울특별시 광진구 아차산로 355 (자양동 779번지) 2층 에이치와이플러스㈜ (자양동),중소,서울북부지사,2022-11-21,1588-1519
312,2022-11-21,2022-11-21~2022-12-16,(주)탑써비스,매장 정리원(매장 보조원),시간제,시급,9160,신입,무관,무관,,    ,부산광역시 사상구 운산로 52 bs메디컬센타 6층(본사주소) (괘법동),중소,경기서부지사,2022-11-21,1588-1519
313,2022-11-21,2022-11-21~2022-11-30,농업회사법인 주식회사 레드,농업 단순 종사원,시간제,시급,9160,무관,0년개월,무관,,    ,전라북도 남원시 주생면 주송길 150 .,개인,전북지사,2022-11-21,1588-1519
