연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
25,2022-11-30,2022-11-30~2022-12-31,(주)경빈(이지요 사직),매장 정리원(매장 보조원),시간제,시급,9160,무관,0년개월,무관,,    ,부산광역시 동래구 사직로 66 (사직동) 이지요,중소,부산지역본부,2022-11-30,1588-1519
26,2022-11-30,2022-11-30~2022-12-17,(주)현대그린푸드 오스템임플란트 부산,주방 보조원(일반 음식점),시간제,시급,9160,무관,0년개월,무관,,    ,부산광역시 해운대구 반송로513번길 66-16 (석대동),대기업,부산지역본부,2022-11-30,1588-1519
27,2022-11-30,2022-11-30~2022-12-13,대구시사회서비스원,사회복지사(공공행정),계약직,월급,2000000,무관,무관,무관,가족·사회·복지학,    ,대구광역시 중구 국채보상로 648 호수빌딩 13층 대구광역시사회서비스원 (동인동2가),중소,대구지역본부,2022-11-30,1588-1519
28,2022-11-30,2022-11-30~2022-12-19,계명대학교동산의료원(성서),데스크 안내원,계약직,시급,9160,무관,0년개월,무관,,    ,대구광역시 달서구 달구벌대로 1035 (신당동),대기업,대구지역본부,2022-11-30,1588-1519
29,2022-11-30,2022-11-30~2022-12-09,인천광역시연수구청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,    ,인천광역시 연수구 원인재로 115 총무과 (동춘동),"공사,공공",인천지사,2022-11-30,1588-1519
30,2022-11-30,2022-11-30~2022-12-09,인천광역시중구청,사무 보조원(공공기관),계약직,월급,538720,무관,무관,무관,,    ,인천광역시 중구 신포로27번길 80 중구청 교통운수과,"공사,공공",인천지사,2022-11-30,1588-1519
31,2022-11-30,2022-11-30~2023-01-31,사회복지법인 성촌재단,음료 조리사(바리스타 포함),상용직,시급,9160,무관,0년개월,무관,,    ,인천광역시 부평구 경인로701번길 26 다동(굿프랜드) (십정동),중소,인천지사,2022-11-30,1588-1519
32,2022-11-30,2022-11-30~2022-12-13,한국청소년정책연구원,사무 보조원(공공기관),계약직,일급,77000,무관,무관,고졸,,    ,세종특별자치시 시청대로 370 세종국책연구단지 사회정책동 D동  6·7층 한국청소년정책연구원 (반곡동),중소,대전지역본부,2022-11-30,1588-1519
33,2022-11-30,2022-11-30~2022-12-31,(주)광진산업,주입·포장·상표부착기 등 기타 기계 조작원,계약직,시급,9160,무관,무관,무관,,    ,충청남도 금산군 추부면 추풍로 146 (장대리),중소,대전지역본부,2022-11-30,1588-1519
34,2022-11-30,2022-11-30~2022-12-16,(사)장애인한빛,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,1000000,무관,무관,무관,,    ,"경기도 수원시 권선구 오목천로152번길 40 213호,214호 (고색동)",중소,경기지역본부,2022-11-30,1588-1519
35,2022-11-30,2022-11-30~2022-12-05,전라북도군산의료원,주차 관리·안내원,상용직,시급,9160,신입,무관,무관,,    ,전라북도 군산시 의료원로 27  (지곡동),중소,전북지사,2022-11-30,1588-1519
36,2022-11-30,2022-11-30~2022-12-30,(주)현대캐터링시스템,주방 보조원(일반 음식점),계약직,월급,1010100,무관,무관,무관,,    ,경기도 성남시 분당구 대왕판교로 660 B-70 ( 유스페이스 제7층) (삼평동),중소,경남지사,2022-11-30,1588-1519
37,2022-11-30,2022-11-30~2023-02-27,롯데관광개발(주),"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,월급,1500000,무관,무관,무관,,    ,제주특별자치도 제주시 노연로 12 제주드림타워 (노형동),중소,제주지사,2022-12-02,1588-1519
38,2022-11-30,2022-11-30~2022-12-06,(주)사나래,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,1914440,무관,무관,무관,,    ,경기도 이천시 모가면 진상미로1385번길 70 (진가리 224번지),중소,경기동부지사,2022-11-30,1588-1519
39,2022-11-29,2022-11-29~2022-12-05,주식회사 드림팜,채소·특용작물 재배원,상용직,시급,9160,무관,0년개월,무관,,    ,경상남도 사천시 서포면 구송로 334 주식회사 드림팜,"협회,단체",경남지사,2022-11-30,1588-1519
40,2022-11-29,2022-11-29~2022-12-09,위즈서치 주식회사,사무 보조원(일반사업체),상용직,월급,800000,무관,무관,무관,,    ,"서울특별시 금천구 벚꽃로 234 415호(가산동,에이스하이엔드타워 6차)",중소,경기서부지사,2022-11-29,1588-1519
41,2022-11-29,2022-11-29~2022-12-30,(주)정성기업,중·대형 화물차 운전원(트레일러 포함),상용직,시급,9160,무관,무관,무관,,    ,제주특별자치도 제주시 애월읍 답동3길 20 (주)정성기업,중소,제주지사,2022-11-29,1588-1519
42,2022-11-29,2022-11-29~2022-12-31,주식회사굿잡제주마카마카,음료 조리사(바리스타 포함),상용직,시급,9160,무관,무관,무관,,    ,제주특별자치도 서귀포시 대포로 174 카페 오놀 (대포동),중소,제주지사,2022-12-02,1588-1519
43,2022-11-29,2022-11-29~2022-12-30,(주)비엘피,창고 관리원(자재 검수원 포함),상용직,월급,3200000,무관,무관,무관,,    ,경기도 의왕시 장안남북로1길 4 .,중소,경기지역본부,2022-11-29,1588-1519
44,2022-11-29,2022-12-05~2022-12-16,동해시청,사무 보조원(공공기관),계약직,시급,9800,무관,무관,무관,,    ,강원도 동해시 천곡로 77 806 (천곡동),중소,강원지사,2022-11-29,1588-1519
45,2022-11-29,2022-11-29~2022-12-06,홍천군청,사무 보조원(공공기관),계약직,월급,953340,무관,무관,무관,,    ,강원도 홍천군 홍천읍 석화로 93 (희망리),"공사,공공",강원지사,2022-12-06,1588-1519
46,2022-11-29,2022-11-29~2022-12-31,(주)씨앤알,음식서비스 관리자,상용직,시급,9160,무관,무관,무관,,    ,서울특별시 동작구 동작대로35길 2 원일빌딩 4층 (사당동),중소,강원지사,2022-11-29,1588-1519
47,2022-11-29,2022-11-29~2022-12-16,(주)태양,주입·포장·상표부착기 등 기타 기계 조작원,상용직,월급,2600000,무관,무관,고졸,,    ,충청북도 청주시 상당구 가덕면 상장인차로 216 청남대 인근,중소,충북지사,2022-11-29,1588-1519
48,2022-11-29,2022-11-29~2022-12-09,순창군청,사무 보조원(공공기관),계약직,월급,538720,무관,무관,무관,,    ,전라북도 순창군 순창읍 경천로 33 00,중소,전북지사,2022-11-30,1588-1519
49,2022-11-29,2022-11-29~2022-12-31,익산시장애인종합복지관,기타 보건·의료 서비스 종사원,계약직,시급,9620,무관,0년개월,무관,가족·사회·복지학,    ,전라북도 익산시 인북로 21 익산시장애인종합복지관 (인화동1가),중소,전북지사,2022-11-29,1588-1519
50,2022-11-29,2022-11-29~2022-12-09,정읍시장애인종합복지관,기타 보건·의료 서비스 종사원,계약직,시급,9620,무관,0년개월,무관,,    ,전라북도 정읍시 수성1로 58 (수성동),"협회,단체",전북지사,2022-11-29,1588-1519
51,2022-11-29,2022-11-29~2022-12-08,익산시청(행정지원팀),사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,    ,전라북도 익산시 인북로32길 1 (남중동),"공사,공공",전북지사,2022-11-29,1588-1519
52,2022-11-29,2022-11-29~2022-12-30,(주)크린탑,세탁원(다림질원),상용직,시급,9160,무관,무관,무관,,    ,전라남도 장성군 삼서면 해삼로 1183 노란색 건물,중소,광주지역본부,2022-11-29,1588-1519
53,2022-11-29,2022-11-29~2023-01-20,꽃메요양원,주방 보조원(일반 음식점),시간제,시급,9160,무관,0년개월,무관,,    ,광주광역시 동구 화산로238번길 28 (용산동),"협회,단체",광주지역본부,2022-11-30,1588-1519
54,2022-11-29,2022-11-29~2023-01-30,주식회사 휴엠앤씨,환경 미화원,계약직,시급,9700,무관,무관,무관,,    ,충청남도 논산시 상월면 상월로 216-15 상월면,중소,대전지역본부,2022-11-29,1588-1519
55,2022-11-29,2022-11-29~2022-12-30,사단법인 대한문화체육교육협회 장애인자립지원단,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,"대전광역시 대덕구 대화로106번길 140 A동, B동 1층(대화동)",중소,대전지역본부,2022-11-29,1588-1519
56,2022-11-29,2022-11-29~2022-12-06,한국폴리텍1서울강서캠퍼스,사서,계약직,월급,1255950,무관,무관,무관,,    ,서울특별시 강서구 우장산로10길 112 한국폴리텍대학 서울강서캠퍼스,"공사,공공",서울남부지사,2022-12-05,1588-1519
57,2022-11-29,2022-11-29~2022-12-30,앙쥬 주식회사,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,무관,무관,,    ,부산광역시 기장군 정관읍 산단3로 92-82 (정관읍 달산리 1074-7),중소,부산지역본부,2022-11-29,1588-1519
58,2022-11-29,2022-11-29~2022-12-30,좋은아침페스츄리시그니처점,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9160,무관,0년개월,무관,,    ,경기도 군포시 송부로22번길 2 (도마교동),중소,경기서부지사,2022-11-29,1588-1519
59,2022-11-29,2022-11-29~2022-12-13,울산동구종합사회복지관,노인 생활지도원,계약직,월급,1254450,무관,무관,무관,,    ,울산광역시 동구 봉수로 155  (화정동),중소,울산지사,2022-11-30,1588-1519
60,2022-11-29,2022-11-29~2022-12-02,용산구청,환경 미화원,계약직,월급,2010580,무관,0년개월,무관,,    ,서울특별시 용산구 녹사평대로 150 (이태원동),"공사,공공",서울지역본부,2022-11-29,1588-1519
61,2022-11-29,2022-11-29~2022-12-02,서울특별시 중구청,사무 보조원(공공기관),계약직,월급,538720,무관,0년개월,무관,,    ,서울특별시 중구 창경궁로 17 (예관동),"공사,공공",서울지역본부,2022-12-05,1588-1519
62,2022-11-29,2022-11-29~2022-12-22,우체국물류지원단,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9160,무관,무관,무관,,    ,서울특별시 광진구 자양로 76 (자양동),대기업,서울남부지사,2022-11-29,1588-1519
63,2022-11-29,2022-11-29~2022-12-12,에스케이쉴더스 주식회사,환경 미화원,계약직,월급,1061800,무관,무관,고졸,,    ,경기도 성남시 분당구 판교로227번길 23 (삼평동),대기업,경기동부지사,2022-11-29,1588-1519
64,2022-11-29,2022-11-29~2022-12-16,(주)맛고을식품,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9140,무관,무관,무관,,    ,경기도 여주시 점동면 선사길 104 처리 359번지,중소,경기동부지사,2022-11-29,1588-1519
65,2022-11-29,2022-11-29~2022-12-15,투썸플레이스(주),매장 정리원(매장 보조원),시간제,시급,9160,무관,0년개월,무관,,    ,서울특별시 중구 을지로 170 (을지로4가),중소,서울북부지사,2022-12-01,1588-1519
66,2022-11-29,2022-11-29~2022-12-05,(주)이디앤씨,영상·녹화 및 편집 기사,상용직,월급,800000,무관,0년개월,무관,,    ,"서울특별시 노원구 석계로18길 23 305호(월계동, 삼능스페이스향)",개인,서울북부지사,2022-12-06,1588-1519
67,2022-11-29,2022-11-29~2022-12-05,시흥시청,음료 조리사(바리스타 포함),계약직,월급,481000,무관,무관,무관,,    ,경기도 시흥시 새재로 32 272-9 (장현동),중소,경기서부지사,2022-11-29,1588-1519
68,2022-11-29,2022-11-29~2023-02-06,제주도선거관리위원회,사무 보조원(공공기관),계약직,일급,73280,무관,무관,무관,,    ,제주특별자치도 제주시 연삼로 506 제주특별자치도선거관리위원회 지도과 (이도이동),중소,제주지사,2022-11-29,1588-1519
69,2022-11-28,2022-11-28~2022-12-12,예쁜마을 사회적협동조합,음료 조리사(바리스타 포함),시간제,시급,9160,무관,0년개월,무관,,    ,경상남도 고성군 고성읍 성내로 61 1층(청소년수련관),중소,경남지사,2022-12-01,1588-1519
70,2022-11-28,2022-11-28~2022-12-09,안양시청,사무 보조원(공공기관),계약직,월급,1005000,무관,무관,무관,,    ,경기도 안양시 동안구 시민대로 235 (관양동),"공사,공공",경기서부지사,2022-11-28,1588-1519
71,2022-11-28,2022-11-28~2022-12-02,대열농산,채소·특용작물 재배원,시간제,시급,9160,무관,0년개월,무관,,    ,경상남도 창원시 의창구 차상로18번길 45 (팔용동),중소,경남지사,2022-12-01,1588-1519
72,2022-11-28,2022-11-28~2022-12-09,영월군청,사무 보조원(공공기관),계약직,월급,1005920,무관,무관,무관,,    ,강원도 영월군 영월읍 영흥1리 .,"공사,공공",강원지사,2022-11-28,1588-1519
73,2022-11-28,2022-11-28~2022-12-02,원주시청,사무 보조원(공공기관),계약직,월급,1005290,무관,무관,무관,,    ,강원도 원주시 시청로 1 (무실동),"공사,공공",강원지사,2022-11-28,1588-1519
74,2022-11-28,2022-11-28~2022-12-09,평창군청,사무 보조원(공공기관),계약직,월급,1914440,무관,무관,무관,,    ,강원도 평창군 평창읍 군청길 77 평창군청,"공사,공공",강원지사,2022-11-28,1588-1519
75,2022-11-28,2022-11-28~2022-12-31,현대해상화재보험(주),사무 보조원(일반사업체),상용직,월급,2030000,무관,무관,무관,,    ,서울특별시 종로구 세종대로 163 현대해상빌딩,대기업,충북지사,2022-11-28,1588-1519
76,2022-11-28,2022-11-28~2022-12-31,동우어패럴,섬유·의복 분야 단순 종사원,상용직,시급,9160,무관,무관,무관,,    ,충청북도 제천시 강저로2길 47 (강제동),개인,충북지사,2022-11-28,1588-1519
77,2022-11-28,2022-11-28~2022-12-31,에이원손해사정주식회사,네일 아티스트(손톱 관리사),계약직,월급,1400000,무관,무관,무관,,    ,서울특별시 영등포구 선유로49길 23 아이에스비즈타워 13층 (양평동4가),중소,충북지사,2022-11-28,1588-1519
78,2022-11-28,2022-11-28~2022-12-30,행복모아 주식회사,세탁원(다림질원),상용직,시급,9350,무관,무관,무관,,    ,충청북도 청주시 흥덕구 2순환로742번길 40 청주테크노폴리스 일반산업단지 에프 6-2 (화계동),중소,충북지사,2022-11-30,1588-1519
79,2022-11-28,2022-12-01~2022-12-06,임실군청,사무 보조원(공공기관),계약직,월급,1005290,무관,무관,무관,,    ,전라북도 임실군 임실읍 수정로 30 (이도리),"공사,공공",전북지사,2022-11-28,1588-1519
80,2022-11-28,2022-11-28~2022-12-05,군산고등학교,경비 관리자,상용직,월급,980700,무관,0년개월,무관,,    ,전라북도 군산시 팔마로 177 (동흥남동),"공사,공공",전북지사,2022-11-28,1588-1519
81,2022-11-28,2022-11-28~2022-12-31,장산직업재활센터,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,9160,무관,0년개월,무관,,    ,부산광역시 해운대구 세실로27번길 19 9층 901호(좌동),"협회,단체",부산지역본부,2022-11-28,1588-1519
82,2022-11-28,2022-11-28~2023-01-31,만승자립원,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,,    ,대구광역시 동구 팔공산로 225 만승자립원 (덕곡동),중소,대구지역본부,2022-11-29,1588-1519
83,2022-11-28,2022-11-28~2023-02-27,(주)세명에스앤더블유,디지털 및 기타 인쇄기 조작원,상용직,시급,9160,무관,무관,무관,,    ,대구광역시 북구 유통단지로 115 3층(산격동),중소,대구지역본부,2022-11-28,1588-1519
84,2022-11-28,2022-11-28~2022-12-30,주식회사 유신에코,플라스틱제품 조립원 및 검사원,상용직,시급,9160,무관,0년개월,무관,,    ,인천광역시 서구 도담로 7 (오류동),중소,인천지사,2022-11-28,1588-1519
85,2022-11-28,2022-11-28~2022-12-16,쿠팡풀필먼트서비스유한회사,사무 보조원(일반사업체),계약직,월급,1300000,무관,무관,무관,,    ,경기도 광주시 도척면 도척로 401-87 쿠팡 경기광주1센터,대기업,광주지역본부,2022-11-30,1588-1519
86,2022-11-28,2022-11-28~2022-12-02,두산건설(주),환경 미화원,계약직,월급,960000,경력,1년개월,무관,,    ,서울특별시 강남구 언주로 726  (논현동),중소,대전지역본부,2022-11-28,1588-1519
87,2022-11-28,2022-11-28~2022-12-23,주식회사세아엔지니어링,영업 기획·관리·지원 사무원,상용직,연봉,24984000,무관,0년개월,초대졸,,    ,대전광역시 대덕구 신일동로67번길 40   (신일동),중소,대전지역본부,2022-11-28,1588-1519
88,2022-11-28,2022-11-28~2022-12-16,가톨릭대학교 성빈센트병원,병원행정 사무원(원무),계약직,시급,9160,무관,무관,무관,,    ,"경기도 수원시 팔달구 중부대로 93 (지동), 성빈센트병원 93-6",대기업,경기지역본부,2022-11-28,1588-1519
89,2022-11-28,2022-11-28~2022-12-05,(재)우체국금융개발원,텔레마케터(금융·보험·대출·부동산),상용직,월급,2200000,무관,무관,대졸,,    ,서울특별시 영등포구 경인로 841  (영등포동4가),중소,서울남부지사,2022-11-28,1588-1519
90,2022-11-28,2022-11-28~2022-12-02,죠이프린라이프,주입·포장·상표부착기 등 기타 기계 조작원,계약직,시급,9160,무관,무관,무관,,    ,서울특별시 금천구 두산로9길 28 (독산동),중소,서울남부지사,2022-11-28,1588-1519
91,2022-11-28,2022-11-28~2022-12-09,(주)현대종합관리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,1474000,무관,무관,무관,,    ,"인천광역시 계양구 오조산로57번길 15 (계산동, 명동빌딩)505호. (계산동)",중소,서울남부지사,2022-11-28,1588-1519
92,2022-11-28,2022-11-28~2022-12-09,사단법인한국화학물질관리협회,사무 보조원(일반사업체),계약직,월급,2014440,무관,무관,무관,,    ,서울특별시 양천구 곰달래로 34 kcma빌딩 (신월동),중소,서울남부지사,2022-11-28,1588-1519
93,2022-11-28,2022-11-28~2022-12-09,(주)행복누리,음료 조리사(바리스타 포함),상용직,월급,1080000,무관,0년개월,무관,,    ,서울특별시 강서구 마곡중앙10로 10 E7동 M층 (마곡동),중소,서울남부지사,2022-11-28,1588-1519
94,2022-11-28,2022-11-28~2022-11-30,서울센트럴요양병원,병원 코디네이터,계약직,시급,9160,무관,0년개월,무관,,    ,서울특별시 영등포구 경인로 767 (문래동3가),개인,서울남부지사,2022-11-28,1588-1519
95,2022-11-28,2022-11-28~2022-11-28,더봄플러스주식회사,사무 보조원(일반사업체),계약직,월급,1000000,무관,무관,무관,,    ,서울특별시 금천구 가산디지털2로 108 312-4호 (가산동),중소,서울남부지사,2022-11-28,1588-1519
96,2022-11-28,2022-11-28~2022-12-16,(주)이랜드파크외식부산장산이천일,주방 보조원(일반 음식점),계약직,시급,9160,무관,무관,무관,,    ,"부산광역시 해운대구 해운대로 813 (좌동,이천일아울렛625-633)",대기업,부산지역본부,2022-11-28,1588-1519
97,2022-11-28,2022-11-28~2023-02-27,계룡건설산업(주),사무 보조원(일반사업체),계약직,월급,2000000,무관,무관,고졸,토목공학,    ,대전광역시 서구 문정로48번길 48 계룡건설산업(주) (탄방동),중소,충남지사,2022-11-28,1588-1519
98,2022-11-28,2022-11-28~2023-02-27,계룡건설산업(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1000000,무관,무관,무관,토목공학,    ,대전광역시 서구 문정로48번길 48 계룡건설산업(주) (탄방동),중소,충남지사,2022-11-28,1588-1519
99,2022-11-28,2022-11-28~2022-12-31,사단법인 반딧불나눔복지재단,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,0년개월,무관,,    ,충청남도 당진시 송악읍 신평로 1565 .,"협회,단체",충남지사,2022-11-28,1588-1519
100,2022-11-28,2022-11-28~2022-12-31,태성전기주식회사,환경 미화원,상용직,시급,9160,무관,0년개월,무관,,    ,경상북도 구미시 3공단3로 46-91 (시미동),중소,경북지사,2022-12-05,1588-1519
101,2022-11-28,2022-11-28~2022-12-07,의정부시청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,    ,경기도 의정부시 시민로 29 의정부시청 (의정부동),중소,경기북부지사,2022-11-28,1588-1519
102,2022-11-28,2022-11-28~2022-12-08,동두천시청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,    ,경기도 동두천시 방죽로 23 (생연동),"공사,공공",경기북부지사,2022-11-28,1588-1519
103,2022-11-28,2022-11-28~2022-11-30,하이본병원,주차 관리·안내원,계약직,시급,9160,무관,0년개월,무관,,    ,울산광역시 남구 돋질로 228 하이본병원 (달동),중소,울산지사,2022-11-28,1588-1519
104,2022-11-28,2022-11-28~2022-11-30,종로구청,사무 보조원(공공기관),계약직,월급,1005290,무관,무관,무관,,    ,서울특별시 종로구 삼봉로 43 (수송동),중소,서울지역본부,2022-12-05,1588-1519
105,2022-11-28,2022-11-28~2022-12-30,주식회사 케이티알파,모니터 요원,계약직,월급,1010000,무관,무관,무관,,    ,서울특별시 동작구 보라매로5길 23 삼성보라매옴니타워,대기업,서울남부지사,2022-11-28,1588-1519
106,2022-11-28,2022-11-28~2022-12-01,풍성중학교,"기타 건물 관리원(공원, 종교시설 등)",계약직,시급,11240,무관,0년개월,무관,,    ,서울특별시 송파구 강동대로2길 27 (풍납동),"공사,공공",서울동부지사,2022-11-28,1588-1519
107,2022-11-28,2022-11-28~2023-01-28,쿠팡 주식회사,정보시스템 운영자,계약직,월급,2060000,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2022-11-28,1588-1519
108,2022-11-28,2022-11-28~2022-11-30,(주)체인지포인트,총무 및 일반 사무원,계약직,시급,9160,무관,0년개월,무관,,    ,서울특별시 송파구 올림픽로 지하 196 (잠실동) 신천창업인큐베이터,중소,서울동부지사,2022-11-29,1588-1519
109,2022-11-28,2022-11-28~2022-12-12,(주)다날,사무 보조원(일반사업체),상용직,연봉,29800000,무관,0년개월,고졸,,    ,경기도 성남시 분당구 분당로 55 퍼스트타워 9층 (서현동),중소,경기동부지사,2022-11-28,1588-1519
110,2022-11-28,2022-11-28~2022-12-30,우지기업(주),"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,월급,1676280,무관,무관,무관,,    ,서울특별시 종로구 사직로10길 17 인왕빌딩 2층 (내자동),중소,경기동부지사,2022-11-28,1588-1519
