연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
1,2022-09-30,2022-09-30~2022-12-29,삼성엔지니어링(주),총무 및 일반 사무원,계약직,연봉,15600000,무관,0년개월,초대졸,,    ,서울특별시 강동구 상일로6길 26 삼성엔지니어링 글로벌엔지니어링센터,중소,서울동부지사,2022-10-07,1588-1519
2,2022-09-30,2022-09-30~2022-10-28,(주)빌리스코리아,"일반 예약·접수 사무원(AS, 고장, 가입 및 호텔, 콘도 등 제외)",상용직,시급,9160,무관,0년개월,대졸,,    ,제주특별자치도 서귀포시 천제연로178번길 26 (중문동),중소,제주지사,2022-10-04,1588-1519
3,2022-09-30,2022-09-30~2022-10-14,한국산업기술진흥원,공공행정 사무원,상용직,월급,2000000,무관,0년개월,무관,,    ,서울특별시 강남구 테헤란로 305 한국기술센터 (역삼동),"공사,공공",서울동부지사,2022-10-06,1588-1519
4,2022-09-30,2022-09-30~2022-10-26,엠에스코리아,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,서울특별시 강동구 상일동 280번지,개인,서울동부지사,2022-09-30,1588-1519
5,2022-09-30,2022-09-30~2022-10-26,(주)도노,음료 조리사(바리스타 포함),계약직,시급,9160,무관,무관,무관,,    ,"경기도 하남시 미사강변서로 25 제8층 제에프849호(풍산동, 미사테스타타워지식산업센터)",중소,서울동부지사,2022-09-30,1588-1519
6,2022-09-30,2022-09-30~2022-10-31,쿠팡로지스틱스서비스유한회사,사무 보조원(일반사업체),계약직,월급,2060000,무관,0년개월,무관,,    ,서울특별시 강남구 테헤란로 332 (역삼동) 현정빌딩 9층,대기업,서울동부지사,2022-09-30,1588-1519
7,2022-09-30,2022-09-30~2022-10-31,쿠팡로지스틱스서비스유한회사,인사 사무원,계약직,월급,2060000,무관,0년개월,무관,,    ,서울특별시 강남구 테헤란로 332 (역삼동) 현정빌딩 9층,대기업,서울동부지사,2022-09-30,1588-1519
8,2022-09-30,2022-09-30~2022-10-07,(주)엠티데이타,시스템 소프트웨어 개발자(프로그래머),계약직,연봉,25000000,무관,무관,대졸,,    ,경기도 성남시 분당구 판교로255번길 9-22 판교우림W-City 514호 (삼평동),중소,경기동부지사,2022-09-30,1588-1519
9,2022-09-30,2022-09-30~2022-10-31,주식회사 더블루,음료 조리사(바리스타 포함),상용직,시급,9160,무관,0년개월,무관,,    ,서울특별시 금천구 두산로 70 (독산동) 비동 436,개인,경기동부지사,2022-09-30,1588-1519
10,2022-09-30,2022-09-30~2022-10-28,㈜더사랑,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,9160,무관,0년개월,무관,,    ,서울특별시 중랑구 신내역로3길 40-36 (신내동) B동 지하 1층 0B103호,중소,서울북부지사,2022-09-30,1588-1519
11,2022-09-30,2022-09-30~2022-09-30,(주)에프엔제이,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9160,무관,무관,고졸,,    ,경기도 시흥시 은계중앙로306번길 55 (대야동) 407호,중소,경기서부지사,2022-09-30,1588-1519
12,2022-09-30,2022-09-30~2022-10-31,주식회사 더블루,음료 제조기계 조작원,시간제,시급,9160,무관,0년개월,무관,,    ,서울특별시 금천구 두산로 70 (독산동) 비동 436,개인,경기서부지사,2022-09-30,1588-1519
13,2022-09-30,2022-09-30~2022-09-30,(주)오뚜기프렌즈,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9160,무관,0년개월,무관,,    ,경기도 안양시 동안구 흥안대로 405 (평촌동),중소,경기서부지사,2022-09-30,1588-1519
14,2022-09-30,2022-09-30~2022-10-14,모비스타,기타 기계 조립·검사원,계약직,시급,9160,무관,0년개월,무관,,    ,경기도 부천시 석천로 397 (삼정동),중소,경기서부지사,2022-09-30,1588-1519
15,2022-09-30,2022-09-30~2022-10-30,천안여자고등학교,사서,상용직,시급,9160,무관,0년개월,무관,,    ,충청남도 천안시 동남구 삼룡3길 30 (삼룡동),"공사,공공",충남지사,2022-09-30,1588-1519
16,2022-09-30,2022-09-30~2022-12-29,(주) 건영비앤에프,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,무관,무관,,    ,충청남도 천안시 서북구 직산읍 부송1길 62 (주)건영비앤에프,중소,충남지사,2022-09-30,1588-1519
17,2022-09-30,2022-09-30~2022-10-05,소상공인시장진흥공단,사무 보조원(공공기관),계약직,월급,2575000,무관,무관,무관,,    ,"대전광역시 중구 보문로 246 대림빌딩 2, 3, 5, 11, 16, 18층 소상공인시장진흥공단 (대흥동)",중소,경북지사,2022-10-05,1588-1519
18,2022-09-30,2022-09-30~2022-10-03,(주)이덕아이앤씨,직업 운동선수,계약직,시급,9160,무관,0년개월,무관,,    ,경기도 고양시 일산동구 은마길151번길 76 (설문동),중소,경기북부지사,2022-10-07,1588-1519
19,2022-09-30,2022-09-30~2022-12-29,주식회사이지앤,주입·포장·상표부착기 등 기타 기계 조작원,상용직,월급,1915000,무관,무관,무관,,    ,경기도 포천시 가산면 정금로473번길 16 (주)이지앤,중소,경기북부지사,2022-09-30,1588-1519
20,2022-09-30,2022-09-30~2022-11-20,주식회사 세일,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,신입,무관,무관,,    ,경기도 연천군 백학면 백학산단길 57 주식회사 세일,중소,경기북부지사,2022-10-07,1588-1519
21,2022-09-30,2022-09-30~2022-10-15,엘브이엠에치코스메틱스(유),매장 정리원(매장 보조원),상용직,월급,1040000,무관,0년개월,무관,,    ,서울특별시 종로구 종로3길 17 (청진동) 광화문D타워 11층(03155),중소,서울지역본부,2022-09-30,1588-1519
22,2022-09-30,2022-09-30~2022-10-07,프레쉬코리아 유한회사,사무 보조원(일반사업체),상용직,월급,1040000,무관,0년개월,무관,,    ,서울특별시 종로구 종로3길 17 광화문D타워 11층(청진동),외국계,서울지역본부,2022-09-30,1588-1519
23,2022-09-30,2022-09-30~2022-10-07,(주)향기내는사람들히즈빈스명동점,음료 조리사(바리스타 포함),상용직,시급,9160,무관,0년개월,무관,,    ,서울특별시 중구 명동길 73 (명동1가) 101호,"협회,단체",서울지역본부,2022-09-30,1588-1519
24,2022-09-30,2022-09-30~2022-10-07,주식회사 에프에프산업,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,1914440,무관,0년개월,무관,,    ,경기도 포천시 소흘읍 소흘로 89-19 에프에프산업,중소,서울지역본부,2022-09-30,1588-1519
25,2022-09-30,2022-09-30~2022-10-18,(주)탑써비스,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,,    ,부산광역시 사상구 운산로 52 bs메디컬센타 6층(본사주소) (괘법동),중소,부산지역본부,2022-09-30,1588-1519
26,2022-09-30,2022-09-30~2022-11-01,(주)BMS코리아,주차 관리·안내원,계약직,시급,9160,경력,1년개월,무관,,    ,부산광역시 수영구 감포로 23 신천빌딩 3층. (광안동),중소,부산지역본부,2022-09-30,1588-1519
27,2022-09-30,2022-09-30~2022-12-29,(주)알이시스,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,9160,무관,0년개월,무관,,    ,부산광역시 사상구 대동로 303 (감전동) 607,중소,부산지역본부,2022-09-30,1588-1519
28,2022-09-30,2022-09-30~2022-11-30,현대건설(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9160,무관,무관,무관,,    ,서울특별시 종로구 율곡로 75 현대빌딩 (계동),중소,인천지사,2022-09-30,1588-1519
29,2022-09-30,2022-09-30~2022-09-30,의료법인 한길의료재단 한길안과병원,텔레마케터(콜센터),상용직,월급,850000,무관,무관,무관,,    ,"인천광역시 부평구 부평대로 35 (부평동,한길안과병원빌딩) (부평동,정명빌딩)",중소,인천지사,2022-09-30,1588-1519
30,2022-09-30,2022-09-30~2022-10-12,인천환경공단,사무 보조원(공공기관),계약직,월급,1914440,무관,무관,무관,,    ,인천광역시 연수구 능허대로 484 (동춘동),"공사,공공",인천지사,2022-09-30,1588-1519
31,2022-09-30,2022-09-30~2022-09-30,제이에스오토모티브(주),자동차 부분품 조립·검사원,상용직,시급,9160,무관,무관,무관,,    ,인천광역시 부평구 평천로115번길 23 (청천동 391-27) (청천동),중소,인천지사,2022-09-30,1588-1519
32,2022-09-30,2022-09-30~2022-10-15,우주물산,섬유·의복 분야 단순 종사원,상용직,시급,9160,무관,무관,무관,,    ,인천광역시 부평구 부평북로 231 (청천동)3층,중소,인천지사,2022-09-30,1588-1519
33,2022-09-30,2022-09-30~2022-10-14,(재)광주테크노파크,사무 보조원(공공기관),계약직,일급,100000,무관,무관,고졸,,    ,광주광역시 북구 첨단과기로 333 (대촌동),"공사,공공",광주지역본부,2022-09-30,1588-1519
34,2022-09-30,2022-09-30~2022-11-30,(주)엠텍정보,전기·전자 분야 단순 종사원,상용직,시급,9160,무관,무관,무관,전산학·컴퓨터공학,    ,광주광역시 서구 마륵로 13 (마륵동),중소,광주지역본부,2022-09-30,1588-1519
35,2022-09-30,2022-09-30~2022-10-04,로쏘(주),제과·제빵원,상용직,월급,2300000,무관,무관,무관,,    ,대전광역시 중구 대종로480번길 15  (은행동),중소,대전지역본부,2022-09-30,1588-1519
36,2022-09-30,2022-09-30~2022-10-04,주식회사 아름누리 대전센터,세차원 및 운송장비 청소원,상용직,월급,1100000,무관,0년개월,무관,,    ,"대전광역시 유성구 대덕대로603번길 20 (도룡동, LG화학사원아파트)",중소,대전지역본부,2022-09-30,1588-1519
37,2022-09-30,2022-09-30~2022-10-04,(주)더휴,조련사(공연)·마술사 등 기타 시각 및 공연 예술가,상용직,시급,9160,무관,0년개월,무관,,    ,부산광역시 사상구 낙동대로 1356 (삼락동),중소,경기지역본부,2022-10-04,1588-1519
38,2022-09-30,2022-09-30~2022-10-05,한국부동산원,사무 보조원(일반사업체),계약직,시급,9160,무관,무관,무관,,    ,충청남도 천안시 동남구 충절로 138 2층 한국부동산원 천안지사(원성동),중소,강원지사,2022-10-04,1588-1519
39,2022-09-30,2022-09-30~2022-12-03,원주청원학교 카페모두3호점,음료 조리사(바리스타 포함),계약직,시급,9160,무관,무관,무관,,    ,강원도 원주시 북원로 2312 (단계동),개인,강원지사,2022-09-30,1588-1519
40,2022-09-30,2022-09-30~2022-10-04,소상공인시장진흥공단,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9160,무관,무관,무관,,    ,"대전광역시 중구 보문로 246 대림빌딩 2, 3, 5, 11, 16, 18층 소상공인시장진흥공단 (대흥동)",중소,강원지사,2022-09-30,1588-1519
41,2022-09-30,2022-09-30~2022-10-31,원주시장애인종합복지관,"말벗,노년플래너 등 기타 개인 생활 서비스원",계약직,시급,9160,무관,무관,무관,,    ,강원도 원주시 동부순환로 9-8 원주시장애인종합복지관 (단구동),중소,강원지사,2022-09-30,1588-1519
42,2022-09-30,2022-09-30~2022-10-03,(주)신세계푸드 김포공장,제과·제빵원,상용직,시급,9160,무관,0년개월,무관,,    ,경기도 김포시 고촌읍 아라육로152번길 131  1층,대기업,강원지사,2022-09-30,1588-1519
43,2022-09-30,2022-09-30~2022-10-15,한국가스안전공사,사무 보조원(공공기관),계약직,월급,1061800,무관,무관,무관,,    ,충청북도 음성군 맹동면 원중로 1390 한국가스안전공사,"공사,공공",충북지사,2022-09-30,1588-1519
44,2022-09-30,2022-09-30~2022-11-30,충북대학교병원,기타 보건·의료 서비스 종사원,계약직,월급,2190000,무관,무관,무관,,    ,충청북도 청주시 서원구 1순환로 776 (개신동),"공사,공공",충북지사,2022-10-06,1588-1519
45,2022-09-30,2022-09-30~2022-12-29,(주)금성에이브이,주입·포장·상표부착기 등 기타 기계 조작원,계약직,월급,1000000,무관,0년개월,무관,,    ,충청북도 충주시 칠금12길 37-1 2층(칠금동),중소,충북지사,2022-10-07,1588-1519
46,2022-09-30,2022-09-30~2022-12-29,(주)금성에이브이,직업 운동선수,계약직,월급,1000000,무관,0년개월,무관,,    ,충청북도 충주시 칠금12길 37-1 2층(칠금동),중소,충북지사,2022-10-07,1588-1519
47,2022-09-30,2022-09-30~2022-11-30,하율랑,제과·제빵원,상용직,시급,9160,무관,0년개월,무관,,    ,충청북도 증평군 증평읍 삼일로2길 2 1층,개인,충북지사,2022-09-30,1588-1519
48,2022-09-30,2022-09-30~2022-10-12,한국탄소산업진흥원,사무 보조원(공공기관),계약직,월급,2916000,무관,0년개월,무관,,    ,전라북도 전주시 덕진구 반룡로 110-11 (팔복동2가),"공사,공공",전북지사,2022-09-30,1588-1519
49,2022-09-30,2022-09-30~2022-10-15,가족사랑요양병원,의료 보조원,상용직,월급,1914440,무관,0년개월,무관,,    ,전라북도 김제시 하동1길 13 (하동),중소,전북지사,2022-09-30,1588-1519
50,2022-09-30,2022-09-30~2022-10-31,(주)누리,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,경상남도 산청군 단성면 목화로474번길 14-2 주식회사 누리,중소,경남지사,2022-10-04,1588-1519
51,2022-09-30,2022-09-30~2022-10-31,농업회사법인(주)제주자연식품,식품 분야 단순 종사원,상용직,시급,9160,무관,무관,무관,,    ,제주특별자치도 제주시 조천읍 남조로1길 18 제주자연식품,개인,제주지사,2022-10-04,1588-1519
52,2022-09-30,2022-09-30~2022-12-29,삼성엔지니어링(주),사무 보조원(일반사업체),계약직,연봉,31000000,무관,0년개월,무관,,    ,서울특별시 강동구 상일로6길 26 삼성엔지니어링 글로벌엔지니어링센터,중소,서울동부지사,2022-10-07,1588-1519
53,2022-09-29,2022-09-29~2022-10-28,(주)다나식품,기타 식품가공 종사원,시간제,시급,9160,무관,무관,무관,,    ,경상남도 사천시 중촌2길 11 (송포동),중소,경남지사,2022-09-29,1588-1519
54,2022-09-29,2022-09-29~2022-10-10,한전케이피에스주식회사,직업 운동선수,계약직,월급,1000000,무관,무관,무관,,    ,전라남도 나주시 문화로 211 (빛가람동)1층,중소,전남지사,2022-09-29,1588-1519
55,2022-09-29,2022-09-29~2022-10-07,하얀기업,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,9160,무관,0년개월,무관,,    ,경상남도 창원시 마산회원구 내서읍 중리공단로5길 28-1 하얀기업,중소,경남지사,2022-09-29,1588-1519
56,2022-09-29,2022-09-29~2022-10-06,모두누리장애인표준사업장,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,경상남도 진주시 금산면 속사길 23-12 23-12,개인,경남지사,2022-09-29,1588-1519
57,2022-09-29,2022-09-29~2022-10-05,(주)레딕스,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9160,무관,0년개월,무관,,    ,대전광역시 대덕구 문평서로 8-24 (문평동),중소,대전지역본부,2022-09-29,1588-1519
58,2022-09-29,2022-09-29~2022-10-10,(주)맨파워코리아,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,월급,2130000,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 409 동신빌딩 (삼성동),중소,대전지역본부,2022-09-29,1588-1519
59,2022-09-29,2022-09-29~2022-09-30,근로복지공단 대전동부지사,사무 보조원(공공기관),계약직,시급,9160,무관,0년개월,무관,,    ,대전광역시 동구 옥천로 183 (판암동)3층 판암퍼스트타워,"공사,공공",대전지역본부,2022-09-29,1588-1519
60,2022-09-29,2022-09-29~2022-10-31,이노위드(주),음료 조리사(바리스타 포함),계약직,월급,1199960,무관,무관,무관,,    ,광주광역시 광산구 하남산단5번로 26 (장덕동),대기업,경기지역본부,2022-09-29,1588-1519
61,2022-09-29,2022-09-29~2022-10-21,스위트위드 주식회사,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,,    ,경기도 평택시 진위면 경기대로 1952 스위트위드(주),중소,경기지역본부,2022-09-29,1588-1519
62,2022-09-29,2022-09-29~2022-11-30,(주)맑은기업,배송·납품 운전원(납품영업 포함),상용직,월급,2500000,무관,무관,무관,,    ,충청북도 청주시 서원구 남이면 구미1길 37-54 (주)맑은기업 세종·충청지점,중소,경기지역본부,2022-09-29,1588-1519
63,2022-09-29,2022-09-29~2022-12-15,그린가드 주식회사,주입·포장·상표부착기 등 기타 기계 조작원,상용직,월급,1914500,무관,0년개월,무관,,    ,경기도 안성시 양성면 범티길 39-57 .,개인,경기지역본부,2022-09-29,1588-1519
64,2022-09-29,2022-09-29~2022-10-31,주식회사 아이앤프랜즈,기타 비금속제품 생산기계 조작원,상용직,월급,1954283,무관,무관,무관,,    ,강원도 횡성군 횡성읍 정문로 88 일륭기공(주)내 공장 에이동,중소,강원지사,2022-09-29,1588-1519
65,2022-09-29,2022-09-29~2022-10-06,청호나이스(주),직업 운동선수,계약직,월급,1200000,무관,무관,무관,,    ,충청북도 진천군 이월면 진광로 486 .,대기업,충북지사,2022-09-29,1588-1519
66,2022-09-29,2022-09-29~2022-10-14,(주)제이텍파트너스,주차 단속원 및 안전 순찰원,상용직,월급,1914440,신입,무관,무관,,    ,충청북도 청주시 흥덕구 2순환로 765 LG생활건강 내 (송정동),중소,충북지사,2022-09-29,1588-1519
67,2022-09-29,2022-09-29~2022-11-30,꽃동네제빵소협동조합,음료 조리사(바리스타 포함),상용직,시급,9160,무관,0년개월,무관,,    ,충청북도 음성군 맹동면 원중로1119번길 42 꽃동네학교 내,"협회,단체",충북지사,2022-09-29,1588-1519
68,2022-09-29,2022-09-29~2022-10-15,(주)하림,단체 급식 보조원,상용직,시급,9160,무관,무관,무관,,    ,전라북도 익산시 망성면 망성로 14 .,대기업,전북지사,2022-09-29,1588-1519
69,2022-09-29,2022-09-29~2022-10-04,새만금린넨,세탁원(다림질원),시간제,시급,9160,무관,무관,무관,,    ,전라북도 군산시 요죽3길 40 (오식도동),개인,전북지사,2022-09-29,1588-1519
70,2022-09-29,2022-09-29~2022-10-26,주식회사 오피스배재,창고 관리원(자재 검수원 포함),시간제,시급,9160,무관,0년개월,무관,,    ,서울특별시 금천구 가산디지털1로 19 (가산동),중소,서울남부지사,2022-09-29,1588-1519
71,2022-09-29,2022-09-29~2022-11-30,(주)보스산업,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,,    ,부산광역시 사상구 삼락동 99-5,중소,부산지역본부,2022-09-29,1588-1519
72,2022-09-29,2022-09-29~2022-12-28,(사)덕성장애인생활자립협회,방역원(해충퇴치원 포함),상용직,시급,9160,무관,무관,무관,,    ,경상남도 양산시 양주1길 22-1  (중부동),중소,부산지역본부,2022-09-29,1588-1519
73,2022-09-29,2022-09-29~2022-11-30,금박,주입·포장·상표부착기 등 기타 기계 조작원,시간제,시급,9160,무관,0년개월,무관,,    ,경상북도 경산시 성암로12길 12 (옥산동),개인,대구지역본부,2022-09-29,1588-1519
74,2022-09-29,2022-09-29~2022-10-31,(주)와이지원,CNC 선반 조작원(NC 선반 조작원),상용직,시급,9500,신입,무관,무관,기계공학,    ,인천광역시 부평구 세월천로 211 68 (청천동),중소,인천지사,2022-09-29,1588-1519
75,2022-09-29,2022-09-29~2022-11-12,"(주)노터스(KNOTUSCo.,Ltd)","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9160,무관,무관,무관,,    ,"인천광역시 연수구 아카데미로79번길 38 (송도동, 주식회사 노터스 송도연구소)",중소,인천지사,2022-09-29,1588-1519
76,2022-09-29,2022-09-29~2022-11-30,장애인생활신문,책·인쇄물·출판 디자이너,상용직,월급,2000000,경력,1년개월,무관,,    ,인천광역시 남동구 예술로192번길 40 5층 (구월동),중소,인천지사,2022-09-29,1588-1519
77,2022-09-29,2022-09-29~2022-10-31,노바스이지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,1914440,무관,0년개월,무관,,    ,광주광역시 광산구 용아로 647 (오선동),중소,광주지역본부,2022-09-29,1588-1519
78,2022-09-29,2022-09-29~2022-10-31,(주)195에프앤비,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9160,무관,0년개월,무관,,    ,광주광역시 광산구 평동산단5번우로 18 (월전동),개인,광주지역본부,2022-09-29,1588-1519
79,2022-09-29,2022-09-29~2022-12-27,(사)전라남도장애인총연합회,장애인 생활지도원(장애인활동보조원 포함),시간제,시급,9160,무관,0년개월,무관,,    ,전라남도 목포시 신흥로83번길 5 승훈빌딩 4층 (옥암동),"협회,단체",전남지사,2022-10-04,1588-1519
80,2022-09-29,2022-09-29~2022-09-30,(재)녹색에너지연구원,사무 보조원(공공기관),계약직,월급,2278100,무관,무관,무관,,    ,전라남도 목포시 삼향천로 177  (석현동),중소,전남지사,2022-09-29,1588-1519
81,2022-09-29,2022-09-29~2022-11-29,유한회사 성지기업,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",상용직,월급,2000000,무관,0년개월,무관,,    ,전라남도 목포시 양을로196번길 3 (용당동) 1층,중소,전남지사,2022-09-29,1588-1519
82,2022-09-29,2022-09-29~2022-10-21,주식회사맑은기업,배송·납품 운전원(납품영업 포함),상용직,월급,2000000,무관,무관,무관,,자동차운전면허1종보통    ,울산광역시 중구 동천1길 40 C동 1104호 (서동),중소,경북지사,2022-09-29,1588-1519
83,2022-09-29,2022-09-29~2022-10-07,한국건설기술연구원,사무 보조원(공공기관),계약직,시급,9160,무관,무관,무관,,    ,경기도 고양시 일산서구 고양대로 283 한국건설기술연구원 (대화동),"공사,공공",경기북부지사,2022-09-29,1588-1519
84,2022-09-29,2022-09-29~2022-10-31,(주)알라딘커뮤니케이션,도서 정리원,상용직,시급,9160,무관,무관,무관,,    ,서울특별시 중구 서소문로 26 (중림동),중소,경기북부지사,2022-09-29,1588-1519
85,2022-09-29,2022-09-29~2022-11-30,랄프로렌코리아유한회사,의류 판매원,계약직,시급,9160,무관,무관,무관,,    ,서울특별시 강남구 학동로 343 (논현동) 포바강남타워 19층,외국계,경기북부지사,2022-09-29,1588-1519
86,2022-09-29,2022-09-29~2022-10-31,희망을심는나무사회적협동조합,신발 제조기계 조작원 및 조립원,상용직,시급,9160,무관,무관,무관,,    ,경기도 의정부시 용민로 98 744-1 (민락동),중소,경기북부지사,2022-09-29,1588-1519
87,2022-09-29,2022-09-29~2022-10-05,한국화이자제약,기타 경영지원 서비스 관리자,상용직,연봉,57000000,경력,5년개월,대졸,,    ,서울특별시 중구 퇴계로 110 (회현동3가),외국계,서울지역본부,2022-09-29,1588-1519
88,2022-09-29,2022-09-29~2022-09-29,본죽앤비빔밥플러스연세암병원점,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9160,무관,무관,무관,,    ,서울특별시 서대문구 연세로 50-1 (신촌동),대기업,서울지역본부,2022-10-06,1588-1519
89,2022-09-29,2022-09-29~2022-11-30,(주)더휴,가수 및 성악가,상용직,월급,1050000,무관,무관,무관,,    ,부산광역시 사상구 낙동대로 1356 ---,중소,서울지역본부,2022-09-29,1588-1519
90,2022-09-29,2022-09-29~2022-10-07,(주)제니엘플러스,음료 조리사(바리스타 포함),계약직,월급,723640,무관,무관,무관,,    ,서울특별시 영등포구 당산로41길 11 W동 1403호 (당산동4가. SK V1센터),개인,서울남부지사,2022-09-29,1588-1519
91,2022-09-29,2022-09-29~2022-10-10,오빌주식회사,농림어업 및 기타 생산 관리자,상용직,월급,1000000,무관,무관,무관,디자인일반,    ,경기도 의정부시 신흥로 234 경기벤처지원센터 7층 (의정부동),중소,서울동부지사,2022-10-06,1588-1519
92,2022-09-29,2022-09-29~2022-11-30,새움기획,그래픽아트 기술자,상용직,연봉,28000000,무관,0년개월,고졸,,    ,서울특별시 송파구 송파대로 167 (문정동) B동 1413-2,중소,서울동부지사,2022-09-29,1588-1519
93,2022-09-29,2022-09-29~2022-10-31,롯데하이마트(주),환경 미화원,계약직,월급,1330000,무관,무관,무관,,    ,서울특별시 강남구 삼성로 156 하이마트사옥 (대치동),중소,경기동부지사,2022-09-29,1588-1519
94,2022-09-29,2022-09-29~2022-10-31,(주)성창에프앤지,물류 사무원(물류 관리사),상용직,월급,2200000,무관,무관,무관,,    ,경기도 용인시 처인구 모현면 외개일로 52 일산리297-1,중소,경기동부지사,2022-09-29,1588-1519
95,2022-09-29,2022-09-29~2022-09-29,오픈핸즈주식회사,시스템 소프트웨어 개발자(프로그래머),상용직,월급,2500000,무관,무관,고졸,,    ,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,경기동부지사,2022-09-29,1588-1519
96,2022-09-29,2022-09-29~2022-10-28,한국동그라미파트너스,세차원 및 운송장비 청소원,계약직,시급,9160,무관,무관,무관,,    ,대전광역시 대덕구 대덕대로1447번길 40 한국타이어앤테크놀로지 대전공장 한국동그라미파트너스 (목상동),중소,경기동부지사,2022-09-29,1588-1519
97,2022-09-29,2022-09-29~2022-10-31,에이스엘이디,생산·품질 사무원 및 관리원(그 외 분야),상용직,월급,961800,무관,무관,고졸,,    ,경기도 용인시 처인구 남사읍 처인성로 928 (주)에이스엘이디,중소,경기동부지사,2022-09-29,1588-1519
98,2022-09-29,2022-09-29~2022-10-28,(주)현대종합관리,환경 미화원,상용직,월급,1532900,무관,무관,무관,,    ,"인천광역시 계양구 오조산로57번길 15 (계산동, 명동빌딩)505호 (계산동)",중소,경기동부지사,2022-09-29,1588-1519
99,2022-09-29,2022-09-29~2022-10-07,한화시스템(주),사무 보조원(일반사업체),계약직,월급,1500000,무관,0년개월,무관,,    ,경상북도 구미시 1공단로 244 (공단동),대기업,경기동부지사,2022-09-29,1588-1519
100,2022-09-29,2022-09-29~2022-10-05,나래에너지서비스,총무 및 일반 사무원,계약직,연봉,32000000,무관,무관,무관,,    ,경기도 하남시 위례대로4길 29 경영지원팀 (학암동),중소,경기동부지사,2022-10-06,1588-1519
101,2022-09-29,2022-09-29~2022-10-07,(주)케이탑,총무 및 일반 사무원,상용직,월급,957220,무관,0년개월,무관,,    ,경기도 용인시 처인구 금령로 64 (김량장동) 310호,중소,경기동부지사,2022-09-29,1588-1519
102,2022-09-29,2022-09-29~2022-10-31,(주)티엘머티리얼,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,2000000,무관,0년개월,무관,,    ,경기도 광주시 곤지암읍 열미길 80 (주)티엘머티리얼,중소,경기동부지사,2022-09-29,1588-1519
103,2022-09-29,2022-09-29~2022-10-31,(주)더휴,"엑스트라,소품·무대의상 관리 등 기타 연극·영화·방송 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,부산광역시 사상구 낙동대로 1356 (삼락동),중소,서울북부지사,2022-09-29,1588-1519
104,2022-09-29,2022-09-29~2022-10-14,(주)우리일터,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,,    ,"경기도 부천시 오정구 석천로 397 102동 1305호(삼정동, 부천테크노파크쌍용3차) (,부천테크노파크쌍용3차)",중소,경기서부지사,2022-09-29,1588-1519
105,2022-09-29,2022-09-29~2022-11-26,천안리턴병원,간호조무사(요양병원 제외),계약직,시급,9160,무관,무관,무관,,    ,"충청남도 천안시 서북구 불당23로 73-27 2층(217~222호),3층",중소,충남지사,2022-09-29,1588-1519
106,2022-09-29,2022-09-29~2022-10-14,창원장애인자립생활센터,"교육연수기관 및 기업체내 강사(리더십, 서비스마인드 등)",상용직,시급,9160,무관,0년개월,무관,,    ,경상남도 창원시 성산구 중앙대로 37 202호(중앙동),"협회,단체",경남지사,2022-09-29,1588-1519
