연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
434,2022-09-19,2022-09-19~2022-10-21,(주)원봉,사무 보조원(일반사업체),계약직,시급,9160,무관,무관,무관,,    ,부산광역시 부산진구 거제대로36번길 26 26 원봉빌딩 4층 (양정동),중소,부산지역본부,2022-09-19,1588-1519
435,2022-09-19,2022-09-19~2022-10-31,주식회사 한아바이오,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,0년개월,무관,,    ,"부산광역시 남구 용호로159번길 94 (용호동), 부산시범공단 802(일부)호",중소,부산지역본부,2022-09-19,1588-1519
436,2022-09-19,2022-09-19~2022-10-31,(주)메가젠임플란트,플라스틱제품 조립원 및 검사원,계약직,월급,2300000,무관,무관,고졸,,    ,대구광역시 달성군 다사읍 세천로7길 45 메가젠임플란트,대기업,대구지역본부,2022-09-26,1588-1519
437,2022-09-19,2022-09-19~2022-12-18,(주)대양포장,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,,    ,대구광역시 북구 검단로31길 33-7 (검단동),중소,대구지역본부,2022-09-19,1588-1519
438,2022-09-19,2022-09-19~2022-12-18,(의)대명의료재단 서대구병원,주차 관리·안내원,상용직,시급,9160,무관,무관,무관,,    ,대구광역시 서구 국채보상로 200 서대구병원 (평리동),중소,대구지역본부,2022-09-19,1588-1519
439,2022-09-19,2022-09-19~2022-10-31,주식회사 토마토헬스케어,의료기기·장비 설치·수리원,상용직,시급,9160,무관,무관,무관,,    ,광주광역시 서구 내방로398번길 5 (농성동),중소,광주지역본부,2022-09-21,1588-1519
440,2022-09-19,2022-09-19~2022-10-02,광주서구건강가정지원센터,육아 도우미(베이비시터),시간제,시급,9170,무관,무관,무관,,    ,광주광역시 서구 상무대로1224번길 18  (양동),중소,광주지역본부,2022-09-19,1588-1519
441,2022-09-19,2022-09-19~2022-09-30,광산구장애인보호작업장,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9160,무관,무관,무관,,    ,광주광역시 광산구 고봉로 128 (하남동),"협회,단체",광주지역본부,2022-09-23,1588-1519
442,2022-09-19,2022-09-19~2022-11-30,주식회사 다올,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,9160,무관,0년개월,무관,,    ,광주광역시 북구 첨단과기로208번길 43-22 (오룡동) b동 902호,개인,광주지역본부,2022-09-21,1588-1519
443,2022-09-19,2022-09-19~2022-09-20,미래에셋증권,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1700000,무관,무관,무관,,    ,서울특별시 중구 을지로5길 26 센터원빌딩 이스트타워 (수하동),중소,대전지역본부,2022-09-19,1588-1519
444,2022-09-19,2022-09-19~2022-09-21,(주)더휴 대전지역본부 ,화가 및 조각가,상용직,시급,9160,무관,0년개월,무관,,    ,대전광역시 대덕구 대화로 10 (대화동),중소,대전지역본부,2022-09-19,1588-1519
445,2022-09-19,2022-09-19~2022-11-18,금성에이스산업(주),주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,0년개월,무관,,    ,경기도 화성시 향남읍 발안로 667 경기도 화성시 갈천리 230-7,중소,경기지역본부,2022-09-19,1588-1519
446,2022-09-19,2022-09-19~2022-11-18,한국에스비식품(주),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,1937430,신입,무관,무관,,    ,경기도 화성시 황계남길 118 (송산동),중소,경기지역본부,2022-09-19,1588-1519
447,2022-09-19,2022-09-19~2022-09-30,(주)세아메카닉스,기타 전자 부품·제품 조립·검사원,상용직,시급,9160,무관,무관,무관,,    ,경상북도 구미시 1공단로10길 80 (공단동),중소,경북지사,2022-09-19,1588-1519
448,2022-09-19,2022-09-19~2022-09-30,주식회사명지위드,병원 코디네이터,계약직,시급,9160,무관,0년개월,무관,,    ,경기도 고양시 덕양구 화정로 65-1  (화정동),중소,경기북부지사,2022-09-22,1588-1519
449,2022-09-19,2022-09-19~2022-10-23,현대해상화재보험(주),사무 보조원(일반사업체),계약직,월급,2030000,무관,무관,무관,,    ,서울특별시 종로구 세종대로 163 현대해상빌딩,대기업,울산지사,2022-09-19,1588-1519
450,2022-09-19,2022-09-19~2022-09-21,근로복지공단,사무 보조원(공공기관),계약직,월급,1578000,무관,무관,무관,,    ,울산광역시 중구 종가로 340 근로복지공단 7층 인사부(교동),"공사,공공",울산지사,2022-09-19,1588-1519
451,2022-09-19,2022-09-19~2022-09-23,이스트만화이버코리아주식회사,기타 금속공작기계 조작원 및 보조원,상용직,연봉,30000000,무관,0년개월,무관,,    ,울산광역시 남구 용연로 234 (황성동),외국계,울산지사,2022-09-19,1588-1519
452,2022-09-19,2022-09-19~2022-09-25,제니스병원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9160,무관,무관,무관,,    ,"울산광역시 남구 번영로 160 2~3층, 5~11층 (달동)",중소,울산지사,2022-09-19,1588-1519
453,2022-09-19,2022-09-19~2022-10-19,울산자유무역지역관리원,환경 미화원,상용직,월급,2000000,무관,0년개월,무관,,    ,울산광역시 울주군 청량읍 처용산업3길 162 울산자유무역관리원,"공사,공공",울산지사,2022-09-19,1588-1519
454,2022-09-19,2022-09-19~2022-11-30,(주)현대그린푸드 북부병원,주방 보조원(일반 음식점),시간제,시급,9160,무관,0년개월,무관,,    ,서울특별시 중랑구 양원역로 38 (망우동),개인,서울지역본부,2022-09-19,1588-1519
455,2022-09-19,2022-09-19~2022-10-18,(주)케이티아이에스,네일 아티스트(손톱 관리사),계약직,월급,1840000,무관,무관,무관,,    ,서울특별시 영등포구 여의대로 14 KT여의도빌딩 10층 (여의도동),중소,서울남부지사,2022-09-19,1588-1519
456,2022-09-19,2022-09-19~2022-09-25,학교법인성보학원 성보고등학교,학교행정 사무원(교무),계약직,월급,1868000,무관,무관,무관,,    ,서울특별시 관악구 미성동 1690번지 성보고등학교,"공사,공공",서울남부지사,2022-09-22,1588-1519
457,2022-09-19,2022-09-19~2022-10-25,솔이산업,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,무관,무관,,    ,경기도 부천시 부천로286번길 34 (도당동),중소,서울남부지사,2022-09-20,1588-1519
458,2022-09-19,2022-09-19~2022-10-14,긱스커피,음료 조리사(바리스타 포함),계약직,시급,9160,무관,무관,무관,,    ,서울특별시 강서구 화곡로24길 47 (화곡동),개인,서울남부지사,2022-09-22,1588-1519
459,2022-09-19,2022-09-19~2022-09-30,(주)드림누리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,2120000,무관,무관,무관,,    ,서울특별시 강서구 마곡중앙로 150 디앤오 강서사옥 (마곡동),중소,서울남부지사,2022-09-26,1588-1519
460,2022-09-19,2022-09-19~2022-09-26,주)이에마로,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9160,무관,0년개월,무관,,    ,서울특별시 영등포구 영등포로5길 19 903호 (양평동2가),중소,서울남부지사,2022-09-19,1588-1519
461,2022-09-19,2022-09-19~2022-09-21,(주)에니아소프트,경영기획 부서장,상용직,월급,3000010,무관,무관,무관,,    ,"충청북도 청주시 흥덕구 공단로 134 1007호 (송정동,세중테크노밸리)",중소,공단본부,2022-09-19,1588-1519
462,2022-09-19,2022-09-19~2022-09-30,(주)신세계인터내셔날,주방 보조원(일반 음식점),계약직,월급,1320000,무관,0년개월,무관,,    ,서울특별시 강남구 도산대로 449  (청담동),중소,서울동부지사,2022-09-19,1588-1519
463,2022-09-19,2022-09-19~2022-10-02,(주)지마켓,사무 보조원(일반사업체),계약직,시급,9160,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 152 (역삼동),대기업,서울동부지사,2022-09-26,1588-1519
464,2022-09-19,2022-09-19~2022-11-18,씨제이프레시웨이주식회사,주방 보조원(일반 음식점),계약직,시급,10500,무관,0년개월,무관,,    ,경기도 용인시 기흥구 기곡로 32  (하갈동),중소,서울동부지사,2022-09-19,1588-1519
465,2022-09-19,2022-09-19~2022-09-21,중부지방고용노동청 성남지청,통계·설문 조사원(슈퍼바이저 포함),계약직,일급,36640,무관,무관,무관,,    ,경기도 성남시 분당구 성남대로 146 성남고용노동지청 (구미동),중소,경기동부지사,2022-09-19,1588-1519
466,2022-09-19,2022-09-19~2022-09-30,참조은병원,병원행정 사무원(원무),상용직,월급,1000000,무관,무관,무관,,    ,경기도 광주시 광주대로 45 참조은병원,중소,경기동부지사,2022-09-19,1588-1519
467,2022-09-19,2022-09-19~2022-09-30,주식회사써티웨어,시스템 소프트웨어 개발자(프로그래머),계약직,연봉,30000000,무관,무관,무관,,    ,서울특별시 송파구 법원로11길 7 현대지식산업센터 1-2 씨동 1307호 (문정동),중소,경기동부지사,2022-09-19,1588-1519
468,2022-09-19,2022-09-19~2022-09-28,소상공인시장진흥공단,사무 보조원(일반사업체),계약직,월급,2575000,무관,무관,무관,,    ,"대전광역시 중구 보문로 246 대림빌딩 2, 3, 5, 11, 16, 18층 소상공인시장진흥공단 (대흥동)",중소,경기동부지사,2022-09-19,1588-1519
469,2022-09-19,2022-09-19~2022-10-31,(주)오뗄 이천지점,기타 식품가공 종사원,상용직,시급,9160,무관,0년개월,고졸,,    ,경기도 이천시 호법면 덕평로581번길 70 오뗄 제2공장,중소,경기동부지사,2022-09-19,1588-1519
470,2022-09-19,2022-09-19~2022-10-31,차바이오텍 판교지점,사무 보조원(일반사업체),계약직,월급,2000000,신입,0년개월,고졸,,    ,경기도 성남시 분당구 판교로 335 (삼평동),중소,경기동부지사,2022-09-19,1588-1519
471,2022-09-19,2022-09-19~2022-11-13,(주)드림산업,재활용품 및 폐기물 수거원,상용직,월급,2500000,신입,무관,무관,,    ,경기도 용인시 처인구 백암면 삼백로724번길 36 724번길 36,중소,경기동부지사,2022-09-19,1588-1519
472,2022-09-19,2022-09-19~2022-10-29,성보P&T(주),건설·광업·농업 기계 조립·검사원,상용직,시급,9160,무관,무관,무관,,    ,경기도 화성시 마도면 마도공단로1길 24-10 쌍송리 663-1,중소,경기지역본부,2022-09-19,1588-1519
473,2022-09-16,2022-09-16~2022-12-15,의료법인인선의료재단,시설 요양보호사(노인요양사),상용직,월급,2330000,무관,무관,무관,,    ,경기도 안성시 양성면 미리내성지로 274-29 의료법인 인선의료재단 인선요양병원.인선사랑요양원,중소,경기지역본부,2022-09-16,1588-1519
474,2022-09-16,2022-09-16~2022-10-31,성포고등학교,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",시간제,시급,9160,무관,0년개월,무관,,    ,"경기도 안산시 상록구 충장로 538 (성포동), 성포고","공사,공공",경기서부지사,2022-09-16,1588-1519
475,2022-09-16,2022-09-16~2022-09-30,(주)피엘에스,자동차 차체·판금·도장 정비원,상용직,시급,9160,무관,0년개월,무관,,    ,경기도 평택시 포승읍 서동대로 437-100 .,중소,경기지역본부,2022-09-22,1588-1519
476,2022-09-16,2022-09-16~2022-10-14,(주) 마음샘,음료 조리사(바리스타 포함),상용직,시급,9160,무관,무관,무관,,    ,경기도 수원시 장안구 경수대로 1111 1층 (파장동),중소,경기지역본부,2022-09-19,1588-1519
477,2022-09-16,2022-09-16~2022-09-30,(주)하누리,주방 보조원(일반 음식점),상용직,월급,2070160,무관,0년개월,무관,,    ,경기도 평택시 진위면 진위2산단로 140 1030호,중소,경기지역본부,2022-09-19,1588-1519
478,2022-09-16,2022-09-16~2022-10-28,(주)행복누리,음료 조리사(바리스타 포함),계약직,월급,2040000,무관,0년개월,무관,,    ,경기도 오산시 황새로 211 (가수동) LG테크센터 B1층,중소,경기지역본부,2022-09-16,1588-1519
479,2022-09-16,2022-09-16~2022-11-20,(주)인플럭스,사무 보조원(일반사업체),계약직,시급,10000,무관,무관,무관,,    ,경기도 화성시 팔탄면 터넉골로120번길 13-66 (고주리),중소,경기지역본부,2022-09-16,1588-1519
480,2022-09-16,2022-09-16~2022-11-15,주식회사 한울이엔지,사무 보조원(일반사업체),시간제,시급,9160,무관,무관,무관,,    ,경기도 화성시 동탄지성로 416-11 (반월동),중소,경기지역본부,2022-09-16,1588-1519
481,2022-09-16,2022-09-20~2022-10-20,늘푸른요양원,사회복지사(사회복지시설),상용직,연봉,24000000,경력,3년개월,초대졸,,    ,경기도 평택시 방여울로 91 늘푸른요양원 (가재동),중소,경기지역본부,2022-09-22,1588-1519
482,2022-09-16,2022-09-16~2022-10-31,(주) 리스템,기타 전자 부품·제품 조립·검사원,상용직,연봉,24000000,무관,무관,무관,,    ,강원도 원주시 문막읍 동화공단로 94 (동화리),중소,강원지사,2022-09-16,1588-1519
483,2022-09-16,2022-09-16~2022-10-31,원주시장애인종합복지관,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9160,무관,무관,무관,,    ,강원도 원주시 동부순환로 9-8 원주시장애인종합복지관 (단구동),중소,강원지사,2022-09-19,1588-1519
484,2022-09-16,2022-09-16~2022-09-30,와포테라피,데스크 안내원,상용직,월급,963000,무관,0년개월,무관,,    ,강원도 강릉시 주문진읍 항구로 57 3층,개인,강원지사,2022-09-16,1588-1519
485,2022-09-16,2022-09-16~2022-09-16,한국과학기술기획평가원,사무 보조원(공공기관),계약직,월급,2300000,무관,0년개월,무관,,    ,충청북도 음성군 맹동면 원중로 1339 한국과학기술기획평가원,"공사,공공",충북지사,2022-09-16,1588-1519
486,2022-09-16,2022-09-16~2022-09-30,(주)현대그린푸드 원익머트리얼즈 오창,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,961800,무관,0년개월,무관,,    ,충청북도 청주시 청원구 오창읍 과학산업3로 112 오창공장,대기업,충북지사,2022-09-16,1588-1519
487,2022-09-16,2022-09-16~2022-10-20,(주)풍림파마텍,직업 운동선수,계약직,월급,1000000,경력,10년개월,무관,,    ,"전라북도 군산시 자유무역1길 21 (오식도동), 자유무역지역",중소,전북지사,2022-09-23,1588-1519
488,2022-09-16,2022-09-16~2022-09-23,익산미소요양병원,주방 보조원(일반 음식점),시간제,시급,9160,무관,0년개월,무관,,    ,전라북도 익산시 선화로22길 52-9 익산미소요양병원 (마동),중소,전북지사,2022-09-20,1588-1519
489,2022-09-16,2022-09-16~2022-10-31,(주)쓰리에이치,환경·청소 관리자,계약직,시급,9160,무관,무관,무관,,    ,전라북도 전주시 덕진구 도당산2길 7 1층,중소,전북지사,2022-09-16,1588-1519
490,2022-09-16,2022-09-16~2022-10-14,(주)에스엔피,단체 급식 보조원,계약직,시급,9160,무관,무관,무관,,    ,경상남도 김해시 대청로210번길 24 (대청동),대기업,경남지사,2022-09-23,1588-1519
491,2022-09-16,2022-09-16~2022-09-16,국방기술품질원,국가·지방행정 사무원,계약직,연봉,31790000,무관,무관,고졸,,    ,경상남도 진주시 동진로 420 (충무공동),"공사,공공",경남지사,2022-09-16,1588-1519
492,2022-09-16,2022-09-16~2022-10-02,성루기업,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,,    ,경상남도 거제시 거제대로 3370 대우조선해양(주) 내 (아주동),중소,경남지사,2022-09-23,1588-1519
493,2022-09-16,2022-09-16~2022-10-07,구립모랫말데이케어센터,주방 보조원(일반 음식점),시간제,시급,9160,무관,0년개월,무관,,    ,서울특별시 영등포구 도영로 41 (도림동),"협회,단체",서울남부지사,2022-09-20,1588-1519
494,2022-09-16,2022-09-16~2022-10-31,고신대학교 복음병원,기타 보건·의료 서비스 종사원,계약직,시급,9160,무관,무관,무관,,    ,부산광역시 서구 감천로 262  (암남동),중소,부산지역본부,2022-09-16,1588-1519
495,2022-09-16,2022-09-16~2022-11-30,(주)메가마트,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,9160,무관,무관,무관,,    ,"부산광역시 수영구 황령대로 521 (남천동,메가마트 남천동)",중소,부산지역본부,2022-09-16,1588-1519
496,2022-09-16,2022-09-16~2022-10-28,좋은문화병원,의료 보조원,계약직,시급,9160,무관,0년개월,무관,,    ,부산광역시 동구 범일로 119 (범일동),대기업,부산지역본부,2022-09-19,1588-1519
497,2022-09-16,2022-09-16~2022-09-23,(재)부산정보산업진흥원,사무 보조원(공공기관),계약직,시급,9160,무관,무관,무관,,    ,"부산광역시 해운대구 센텀동로 41 (우동 1475) (우동,센텀벤처타운)",중소,부산지역본부,2022-09-16,1588-1519
498,2022-09-16,2022-09-16~2022-11-11,(사)친환경복지가로누리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9160,무관,무관,무관,,    ,부산광역시 기장군 정관읍 정관로 859 1층,중소,부산지역본부,2022-09-16,1588-1519
499,2022-09-16,2022-09-16~2022-10-14,(주)인텍,주방 보조원(일반 음식점),상용직,시급,9160,무관,무관,무관,,    ,대구광역시 북구 학남로 13 (학정동),중소,대구지역본부,2022-09-16,1588-1519
500,2022-09-16,2022-09-16~2022-11-16,(주)에스피씨글로벌,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,1914440,무관,무관,무관,,    ,인천광역시 남동구 남동대로410번길 35  (남촌동),중소,인천지사,2022-09-16,1588-1519
501,2022-09-16,2022-09-16~2022-09-30,(주)와이앤제이코리아,주입·포장·상표부착기 등 기타 기계 조작원,상용직,월급,2000000,무관,0년개월,무관,,    ,인천광역시 서구 북항로 166 (원창동),개인,인천지사,2022-09-16,1588-1519
502,2022-09-16,2022-09-16~2022-10-31,TB푸드,식품 분야 단순 종사원,시간제,시급,9160,무관,0년개월,무관,,    ,인천광역시 남동구 남동서로53번길 38 (고잔동),개인,인천지사,2022-09-20,1588-1519
503,2022-09-16,2022-09-16~2022-12-15,(주)효진전기,회계 사무원(일반 사업체),상용직,연봉,28000000,무관,0년개월,무관,,    ,광주광역시 서구 유덕로 134 (덕흥동),중소,광주지역본부,2022-09-16,1588-1519
504,2022-09-16,2022-09-16~2022-11-30,그린테크(주),기타 전자 부품·제품 조립·검사원,상용직,시급,9160,무관,무관,무관,,    ,광주광역시 광산구 평동산단로 254 (월전동),중소,광주지역본부,2022-09-16,1588-1519
505,2022-09-16,2022-09-16~2022-09-30,농업회사법인 (유)명성푸드,곡물가공제품 기계 조작원,상용직,시급,9160,무관,0년개월,무관,,    ,전라남도 나주시 산포면 산남로 154-21 명성푸드,중소,광주지역본부,2022-09-16,1588-1519
506,2022-09-16,2022-09-16~2022-11-15,(주)유투,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,광주광역시 광산구 평동공단산정로 108 (연산동),중소,광주지역본부,2022-09-16,1588-1519
507,2022-09-16,2022-09-16~2022-09-29,한국청소년정책연구원,사무 보조원(공공기관),계약직,일급,77000,무관,무관,고졸,,    ,세종특별자치시 시청대로 370 세종국책연구단지 사회정책동 D동  6·7층 한국청소년정책연구원 (반곡동),중소,대전지역본부,2022-09-16,1588-1519
508,2022-09-16,2022-09-16~2022-09-21,국민권익위원회,승합차 운전원,상용직,월급,2054440,무관,무관,무관,,    ,세종특별자치시  도움5로 20 정부세종청사 7동 (어진동),"공사,공공",대전지역본부,2022-09-16,1588-1519
509,2022-09-16,2022-09-16~2022-09-30,(주)한국기능공사,기타 전자 부품·제품 조립·검사원,상용직,시급,9160,무관,무관,무관,,    ,경기도 평택시 오성면 서동대로 2047 한국기능공사,중소,경기지역본부,2022-09-22,1588-1519
510,2022-09-16,2022-09-16~2022-11-15,(주)영신디엔씨,환경 미화원,계약직,시급,9160,무관,무관,무관,,    ,경기도 하남시 미사강변중앙로7번안길 25 (풍산동) 유테크밸리 C동 7층,중소,경기지역본부,2022-09-16,1588-1519
511,2022-09-16,2022-09-16~2022-12-14,재단소의신부,섬유·의복 분야 단순 종사원,시간제,시급,9160,무관,0년개월,무관,,    ,"충청남도 당진시 동부로 99 102동 404호(수청동, 당진수청 한라비발디캠퍼스)",개인,충남지사,2022-09-16,1588-1519
512,2022-09-16,2022-09-16~2022-11-13,국립칠곡숲체원,사무 보조원(공공기관),계약직,시급,9160,무관,0년개월,무관,,    ,경상북도 칠곡군 석적읍 유학로 532 국립칠곡숲체원,"공사,공공",경북지사,2022-09-23,1588-1519
513,2022-09-16,2022-09-16~2022-10-28,포항가속기연구소,사무 보조원(공공기관),계약직,월급,2500000,무관,0년개월,초대졸,,    ,경상북도 포항시 남구 지곡로127번길 80 (지곡동),"공사,공공",경북지사,2022-09-16,1588-1519
514,2022-09-16,2022-09-16~2022-11-15,스피드세탁(주),세탁원(다림질원),상용직,시급,9160,무관,0년개월,무관,,    ,경상북도 구미시 형곡로32길 5-9 (형곡동) 스피드세탁,중소,경북지사,2022-09-23,1588-1519
515,2022-09-16,2022-09-16~2022-10-31,(사)아름다움나눔협회사업단,LED 부품·제품 조립·검사원,상용직,시급,9160,무관,무관,무관,,    ,경기도 남양주시 오남읍 진건오남로708번길 39-21 사단법인 아름다움 나눔협회,중소,경기북부지사,2022-09-23,1588-1519
516,2022-09-16,2022-09-16~2022-10-31,르무엘사회적협동조합,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,무관,무관,,    ,경기도 양주시 고덕로355번길 36  (고읍동),중소,경기북부지사,2022-09-16,1588-1519
517,2022-09-16,2022-09-16~2022-10-31,행사모,섬유·의복 분야 단순 종사원,상용직,시급,9160,무관,0년개월,무관,,    ,경기도 구리시 딸기원로8번길 33 (교문동) 행사모,개인,경기북부지사,2022-09-16,1588-1519
518,2022-09-16,2022-09-16~2022-10-31,동네카페,음료 조리사(바리스타 포함),계약직,시급,9160,무관,0년개월,무관,,    ,경기도 의정부시 호국로1135번길 19 (가능동) 동네카페,개인,경기북부지사,2022-09-23,1588-1519
519,2022-09-16,2022-09-16~2022-09-19,총신대학교,사서,계약직,월급,2000000,무관,무관,초대졸,,    ,서울특별시 동작구 사당로 143 총신대학교 (사당동),중소,서울남부지사,2022-09-16,1588-1519
520,2022-09-16,2022-09-16~2022-09-25,나이스평가정보주식회사,모니터 요원,계약직,월급,870000,무관,무관,무관,,    ,서울특별시 영등포구 은행로 17 나이스평가정보 (여의도동),"공사,공공",서울남부지사,2022-09-16,1588-1519
521,2022-09-16,2022-09-16~2022-09-25,SK시그넷,사무 보조원(일반사업체),계약직,시급,9160,무관,무관,고졸,,    ,서울특별시 영등포구 여의대로 108 (여의도동),중소,서울남부지사,2022-09-16,1588-1519
522,2022-09-16,2022-09-16~2022-10-31,쿠팡 주식회사,배송·납품 운전원(납품영업 포함),계약직,월급,1660000,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2022-09-16,1588-1519
523,2022-09-16,2022-09-16~2022-10-28,쿠팡 주식회사,인사·노무 전문가,계약직,월급,1690000,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2022-09-16,1588-1519
524,2022-09-16,2022-09-16~2022-10-31,쿠팡 주식회사,생산·품질 사무원 및 관리원(음식료품),계약직,월급,1350000,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2022-09-16,1588-1519
525,2022-09-16,2022-09-16~2022-09-30,더나은성남사회적협동조합,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9160,신입,무관,무관,,    ,경기도 성남시 분당구 성남대로 165 (금곡동),"협회,단체",서울동부지사,2022-09-23,1588-1519
526,2022-09-16,2022-09-16~2022-09-30,일양약품(주),사무 보조원(일반사업체),상용직,월급,2000000,무관,무관,무관,,    ,서울특별시 강남구 도곡로 194 (도곡동),중소,경기동부지사,2022-09-16,1588-1519
527,2022-09-16,2022-09-16~2022-09-28,소상공인시장진흥공단,사무 보조원(공공기관),계약직,월급,2575000,무관,무관,무관,,    ,"대전광역시 중구 보문로 246 대림빌딩 2, 3, 5, 11, 16, 18층 소상공인시장진흥공단 (대흥동)",중소,경기동부지사,2022-09-16,1588-1519
528,2022-09-16,2022-09-16~2022-09-16,롯데시네마 용인역북,"엑스트라,소품·무대의상 관리 등 기타 연극·영화·방송 종사원",계약직,시급,9160,무관,0년개월,무관,,    ,경기도 용인시 처인구 중부대로 1294 (역북동) 5층 롯데시네마,대기업,경기동부지사,2022-09-16,1588-1519
529,2022-09-16,2022-09-16~2022-10-07,(주)경희매니지먼트컴퍼니,환경 미화원,계약직,월급,2088100,무관,무관,무관,,    ,서울특별시 동대문구 회기로 111  (회기동),중소,서울북부지사,2022-09-16,1588-1519
530,2022-09-16,2022-09-16~2022-10-07,(주)경희매니지먼트컴퍼니,음료 조리사(바리스타 포함),계약직,시급,9160,무관,무관,무관,,    ,서울특별시 동대문구 회기로 111  (회기동),중소,서울북부지사,2022-09-19,1588-1519
531,2022-09-16,2022-09-16~2022-09-22,국토교통부,콜센터 상담원(콜센터·고객센터·CS센터),상용직,시급,9160,무관,무관,무관,,    ,세종특별자치시 도움6로 11 (어진동),"공사,공공",경기서부지사,2022-09-16,1588-1519
532,2022-09-16,2022-09-16~2022-10-30,고잔고등학교,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",시간제,시급,9160,무관,0년개월,무관,,    ,"경기도 안산시 단원구 광덕2로 222 (고잔동,고잔고등학교)","공사,공공",경기서부지사,2022-09-16,1588-1519
533,2022-09-16,2022-09-16~2022-09-16,안양공업고등학교,사무 보조원(일반사업체),시간제,시급,9160,무관,무관,무관,,    ,경기도 안양시 만안구 양화로28번길 69 (안양동),"공사,공공",경기서부지사,2022-09-19,1588-1519
534,2022-09-16,2022-09-16~2022-10-31,(주)신우에프에스,주방 보조원(일반 음식점),시간제,시급,9160,무관,무관,무관,,    ,경기도 용인시 기흥구 흥덕1로 13 (영덕동) B동 1205호,중소,경기지역본부,2022-09-16,1588-1519
535,2022-09-15,2022-09-15~2022-10-28,태경하이텍,사무 보조원(일반사업체),계약직,시급,9160,무관,0년개월,무관,,    ,경기도 오산시 외삼미로 54-7 외삼미동 (외삼미동),중소,경기지역본부,2022-09-15,1588-1519
536,2022-09-15,2022-09-15~2022-11-30,(주)로만,주입·포장·상표부착기 등 기타 기계 조작원,시간제,시급,9160,무관,0년개월,무관,,    ,충청남도 예산군 신암면 용산로 159 (주) 로만,중소,충남지사,2022-09-15,1588-1519
537,2022-09-15,2022-09-15~2022-11-30,주식회사 에이치제이매그놀리아용평호텔앤리조트,단순 경리 사무원,상용직,월급,1914440,무관,무관,무관,관광학,    ,강원도 평창군 대관령면 올림픽로 715 (주)용평리조트,중소,강원지사,2022-09-15,1588-1519
538,2022-09-15,2022-09-15~2022-09-26,단디건축설비,"건축 배관공(옥내급수관,상하수배관,위생 배관)",시간제,시급,9160,무관,0년개월,무관,,    ,전라북도 군산시 소룡2길 36 (소룡동),개인,전북지사,2022-09-19,1588-1519
539,2022-09-15,2022-09-15~2022-09-26,영남대학교,환경 미화원,계약직,월급,1677000,무관,무관,무관,,    ,"경상북도 경산시 대학로 280 (대동,영남대학교)","공사,공공",대구지역본부,2022-09-20,1588-1519
540,2022-09-15,2022-09-15~2022-10-31,일품한우,텔레마케터(콜센터),상용직,월급,2206220,무관,무관,무관,,    ,대구광역시 동구 동촌로 289 (방촌동) 대왕빌딩 4층,중소,대구지역본부,2022-09-15,1588-1519
541,2022-09-15,2022-09-15~2022-09-18,광주지방고용노동청,사무 보조원(공공기관),계약직,일급,73280,무관,무관,무관,,    ,광주광역시 북구 첨단과기로208번길 43 광주지방고용노동청 (오룡동),중소,광주지역본부,2022-09-15,1588-1519
542,2022-09-15,2022-09-15~2022-10-30,주식회사 다섬,세탁원(다림질원),상용직,시급,9160,무관,0년개월,무관,,    ,광주광역시 북구 양일로 148-14 (양산동),중소,광주지역본부,2022-09-15,1588-1519
