연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
1,2023-02-28,2023-02-28~2023-04-30,쿠팡 주식회사,마케팅 전문가,계약직,월급,2100000,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2023-02-28,1588-1519
2,2023-02-28,2023-02-28~2023-04-30,쿠팡 주식회사,UX/UI 디자이너,계약직,월급,2100000,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2023-02-28,1588-1519
3,2023-02-28,2023-02-28~2023-04-30,글로벌브랜드그룹코리아 유한회사,경영 기획 사무원,계약직,월급,850000,무관,무관,무관,,    ,서울특별시 강남구 언주로 709 (논현동),외국계,서울동부지사,2023-03-02,1588-1519
4,2023-02-28,2023-02-28~2023-03-07,서울아산병원,안마사,계약직,월급,1800000,무관,무관,무관,,    ,서울특별시 송파구 올림픽로43길 88 서울아산병원 총무팀 (풍납동),대기업,서울동부지사,2023-03-06,1588-1519
5,2023-02-28,2023-02-28~2023-03-07,쿠팡풀필먼트서비스유한회사,총무 및 일반 사무원,계약직,월급,1080000,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 8층 (신천동),중소,서울동부지사,2023-02-28,1588-1519
6,2023-02-28,2023-02-28~2023-03-10,(주)더휴,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",시간제,시급,9620,무관,무관,무관,,    ,부산광역시 사상구 낙동대로 1356 ---,중소,서울동부지사,2023-03-06,1588-1519
7,2023-02-28,2023-02-28~2023-03-02,라파지압원,안마사,상용직,시급,9620,무관,0년개월,무관,,    ,"경상남도 김해시 진영읍 여래로 27 (여래리), 201호",개인,경남지사,2023-03-02,1588-1519
8,2023-02-28,2023-02-28~2023-03-31,사단법인 대한민국공무원 공상유공자회 기계사업부,자동차 부분품 조립·검사원,상용직,월급,1260000,무관,무관,무관,,    ,경상남도 창원시 의창구 대산면 봉강가술로 567-10 (가술리),중소,경남지사,2023-03-02,1588-1519
9,2023-02-28,2023-02-28~2023-05-26,(사)제주특별자치도지적발달장애인복지협회,시설 요양보호사(노인요양사),계약직,월급,1260220,무관,무관,무관,,    ,제주특별자치도 제주시 광양4길 32 3층 (이도일동),"협회,단체",제주지사,2023-03-02,1588-1519
10,2023-02-28,2023-02-28~2023-03-31,도가촌,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9620,무관,0년개월,무관,,    ,제주특별자치도 서귀포시 동홍동로 39 (동홍동),개인,제주지사,2023-02-28,1588-1519
11,2023-02-28,2023-02-28~2023-03-31,중앙로복지용구센터,사무 보조원(일반사업체),계약직,시급,9620,무관,0년개월,고졸,,    ,제주특별자치도 제주시 중앙로 91 (이도일동),개인,제주지사,2023-02-28,1588-1519
12,2023-02-28,2023-02-28~2023-04-30,공생가 사회적협동조합(카페 관저435),주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,무관,0년개월,무관,,    ,대전광역시 서구 관저동로 43-5 (관저동) 1층,"협회,단체",대전지역본부,2023-02-28,1588-1519
13,2023-02-28,2023-02-28~2023-03-31,디비손해보험주식회사,환경 미화원,상용직,월급,1020000,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 432  (대치동),중소,경기지역본부,2023-02-28,1588-1519
14,2023-02-28,2023-02-28~2023-03-17,에스더블유엠(주),"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9620,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 512 대치동 신안빌딩 8층 에스더블유엠(주) (대치동),중소,경기지역본부,2023-02-28,1588-1519
15,2023-02-28,2023-02-28~2023-03-11,(주)디에이치이,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,무관,무관,무관,,    ,충청북도 충주시 대소원면 메가폴리스3로 129 (주)디에이치이,중소,충북지사,2023-02-28,1588-1519
16,2023-02-28,2023-02-28~2023-03-07,이리부천초등학교,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",상용직,시급,9620,무관,0년개월,무관,,    ,전라북도 익산시 부송1로 32 (부송동),"공사,공공",전북지사,2023-02-28,1588-1519
17,2023-02-28,2023-02-28~2023-03-15,의료법인 디딤의료재단 우리요양병원,환경 미화원,상용직,월급,1760460,무관,무관,무관,,    ,전라북도 전주시 덕진구 안덕원로 291 우리요양병원,중소,전북지사,2023-02-28,1588-1519
18,2023-02-28,2023-02-28~2023-03-03,케이티씨에스,사무 보조원(일반사업체),시간제,시급,9620,무관,0년개월,무관,,    ,대구광역시 중구 동덕로 167 (동인동2가)kt대구타워 신관 8층,대기업,대구지역본부,2023-02-28,1588-1519
19,2023-02-28,2023-02-28~2023-03-08,제일학원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,2000000,무관,0년개월,무관,,    ,인천광역시 중구 홍예문로 39 (송학동2가),"공사,공공",인천지사,2023-02-28,1588-1519
20,2023-02-28,2023-02-28~2023-05-01,에스엘로지스틱스,일반 택배원(퀵서비스 포함),상용직,월급,1400000,무관,0년개월,무관,,    ,인천광역시 연수구 인천타워대로 323 (송도동)오피스비동 1703호,중소,인천지사,2023-02-28,1588-1519
21,2023-02-28,2023-02-28~2023-03-07,국립아시아문화전당,공공행정 사무원,상용직,월급,2150580,경력,1년0개월,무관,,    ,광주광역시 동구 문화전당로 38 (광산동),"공사,공공",광주지역본부,2023-02-28,1588-1519
22,2023-02-28,2023-02-28~2023-03-13,(주)연진,자동차 조립·검사원,상용직,시급,9620,무관,0년개월,무관,,    ,광주광역시 광산구 진곡산단5번로 17-4 (진곡동),개인,광주지역본부,2023-03-07,1588-1519
23,2023-02-28,2023-02-28~2023-04-20,삼신교통(주),"노선버스 운전원(시내, 마을, 시외, 고속)",상용직,시급,9620,무관,무관,무관,,    ,부산광역시 금정구 중앙대로 2310  (노포동),중소,부산지역본부,2023-03-02,1588-1519
24,2023-02-28,2023-02-28~2023-03-15,동신초등학교,사서,계약직,시급,9610,무관,무관,무관,,    ,"부산광역시 서구 대영로85번길 81-19 (동대신동3가,동신초등학교)","공사,공공",부산지역본부,2023-02-28,1588-1519
25,2023-02-28,2023-02-28~2023-03-17,부산커피협동조합,음료 조리사(바리스타 포함),시간제,시급,9620,무관,무관,무관,,    ,부산광역시 남구 황령대로319번가길 53 (대연동),중소,부산지역본부,2023-02-28,1588-1519
26,2023-02-28,2023-02-28~2023-03-02,경북대학교병원,환경 미화원,상용직,연봉,27900000,무관,무관,무관,,    ,대구광역시 중구 동덕로 130 (삼덕동2가),중소,대구지역본부,2023-02-28,1588-1519
27,2023-02-28,2023-02-28~2023-03-01,경북여자고등학교,환경 미화원,계약직,시급,9620,무관,무관,무관,,    ,대구광역시 중구 중앙대로 288 (남산동),"공사,공공",대구지역본부,2023-02-28,1588-1519
28,2023-02-28,2023-02-28~2023-03-01,시지고등학교,환경 미화원,계약직,시급,9620,무관,무관,무관,,    ,"대구광역시 수성구 신매로 6 (신매동,시지고등학교)","공사,공공",대구지역본부,2023-02-28,1588-1519
29,2023-02-28,2023-02-28~2023-04-28,대구칠성초등학교,환경 미화원,계약직,시급,9620,무관,무관,무관,,    ,대구광역시 북구 침산남로32길 17 (침산동),"공사,공공",대구지역본부,2023-02-28,1588-1519
30,2023-02-28,2023-02-28~2023-03-01,대구경동초등학교,환경 미화원,계약직,시급,9620,무관,0년개월,무관,,    ,대구광역시 수성구 청호로76길 12 (범어동),"공사,공공",대구지역본부,2023-02-28,1588-1519
31,2023-02-28,2023-02-28~2023-03-01,대구동성초등학교,환경 미화원,계약직,시급,9620,무관,0년개월,무관,,    ,대구광역시 수성구 수성로 311 (수성동1가),"공사,공공",대구지역본부,2023-02-28,1588-1519
32,2023-02-28,2023-02-28~2023-03-01,지산중학교,환경 미화원,계약직,시급,9620,무관,0년개월,무관,,    ,대구광역시 수성구 지산로3길 68 (지산동),"공사,공공",대구지역본부,2023-02-28,1588-1519
33,2023-02-28,2023-02-28~2023-03-01,대구성동초등학교,환경 미화원,계약직,시급,9620,무관,무관,무관,,    ,"대구광역시 수성구 청수로45길 27 (황금동,대구성동초등학교)","공사,공공",대구지역본부,2023-02-28,1588-1519
34,2023-02-28,2023-02-28~2023-03-07,부산혜성학교,학교행정 사무원(교무),계약직,월급,1400000,무관,무관,무관,,    ,부산광역시 남구 진남로166번길 10-9 (대연동),"공사,공공",부산직업능력개발원,2023-02-28,1588-1519
35,2023-02-28,2023-02-28~2023-04-07,해운대나눔과행복병원,기타 미디어 콘텐츠 디자이너,계약직,월급,2010580,무관,무관,무관,,    ,부산광역시 해운대구 좌동순환로 502 3-9층,중소,부산직업능력개발원,2023-02-28,1588-1519
36,2023-02-28,2023-02-28~2023-04-07,(재)부산문화재단,프로그래밍·웹·웹디자인·DB 강사,계약직,월급,2174470,무관,무관,무관,,    ,부산광역시 남구 우암로 84-1  (감만동),중소,부산직업능력개발원,2023-02-28,1588-1519
37,2023-02-28,2023-02-28~2023-04-07,(주)프렌코,프로그래밍·웹·웹디자인·DB 강사,계약직,연봉,25200000,무관,무관,무관,,    ,부산광역시 수영구 수영로 688 5층 505호 (광안동),중소,부산직업능력개발원,2023-02-28,1588-1519
38,2023-02-28,2023-02-28~2023-05-27,주식회사조선일보사,모니터 요원,계약직,월급,1044000,무관,무관,무관,국어·국문학,    ,서울특별시 중구 세종대로21길 30 조선일보사 (태평로1가),중소,서울지역본부,2023-02-28,1588-1519
39,2023-02-28,2023-02-28~2023-05-27,자이에스앤디(주),콜센터 상담원(콜센터·고객센터·CS센터),계약직,연봉,25000000,무관,무관,무관,,    ,서울특별시 중구 퇴계로 173 (충무로3가) 남산스퀘어 10층,대기업,서울지역본부,2023-02-28,1588-1519
40,2023-02-28,2023-02-28~2023-04-30,(주)코리아세븐,매장 정리원(매장 보조원),계약직,시급,9620,무관,0년개월,무관,,    ,서울특별시 중구 소월로 3 롯데손해보험 B/D 7~9층 (남창동),중소,서울지역본부,2023-03-07,1588-1519
41,2023-02-28,2023-02-28~2023-03-15,주식회사 호브(HOVE),음료 조리사(바리스타 포함),상용직,시급,9620,무관,0년개월,무관,,    ,서울특별시 종로구 종로 33 (청진동) 2층,개인,서울지역본부,2023-02-28,1588-1519
42,2023-02-28,2023-02-28~2023-03-11,서울신봉초등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,12030,무관,무관,무관,,    ,서울특별시 관악구 양녕로6나길 1 (봉천동),"공사,공공",서울남부지사,2023-02-28,1588-1519
43,2023-02-28,2023-02-28~2023-04-04,서울특별시강서양천교육지원청,사무 보조원(공공기관),계약직,시급,12030,무관,무관,무관,,    ,서울특별시 양천구 월정로 269 (신월동),"공사,공공",서울남부지사,2023-03-03,1588-1519
44,2023-02-28,2023-02-28~2023-03-28,주식회사 케이퓨어,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9620,무관,무관,무관,,    ,충청남도 아산시 배방읍 희망로46번길 8 1303호,중소,충남지사,2023-02-28,1588-1519
45,2023-02-28,2023-02-28~2023-05-27,주식회사 천해산업,세탁원(다림질원),상용직,월급,2100000,무관,0년개월,무관,,    ,충청남도 당진시 송산면 동곡1길 9 나동 씨호,중소,충남지사,2023-02-28,1588-1519
46,2023-02-28,2023-02-28~2023-05-27,위폼스 주식회사,기타 기계 조립·검사원,상용직,연봉,26000000,무관,0년개월,무관,,    ,충청남도 천안시 서북구 직산읍 4산단2길 19 위폼스 주식회사,개인,충남지사,2023-02-28,1588-1519
47,2023-02-28,2023-02-28~2023-04-28,(사)지역사랑복지협의회,주방 보조원(일반 음식점),시간제,시급,9620,무관,0년개월,무관,,    ,전라남도 순천시 승주읍 내상로 353 (사)지역사랑복지협의회,"협회,단체",전남지사,2023-02-28,1588-1519
48,2023-02-28,2023-02-28~2023-03-17,대성사회복지재단,환경·청소 관리자,계약직,시급,9160,무관,0년개월,무관,,    ,"경상북도 안동시 임하면 진사리길 14 (고곡리), 대성사회복지재단",중소,경북지사,2023-02-28,1588-1519
49,2023-02-28,2023-02-28~2023-04-27,21세기산업,세탁원(다림질원),상용직,시급,9620,신입,무관,무관,,    ,경상북도 안동시 서후면 광평2길 39 21세기산업,중소,경북지사,2023-03-07,1588-1519
50,2023-02-28,2023-02-28~2023-04-27,(주)합동전자,기타 전자 부품·제품 조립·검사원,상용직,시급,9620,무관,무관,무관,,    ,"경상북도 칠곡군 약목면 복성20길 25 ,",중소,경북지사,2023-03-07,1588-1519
51,2023-02-28,2023-02-28~2023-04-27,시큐텍(주),환경 미화원,계약직,시급,9620,무관,0년개월,무관,,    ,"경상북도 경주시 알천북로 345 경북신문  (동천동), 2층",대기업,경북지사,2023-03-07,1588-1519
52,2023-02-28,2023-02-28~2023-04-30,한국장애인정보화협회 경북상주시지회,사무 보조원(일반사업체),상용직,시급,9620,무관,0년개월,무관,,    ,경상북도 상주시 삼백로 60-7  (무양동),중소,경북지사,2023-03-06,1588-1519
53,2023-02-28,2023-02-28~2023-03-31,(주)희창유업,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,무관,무관,무관,,    ,경상남도 양산시 신기로 114 (주)희창유업 (북정동),중소,울산지사,2023-02-28,1588-1519
54,2023-02-28,2023-02-28~2023-03-10,반천초등학교,사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,    ,울산광역시 울주군 언양면 반천리 438번지,"공사,공공",울산지사,2023-03-06,1588-1519
55,2023-02-28,2023-02-28~2023-03-01,세진알앤에이치,직업 운동선수,계약직,월급,1100000,무관,0년개월,무관,,    ,경상남도 양산시 충렬로 61 (교동) 세진알앤에이치,중소,울산지사,2023-02-28,1588-1519
56,2023-02-28,2023-02-28~2023-03-10,해누리중학교,환경·청소 관리자,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 송파구 송파대로37길 95 (가락동),"공사,공공",서울동부지사,2023-03-07,1588-1519
57,2023-02-28,2023-02-28~2023-03-10,서울위례별초등학교,사무 보조원(공공기관),계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 송파구 위례광장로 243 (장지동),"공사,공공",서울동부지사,2023-03-07,1588-1519
58,2023-02-28,2023-02-28~2023-03-30,은성산업(주),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,무관,무관,,    ,경기도 이천시 신둔면 마소로 96-22 은성산업,중소,경기동부지사,2023-02-28,1588-1519
59,2023-02-28,2023-02-28~2023-02-28,주식회사 희망별숲,제과·제빵원,상용직,시급,9620,무관,0년개월,무관,,    ,경기도 용인시 기흥구 서천로201번길 14 (농서동)2층 209호~214호,중소,경기동부지사,2023-02-28,1588-1519
60,2023-02-28,2023-02-28~2023-03-02,(주)키다리스튜디오,환경 미화원,상용직,월급,1200000,무관,0년개월,무관,,    ,서울특별시 마포구 독막로 311 (염리동) 재회스퀘어 12층,중소,서울북부지사,2023-02-28,1588-1519
61,2023-02-28,2023-02-28~2023-03-20,서울특별시교육청,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1100000,무관,무관,무관,,    ,서울특별시 종로구 송월길 48 (신문로2가),"공사,공공",서울북부지사,2023-03-02,1588-1519
62,2023-02-28,2023-02-28~2023-03-10,서울동답초등학교,환경 미화원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 동대문구 답십리로60길 12 (답십리동),"협회,단체",서울북부지사,2023-03-07,1588-1519
63,2023-02-28,2023-02-28~2023-03-06,과천시노인복지관,시설 요양보호사(노인요양사),계약직,월급,2020000,무관,무관,무관,,자동차운전면허1종보통  요양보호사  ,경기도 과천시 문원로 57  (문원동),중소,경기서부지사,2023-02-28,1588-1519
64,2023-02-28,2023-02-28~2023-03-31,(주)미래엔서해에너지,직업 운동선수,상용직,월급,1500000,무관,무관,무관,,    ,충청남도 당진시 시곡로 348 미래엔서해에너지 (시곡동),중소,충남지사,2023-02-28,1588-1519
65,2023-02-28,2023-02-28~2023-03-30,(사)한국기능장애인협회 천안장애인사업장,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,무관,무관,,    ,충청남도 천안시 동남구 광덕로 276 (사)한국기능장애인협회 하나로장애인작업장,중소,충남지사,2023-02-28,1588-1519
66,2023-02-28,2023-02-28~2023-04-01,주식회사 대원커머스,금속기계부품 조립원,상용직,시급,9620,무관,무관,무관,,    ,충청남도 예산군 대치광천길 42-4 대원커머스 (덕산면),중소,충남지사,2023-02-28,1588-1519
67,2023-02-28,2023-02-28~2023-03-13,한국조폐공사,사무 보조원(공공기관),계약직,월급,2010580,무관,0년개월,무관,,    ,대전광역시 유성구 과학로 80-67 (가정동),"공사,공공",공단본부,2023-03-03,1588-1519
68,2023-02-28,2023-02-28~2023-04-30,데상트코리아(주),생산·품질 사무원 및 관리원(화학·섬유·의료),계약직,월급,2100000,무관,0년개월,고졸,법학,    ,서울특별시 송파구 올림픽로 300 (신천동) 32층,대기업,서울동부지사,2023-02-28,1588-1519
69,2023-02-28,2023-02-28~2023-02-28,문정고등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,11240,무관,0년개월,무관,,    ,서울특별시 송파구 송이로34길 62 (문정동),"공사,공공",서울동부지사,2023-02-28,1588-1519
70,2023-02-28,2023-02-28~2023-03-07,국립경찰병원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,2127410,무관,0년개월,무관,,    ,서울특별시 송파구 송이로 123 (가락동),"공사,공공",서울동부지사,2023-02-28,1588-1519
71,2023-02-27,2023-02-27~2023-03-31,후견신탁연구센터,사무 보조원(일반사업체),상용직,시급,9620,무관,0년개월,무관,,    ,서울특별시 성동구 왕십리로 222 (사근동) 제2법학관 101호,개인,서울북부지사,2023-03-06,1588-1519
72,2023-02-27,2023-02-27~2023-03-31,스마일리두정(주),매장 정리원(매장 보조원),시간제,시급,9620,무관,0년개월,무관,,    ,충청남도 천안시 서북구 동서대로 49 (두정동),중소,충남지사,2023-03-06,1588-1519
73,2023-02-27,2023-02-27~2023-03-10,잠신중학교,환경·청소 관리자,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 송파구 잠실2동 22-1번지,"공사,공공",서울동부지사,2023-03-06,1588-1519
74,2023-02-27,2023-02-27~2023-03-10,서울아주초등학교,환경 미화원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 송파구 올림픽로4길 59 (잠실동),"공사,공공",서울동부지사,2023-03-06,1588-1519
75,2023-02-27,2023-02-27~2023-03-10,서울잠실고등학교,환경·청소 관리자,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 송파구 올림픽로33길 71 (신천동),"공사,공공",서울동부지사,2023-03-06,1588-1519
76,2023-02-27,2023-02-27~2023-03-10,송파중학교,환경 미화원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 송파구 가락2동 139번지,"공사,공공",서울동부지사,2023-03-06,1588-1519
77,2023-02-27,2023-02-27~2023-03-10,서울영풍초등학교,사무 보조원(공공기관),계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 송파구 오금로57길 15 (거여동),"공사,공공",서울동부지사,2023-03-06,1588-1519
78,2023-02-27,2023-02-27~2023-03-10,서울인공지능고등학교,환경 미화원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 송파구 양산로 21 (거여동),"공사,공공",서울동부지사,2023-03-06,1588-1519
79,2023-02-27,2023-02-27~2023-03-10,창덕여자고등학교,환경·청소 관리자,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 송파구 양재대로 1240 (방이동),"공사,공공",서울동부지사,2023-03-06,1588-1519
80,2023-02-27,2023-02-27~2023-03-10,서울석촌초등학교,사무 보조원(공공기관),계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 송파구 가락로11길 26 (석촌동),"공사,공공",서울동부지사,2023-03-06,1588-1519
81,2023-02-27,2023-02-27~2023-02-27,세륜중학교,환경 미화원,계약직,시급,9620,무관,0년개월,무관,,    ,서울특별시 송파구 양재대로72길 41 (오금동),"공사,공공",서울동부지사,2023-02-27,1588-1519
82,2023-02-27,2023-02-27~2023-03-10,서울잠전초등학교,환경 미화원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 송파구 올림픽로12길 51 (잠실동),"공사,공공",서울동부지사,2023-03-06,1588-1519
83,2023-02-27,2023-02-27~2023-03-10,풍납중학교(직장),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 송파구 올림픽로43길 20 (풍납동),"공사,공공",서울동부지사,2023-03-06,1588-1519
84,2023-02-27,2023-02-27~2023-03-10,강일고등학교(학교회계),사서,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 강동구 아리수로98길 40 (강일동),"공사,공공",서울동부지사,2023-03-06,1588-1519
85,2023-02-27,2023-02-27~2023-03-10,서울고덕초등학교,경영 기획 사무원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 강동구 아리수로82길 42 (고덕동),"공사,공공",서울동부지사,2023-03-06,1588-1519
86,2023-02-27,2023-02-27~2023-03-10,서울묘곡초등학교,환경 미화원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 강동구 상일로17길 16 (고덕동),"공사,공공",서울동부지사,2023-03-06,1588-1519
87,2023-02-27,2023-02-27~2023-03-10,서울강덕초등학교,기숙사사감 및 독서실·고시원 총무,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 강동구 동남로82길 94-54 (고덕동),"공사,공공",서울동부지사,2023-03-06,1588-1519
88,2023-02-27,2023-02-27~2023-03-10,서울천동초등학교,사서,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 강동구 성안로 200 (길동),"공사,공공",서울동부지사,2023-03-06,1588-1519
89,2023-02-27,2023-02-27~2023-03-10,서울길동초등학교,방역원(해충퇴치원 포함),계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 강동구 양재대로116길 57 (길동),"공사,공공",서울동부지사,2023-03-06,1588-1519
90,2023-02-27,2023-02-27~2023-03-10,둔촌중학교,환경 미화원,계약직,시급,12030,무관,무관,무관,,    ,서울특별시 강동구 진황도로61길 25-30 (둔촌동),"공사,공공",서울동부지사,2023-03-06,1588-1519
91,2023-02-27,2023-02-27~2023-03-10,둔촌중학교,기타 경영지원 서비스 관리자,계약직,시급,12030,무관,무관,무관,,    ,서울특별시 강동구 진황도로61길 25-30 (둔촌동),"공사,공공",서울동부지사,2023-03-06,1588-1519
92,2023-02-27,2023-02-27~2023-03-10,서울성일초등학교,환경 미화원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 강동구 성내로15길 33 (성내동),"공사,공공",서울동부지사,2023-03-06,1588-1519
93,2023-02-27,2023-02-27~2023-03-10,성내중학교,환경 미화원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 강동구 성안로7길 36 (성내동),"공사,공공",서울동부지사,2023-03-06,1588-1519
94,2023-02-27,2023-02-27~2023-03-31,양재종합사회복지관,음료 조리사(바리스타 포함),계약직,시급,9620,경력,0년개월,무관,,    ,서울특별시 서초구 남부순환로 2610 양재종합사회복지관 (양재동),"협회,단체",서울동부지사,2023-03-03,1588-1519
95,2023-02-27,2023-02-27~2023-03-31,(주)도노,음료 조리사(바리스타 포함),계약직,시급,9620,무관,무관,무관,,    ,"경기도 하남시 미사강변서로 25 제8층 제에프849호(풍산동, 미사테스타타워지식산업센터)",중소,서울동부지사,2023-03-02,1588-1519
96,2023-02-27,2023-02-27~2023-03-03,(주)이랜드이츠 애슐리퀸즈 전주STS점,음식서비스 관리자,상용직,시급,9620,무관,0년개월,무관,,    ,전라북도 전주시 완산구 용머리로 45 (효자동1가)2층,중소,전북지사,2023-03-02,1588-1519
97,2023-02-27,2023-02-27~2023-03-02,키위,음료 조리사(바리스타 포함),시간제,시급,9620,무관,0년개월,무관,,    ,전라북도 완주군 봉동읍 추동로 92 키위,개인,전북지사,2023-03-02,1588-1519
98,2023-02-27,2023-02-27~2023-03-18,이음오페라단,제과·제빵원,계약직,시급,9620,무관,0년개월,무관,,    ,경상남도 김해시 진영읍 여래로20번길 48 이음오페라단,"협회,단체",경남지사,2023-02-28,1588-1519
99,2023-02-27,2023-02-27~2023-05-26,농업법인 하늘땅(주),식품 분야 단순 종사원,상용직,시급,9620,무관,무관,무관,,    ,충청남도 논산시 부적면 남마구평길 96 부적면,중소,대전지역본부,2023-02-27,1588-1519
100,2023-02-27,2023-02-27~2023-05-26,(사)한국장애인사진콘텐츠협회 인쇄사업본부,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,무관,무관,,    ,대전광역시 동구 새울로 41 (판암동) 판암테크노타운 203호,"협회,단체",대전지역본부,2023-02-27,1588-1519
101,2023-02-27,2023-02-27~2023-03-30,(주)수산중공업,총무 및 일반 사무원,계약직,연봉,26000000,무관,무관,무관,,    ,경기도 화성시 양감면 정문송산로 260 수산중공업,중소,경기지역본부,2023-02-27,1588-1519
102,2023-02-27,2023-02-27~2023-03-30,주식회사 위니아에이드,고객 상담원(A/S·고장·제품사용),계약직,월급,2177300,무관,0년개월,무관,,    ,광주광역시 광산구 소촌로123번길 40-11   (소촌동),중소,경기지역본부,2023-02-27,1588-1519
103,2023-02-27,2023-02-27~2023-03-30,주식회사수진기업,세탁원(다림질원),상용직,시급,9620,무관,0년개월,무관,,    ,경기도 화성시 양감면 사격장길 88-28 (적봉리 794-2) ,중소,경기지역본부,2023-02-27,1588-1519
104,2023-02-27,2023-02-27~2023-03-18,사단법인한국지체장애인협회(춘천시장애인근로사업장),종이제품 생산기계 조작원,상용직,월급,2010580,무관,무관,무관,,    ,강원도 춘천시 신북읍 아침못길 145 .,중소,강원지사,2023-03-03,1588-1519
105,2023-02-27,2023-02-28~2023-03-13,한국교육과정평가원,사무 보조원(공공기관),계약직,월급,2690000,무관,무관,고졸,,    ,충청북도 진천군 덕산읍 교학로 8 한국교육과정평가원,중소,충북지사,2023-02-27,1588-1519
106,2023-02-27,2023-02-27~2023-04-30,(주)엠에스이노베이션,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,무관,0년개월,무관,,    ,충청북도 청주시 청원구 율중로 13 (율량동),중소,충북지사,2023-02-27,1588-1519
107,2023-02-27,2023-02-27~2023-03-31,성하의료재단 누가병원,사업체 구내식당 급식 조리사,상용직,월급,2400000,무관,0년개월,무관,,    ,전라북도 군산시 백릉로 70  (조촌동),"협회,단체",전북지사,2023-02-27,1588-1519
108,2023-02-27,2023-02-27~2023-03-08,장애인인권연대,사회복지사(사회복지시설),계약직,월급,2022000,무관,무관,무관,가족·사회·복지학,자동차운전면허2종보통    ,"전라북도 전주시 완산구 석산2길 17-9 4층, 사)장애인인권연대 (효자동3가)",중소,전북지사,2023-03-06,1588-1519
109,2023-02-27,2023-02-27~2023-03-31,만성중학교,총무 및 일반 사무원,계약직,시급,9620,무관,무관,무관,,    ,"인천광역시 남동구 인주대로 899 (만수동,만성중학교)","공사,공공",인천지사,2023-02-27,1588-1519
110,2023-02-27,2023-02-27~2023-03-31,아인의료재단 서울여성병원,의료 보조원,계약직,월급,1000000,무관,0년개월,무관,,    ,인천광역시 미추홀구 경원대로 771 (주안동),중소,인천지사,2023-02-27,1588-1519
111,2023-02-27,2023-02-27~2023-04-28,(주)크라운제과,주입·포장·상표부착기 등 기타 기계 조작원,계약직,시급,9620,무관,0년개월,무관,,    ,서울특별시 용산구 한강대로72길 3 3  (남영동),대기업,인천지사,2023-02-27,1588-1519
