연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
640,2023-02-14,2023-02-14~2023-03-24,주식회사피오엘,매장 정리원(매장 보조원),상용직,시급,9620,무관,0년개월,무관,,    ,대구광역시 남구 큰골6길 21-12   (대명동),중소,강원지사,2023-02-14,1588-1519
641,2023-02-14,2023-02-14~2023-02-28,한국국토정보공사,측량사,상용직,연봉,35000000,무관,무관,고졸,,    ,전라북도 전주시 덕진구 기지로 120 (중동),"공사,공공",전북지사,2023-02-20,1588-1519
642,2023-02-14,2023-02-14~2023-02-28,미성산업,세탁원(다림질원),상용직,월급,1260220,무관,무관,무관,,    ,전라북도 전주시 덕진구 신복천변3길 12 157-4 (팔복동1가),중소,전북지사,2023-02-14,1588-1519
643,2023-02-14,2023-02-14~2023-02-21,주식회사 사랑모아,의료 보조원,시간제,시급,9620,무관,0년개월,무관,,    ,전라북도 전주시 완산구 용머리로 73 2층 102호 (효자동1가),중소,전북지사,2023-02-21,1588-1519
644,2023-02-14,2023-02-14~2023-02-23,징검다리,음료 조리사(바리스타 포함),상용직,시급,9620,무관,0년개월,무관,,    ,전라북도 전주시 완산구 홍산로 111 (효자동2가),"협회,단체",전북지사,2023-02-14,1588-1519
645,2023-02-14,2023-02-14~2023-02-28,다루다기프트,주입·포장·상표부착기 등 기타 기계 조작원,시간제,시급,9620,무관,0년개월,무관,,    ,전라북도 전주시 완산구 홍산로 249 (효자동2가) 6층 603호,개인,전북지사,2023-02-21,1588-1519
646,2023-02-14,2023-02-14~2023-05-13,주식회사 에스엔티,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,월급,2100000,무관,무관,무관,,    ,제주특별자치도 제주시 도남로 66 3층동 3층(도남동),중소,제주지사,2023-02-14,1588-1519
647,2023-02-14,2023-02-14~2023-02-28,(주)동광명품도어구미지사,금속기계부품 조립원,상용직,시급,9620,무관,0년개월,무관,,    ,경상북도 구미시 1공단로 86-6  (공단동),중소,경북지사,2023-02-14,1588-1519
648,2023-02-14,2023-02-14~2023-05-13,(주)청우식품,식품 분야 단순 종사원,상용직,월급,2500000,무관,무관,무관,,    ,경기도 포천시 영중면 먼재길 129 (양문리),중소,경기북부지사,2023-02-14,1588-1519
649,2023-02-14,2023-02-14~2023-03-31,한양대학교구리병원,의료 보조원,시간제,시급,9620,무관,0년개월,무관,,    ,경기도 구리시 경춘로 153 (교문동),대기업,경기북부지사,2023-02-21,1588-1519
650,2023-02-14,2023-02-14~2023-04-30,(주)위드케이텔,기타 전자 부품·제품 조립·검사원,상용직,시급,9620,무관,무관,무관,,    ,경기도 의정부시 산단로132번길 98 비동 (용현동),중소,경기북부지사,2023-02-21,1588-1519
651,2023-02-14,2023-02-14~2023-04-30,(주)어울림애드,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,신입,0년개월,무관,,    ,경기도 양주시 은현면 평화로1889번길 109-31 어울림애드,중소,경기북부지사,2023-02-21,1588-1519
652,2023-02-14,2023-02-14~2023-03-31,경기교통공사,공공행정 사무원,상용직,시급,9620,무관,0년개월,무관,,    ,"경기도 양주시 옥정로6길 18 (옥정동, 한길프라자 2) 3층","공사,공공",경기북부지사,2023-02-21,1588-1519
653,2023-02-14,2023-02-14~2023-02-19,(사)한국장애인공존협회,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1510340,경력,0년개월,무관,,    ,부산광역시 기장군 정관읍 예림1로 82 ,중소,울산지사,2023-02-14,1588-1519
654,2023-02-14,2023-02-14~2023-02-16,유한양행,방재 기술자 및 연구원,계약직,월급,2000000,무관,무관,무관,,    ,"서울특별시 동작구 노량진로 74 (대방동,유한양행빌딩)",대기업,서울남부지사,2023-02-14,1588-1519
655,2023-02-14,2023-02-14~2023-03-02,서울남현유치원,환경 미화원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 관악구 남현4길 51 운동장 옆 남현유치원 (남현동),중소,서울남부지사,2023-02-14,1588-1519
656,2023-02-14,2023-02-14~2023-03-10,더봄플러스주식회사,홈페이지 자료관리원(정보검색 포함),상용직,시급,9620,무관,무관,무관,,    ,서울특별시 금천구 가산디지털2로 108 312-4호 (가산동),중소,서울남부지사,2023-02-14,1588-1519
657,2023-02-14,2023-02-14~2023-03-17,한국주택금융공사,직업 운동선수,계약직,월급,1100000,무관,무관,무관,,    ,부산광역시 남구 문현금융로 40 부산국제금융센터 27층 인사부 (문현동),중소,부산지역본부,2023-02-21,1588-1519
658,2023-02-14,2023-02-14~2023-03-31,청룡초등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,1868000,무관,무관,무관,,    ,부산광역시 금정구 팔송로18번길 6 15-25 (남산동),중소,부산지역본부,2023-02-17,1588-1519
659,2023-02-14,2023-02-14~2023-03-31,청룡초등학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),상용직,월급,1074000,무관,무관,무관,,    ,부산광역시 금정구 팔송로18번길 6 15-25 (남산동),중소,부산지역본부,2023-02-17,1588-1519
660,2023-02-14,2023-02-14~2023-02-27,국제식물검역인증원,농어업 연구원 및 기술자,계약직,시급,9620,무관,무관,무관,,    ,부산광역시 남구 문현금융로 40 9층 국제식물검역인증원 (문현동),"공사,공공",부산지역본부,2023-02-17,1588-1519
661,2023-02-14,2023-02-14~2023-03-31,대원루스터(주),LED 부품·제품 조립·검사원,계약직,시급,9620,무관,무관,무관,,    ,인천광역시 계양구 서운산단로1길 59 B동 4층사무실 (서운동),중소,인천지사,2023-02-14,1588-1519
662,2023-02-14,2023-02-14~2023-02-23,(주)제일안전,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,월급,1485000,무관,무관,무관,,    ,인천광역시 미추홀구 주승로 201 101호 (관교동),중소,인천지사,2023-02-14,1588-1519
663,2023-02-14,2023-02-14~2023-02-23,(주)제일안전,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1560000,무관,무관,무관,,    ,인천광역시 미추홀구 주승로 201 101호 (관교동),중소,인천지사,2023-02-14,1588-1519
664,2023-02-14,2023-02-14~2023-03-17,주식회사 유신에코,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,0년개월,무관,,    ,인천광역시 서구 도담로 7 (오류동),중소,인천지사,2023-02-14,1588-1519
665,2023-02-14,2023-02-14~2023-02-24,주식회사 태안모터스,경영 기획 사무원,상용직,연봉,26000000,무관,무관,무관,,    ,인천광역시 미추홀구 인주대로434번길 3  (주안동),중소,서울동부지사,2023-02-14,1588-1519
666,2023-02-14,2023-02-14~2023-02-20,한국지식재산보호원,기타 경영지원 서비스 관리자,계약직,월급,923520,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 131 한국지식재산보호원 (역삼동),중소,서울동부지사,2023-02-14,1588-1519
667,2023-02-14,2023-02-14~2023-02-28,연세대학교 의과대학 강남세브란스병원,병원행정 사무원(원무),계약직,월급,1200000,무관,0년개월,무관,,    ,서울특별시 강남구 언주로 211 (도곡동),대기업,서울동부지사,2023-02-20,1588-1519
668,2023-02-14,2023-02-14~2023-02-28,(주)알앤비소프트,사무 보조원(일반사업체),계약직,월급,1200000,무관,무관,무관,,    ,경기도 성남시 분당구 구미로 8 분당엠타워 3층 알앤비소프트 (구미동),중소,경기동부지사,2023-02-14,1588-1519
669,2023-02-14,2023-02-14~2023-03-05,SK하이스텍(주),총무 및 일반 사무원,계약직,연봉,39000000,무관,무관,고졸,,    ,경기도 이천시 부발읍 경충대로 2091 하이닉스반도체 내 하이스텍,대기업,경기동부지사,2023-02-14,1588-1519
670,2023-02-14,2023-02-14~2023-02-28,쿠팡풀필먼트서비스유한회사,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,월급,2090000,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 8층 (신천동),중소,경기동부지사,2023-02-14,1588-1519
671,2023-02-14,2023-02-14~2023-04-01,아스토리아뉴욕,주방 보조원(일반 음식점),계약직,시급,11000,무관,0년개월,무관,,    ,경기도 용인시 처인구 양지면 중부대로 2481-21 아스토리아뉴욕,개인,경기동부지사,2023-02-14,1588-1519
672,2023-02-14,2023-02-14~2023-02-28,(주)유니베라,경영 기획 사무원,상용직,월급,2200000,무관,무관,무관,,    ,서울특별시 성동구 아차산로 78 에코넷센터 (성수동2가),중소,서울북부지사,2023-02-14,1588-1519
673,2023-02-14,2023-02-14~2023-03-09,행복믿음 주식회사,음료 조리사(바리스타 포함),계약직,연봉,13000000,무관,0년개월,무관,,    ,서울특별시 종로구 종로 26 (서린동),대기업,충남지사,2023-02-14,1588-1519
674,2023-02-14,2023-02-14~2023-02-28,한전KDN(주),주차 관리·안내원,계약직,월급,2100000,무관,무관,무관,,    ,전라남도 나주시 빛가람로 661 한전KDN(주) (빛가람동),"공사,공공",전남지사,2023-02-14,1588-1519
675,2023-02-14,2023-02-14~2023-02-21,사단법인 한국장애인환경사회복지협회 디딤중증장애인사업단,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,월급,800000,무관,0년개월,무관,,    ,"광주광역시 광산구 평동로803번길 26 나동, (옥동)","협회,단체",광주지역본부,2023-02-14,1588-1519
676,2023-02-13,2023-02-13~2023-05-12,유진약품(주),물류 사무원(물류 관리사),상용직,월급,2100000,무관,0년개월,무관,,    ,광주광역시 북구 신임로31번길 10 (신안동),중소,광주지역본부,2023-02-15,1588-1519
677,2023-02-13,2023-02-13~2023-03-03,한국생명과학고등학교,환경 미화원,계약직,시급,9620,무관,무관,무관,,    ,경상북도 안동시 하이마로 385 (옥동),"공사,공공",경북지사,2023-02-13,1588-1519
678,2023-02-13,2023-02-13~2023-03-13,의료법인리노의료재단 유성웰니스재활전문병원,세탁원(다림질원),상용직,월급,1100000,무관,무관,무관,,    ,대전광역시 유성구 온천동로 3 (봉명동),개인,대전지역본부,2023-02-13,1588-1519
679,2023-02-13,2023-02-13~2023-04-11,대성고등학교,환경 미화원,상용직,시급,9620,무관,무관,무관,,    ,대전광역시 중구 목동로 23 (목동)대성고등학교,"공사,공공",대전지역본부,2023-02-13,1588-1519
680,2023-02-13,2023-02-13~2023-04-06,(주)일신오토클레이브,프로그래밍·웹·웹디자인·DB 강사,상용직,연봉,28500000,무관,무관,초대졸,기타디자인,    ,대전광역시 유성구 테크노2로 255 (주)일신오토클레이브 (탑립동),중소,대전지역본부,2023-02-13,1588-1519
681,2023-02-13,2023-02-13~2023-02-17,대전신세계,안마사,계약직,월급,1800000,무관,0년개월,무관,,    ,대전광역시 유성구 엑스포로 1  (도룡동),대기업,대전지역본부,2023-02-13,1588-1519
682,2023-02-13,2023-02-13~2023-03-31,더존 컴퍼니,기타 시각 디자이너,상용직,연봉,25000000,무관,0년개월,무관,,    ,대전광역시 서구 도안동로11번길 45 (도안동),개인,대전지역본부,2023-02-13,1588-1519
683,2023-02-13,2023-02-13~2023-02-28,(주)신우에프에스,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,11000,무관,무관,무관,,    ,경기도 용인시 기흥구 흥덕1로 13 (영덕동) B동 1205호,중소,경기지역본부,2023-02-16,1588-1519
684,2023-02-13,2023-02-13~2023-04-30,한국자재산업주식회사,생산·품질 사무원 및 관리원(그 외 분야),상용직,시급,9620,무관,무관,무관,,    ,강원도 영월군 영월읍 팔괴로 130-15 한국자재산업주식회사,중소,강원지사,2023-02-13,1588-1519
685,2023-02-13,2023-02-13~2023-02-28,생거진천노인복지센터,사무 보조원(공공기관),계약직,연봉,24500000,무관,무관,무관,,    ,충청북도 진천군 문백면 문덕1길 63 생거진천노인복지센터,중소,충북지사,2023-02-13,1588-1519
686,2023-02-13,2023-02-13~2023-02-17,전북중학교,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,월급,1868000,무관,0년개월,무관,,    ,전라북도 전주시 덕진구 쪽구름2길 22 (여의동2가),대기업,전북지사,2023-02-13,1588-1519
687,2023-02-13,2023-02-13~2023-03-10,사회적협동조합 해시담,음료 조리사(바리스타 포함),상용직,시급,9620,무관,0년개월,무관,,    ,전라북도 전주시 완산구 충경로 18-3 (중앙동1가),"협회,단체",전북지사,2023-02-20,1588-1519
688,2023-02-13,2023-02-13~2023-03-17,신흥글로벌(주),물류 사무원(물류 관리사),계약직,시급,9620,무관,무관,무관,,    ,경상남도 창원시 성산구 성주로97번길 35  (남산동),중소,경남지사,2023-02-14,1588-1519
689,2023-02-13,2023-02-13~2023-02-28,조양산업,세탁원(다림질원),상용직,시급,9620,무관,무관,무관,,    ,제주특별자치도 제주시 화남로 48 (화북일동),개인,제주지사,2023-02-16,1588-1519
690,2023-02-13,2023-02-13~2023-02-28,제주관광공사,사무 보조원(공공기관),계약직,월급,2314680,무관,무관,무관,,    ,제주특별자치도 제주시 선덕로 23 (연동),중소,제주지사,2023-02-15,1588-1519
691,2023-02-13,2023-02-13~2023-04-30,주식회사진양,기타 직물·신발 기계 조작원 및 조립원,상용직,시급,9620,무관,0년개월,무관,,    ,경기도 양주시 은현면 그루고개로 306-21 주식회사진양,중소,경기북부지사,2023-02-20,1588-1519
692,2023-02-13,2023-02-13~2023-02-13,(주)성원,주입·포장·상표부착기 등 기타 기계 조작원,상용직,월급,3000000,무관,무관,무관,,    ,울산광역시 남구 번영로84번길 8  (달동),중소,울산지사,2023-02-13,1588-1519
693,2023-02-13,2023-02-13~2023-03-30,GS25 울산공업탑점,매장 정리원(매장 보조원),상용직,시급,9620,무관,0년개월,무관,,    ,울산광역시 남구 수암로 22 (신정동),중소,울산지사,2023-02-13,1588-1519
694,2023-02-13,2023-02-13~2023-03-31,현수산업,기계·금속 분야 단순 종사원,상용직,시급,9620,무관,무관,무관,,    ,울산광역시 북구 괴정1길 10-10 (매곡동),개인,울산지사,2023-02-13,1588-1519
695,2023-02-13,2023-02-13~2023-03-31,(주)신성산업,환경 미화원,상용직,시급,9620,무관,무관,무관,,    ,울산광역시 울주군 온산읍 회학1길 33 (주)신성산업 울산공장,중소,울산지사,2023-02-13,1588-1519
696,2023-02-13,2023-02-13~2023-03-31,정림개발(주),보안 관제원(경비 관제원),계약직,연봉,25000000,무관,무관,무관,,    ,서울특별시 강서구 방화대로 94 (외발산동),중소,서울남부지사,2023-02-14,1588-1519
697,2023-02-13,2023-02-13~2023-03-31,정림개발(주),사업체 구내식당 급식 조리사,계약직,연봉,25000000,무관,무관,무관,,    ,서울특별시 강서구 방화대로 94 (외발산동),중소,서울남부지사,2023-02-14,1588-1519
698,2023-02-13,2023-02-13~2023-03-31,정림개발(주),건물용 냉난방 설비 조작원,계약직,연봉,25000000,경력,4년개월,무관,,    ,서울특별시 강서구 방화대로 94 (외발산동),중소,서울남부지사,2023-02-14,1588-1519
699,2023-02-13,2023-02-13~2023-02-24,서울양명초등학교,환경 미화원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 양천구 신정1동 543번지,"공사,공공",서울남부지사,2023-02-16,1588-1519
700,2023-02-13,2023-02-13~2023-02-28,금옥여자고등학교,환경 미화원,계약직,월급,1200000,무관,무관,무관,,    ,서울특별시 양천구 신정로 213 (신정동),"공사,공공",서울남부지사,2023-02-16,1588-1519
701,2023-02-13,2023-02-13~2023-03-31,티에스라인시스템(주),환경 미화원,시간제,시급,9620,무관,0년개월,무관,,    ,서울특별시 영등포구 영신로 220 805호 (영등포동8가),중소,서울남부지사,2023-02-14,1588-1519
702,2023-02-13,2023-02-13~2023-03-31,티에스라인시스템(주),사무 보조원(일반사업체),시간제,시급,9620,무관,0년개월,무관,,    ,서울특별시 영등포구 영신로 220 805호 (영등포동8가),중소,서울남부지사,2023-02-14,1588-1519
703,2023-02-13,2023-02-13~2023-03-31,두리하나다울,음료 조리사(바리스타 포함),상용직,시급,9620,무관,0년개월,무관,,    ,서울특별시 구로구 고척로21가길 48-11 2층 (개봉동),중소,서울남부지사,2023-02-13,1588-1519
704,2023-02-13,2023-02-13~2023-03-10,항동중학교,환경 미화원,계약직,시급,9620,무관,0년개월,무관,,    ,서울특별시 구로구 연동로 239-2 (항동),"공사,공공",서울남부지사,2023-02-13,1588-1519
705,2023-02-13,2023-02-13~2023-03-03,주식회사 아름누리,음료 조리사(바리스타 포함),상용직,월급,2152060,무관,0년개월,무관,,    ,충청북도 청주시 흥덕구 옥산면 과학산업3로 29 .,중소,서울남부지사,2023-02-16,1588-1519
706,2023-02-13,2023-02-13~2023-02-21,경성대학교,콜센터 상담원(콜센터·고객센터·CS센터),계약직,월급,2300000,무관,무관,무관,,    ,부산광역시 남구 수영로168번길 34-10 수영로 309 경성대학교 (대연동),중소,부산지역본부,2023-02-13,1588-1519
707,2023-02-13,2023-02-13~2023-02-28,(주)탑써비스,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9620,무관,무관,무관,,    ,부산광역시 사상구 운산로 52 bs메디컬센타 6층(본사주소) (괘법동),중소,부산지역본부,2023-02-13,1588-1519
708,2023-02-13,2023-02-13~2023-03-31,(주)경빈(이지요 사직),매장 정리원(매장 보조원),상용직,월급,1000000,무관,0년개월,무관,,    ,부산광역시 동래구 사직로 66 (사직동) 이지요,중소,부산지역본부,2023-02-13,1588-1519
709,2023-02-13,2023-02-13~2023-02-28,(주)현대그린푸드 오스템임플란트 부산,단체 급식 보조원,계약직,시급,9620,무관,0년개월,무관,,    ,부산광역시 해운대구 반송로513번길 66-16 (석대동),대기업,부산지역본부,2023-02-13,1588-1519
710,2023-02-13,2023-02-13~2023-02-22,영남대학교,환경 미화원,계약직,월급,1761000,무관,무관,무관,,    ,"경상북도 경산시 대학로 280 (대동,영남대학교)","공사,공공",대구지역본부,2023-02-14,1588-1519
711,2023-02-13,2023-02-13~2023-02-28,(사)굿네이버스인터내셔널대구경북본부,승합차 운전원,계약직,시급,9620,무관,무관,무관,,    ,대구광역시 동구 동촌로 273 (방촌동) 3층,"협회,단체",대구지역본부,2023-02-17,1588-1519
712,2023-02-13,2023-02-13~2023-03-06,한국부동산원,사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,    ,대구광역시 동구 이노밸리로 291 1층,중소,대구지역본부,2023-02-13,1588-1519
713,2023-02-13,2023-02-13~2023-05-12,(주)천우굿프랜즈,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,9620,무관,무관,무관,,    ,인천광역시 남동구 호구포로 50 엘아이지식산업센터 225호,중소,인천지사,2023-02-13,1588-1519
714,2023-02-13,2023-02-13~2023-03-12,주식회사 케이비손해보험,사무 보조원(일반사업체),상용직,시급,9620,무관,0년개월,무관,,    ,서울특별시 강남구 학동로 401 (청담동) 2층,대기업,광주지역본부,2023-02-13,1588-1519
715,2023-02-13,2023-02-13~2023-02-28,(주)중앙감정평가법인,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,10000,무관,무관,무관,전산학·컴퓨터공학,    ,서울특별시 서초구 서초중앙로 63 리더스빌딩 2층 (서초동),중소,서울동부지사,2023-02-20,1588-1519
716,2023-02-13,2023-02-13~2023-02-17,참조은병원,병원행정 사무원(원무),상용직,월급,1500000,무관,무관,무관,,    ,경기도 광주시 광주대로 45 참조은병원,중소,경기동부지사,2023-02-13,1588-1519
717,2023-02-13,2023-02-13~2023-02-17,경희의료원,사무 보조원(일반사업체),계약직,월급,2530000,무관,0년개월,무관,,    ,"서울특별시 동대문구 경희대로 23 (회기동), 경희의료원",대기업,서울북부지사,2023-02-15,1588-1519
718,2023-02-13,2023-02-13~2023-02-19,(사)한국건강관리협회,사무 보조원(일반사업체),계약직,시급,9620,무관,무관,무관,,    ,서울특별시 동대문구 왕산로 78 (사)한국건강관리협회 서울특별시동부지부 (용두동),중소,서울북부지사,2023-02-15,1588-1519
719,2023-02-13,2023-02-13~2023-02-17,서울특별시120다산콜재단,콜센터 상담원(콜센터·고객센터·CS센터),상용직,시급,9620,무관,무관,무관,,    ,서울특별시 동대문구 난계로28길 23 재단법인 서울특별시120다산콜재단 (신설동),중소,서울북부지사,2023-02-15,1588-1519
720,2023-02-13,2023-02-13~2023-02-17,주식회사케이티희망지음,세차원 및 운송장비 청소원,상용직,시급,9620,무관,0년개월,무관,,    ,경기도 과천시 새술막길 39 (중앙동),대기업,경기서부지사,2023-02-13,1588-1519
721,2023-02-13,2023-02-13~2023-05-12,대양건설(주),환경 미화원,계약직,월급,750000,무관,무관,무관,,    ,경기도 화성시 비봉면 양노로 78 2층(상민빌딩),중소,충남지사,2023-02-13,1588-1519
722,2023-02-13,2023-02-13~2023-05-12,씨앤티플러스(주),환경 미화원,상용직,월급,2010580,무관,0년개월,무관,,    ,충청남도 아산시 탕정면 매곡로33번길 26 2층 ,중소,충남지사,2023-02-13,1588-1519
723,2023-02-13,2023-02-13~2023-03-31,어둠속의빛(주),주방 보조원(일반 음식점),상용직,시급,9620,무관,0년개월,무관,,    ,"광주광역시 광산구 앰코로 35 501-1호(쌍암동, 폭스존5층)",중소,광주지역본부,2023-02-13,1588-1519
724,2023-02-12,2023-02-12~2023-02-20,(주)건국파트십컴퍼니 레스티오 공학관점,음료 조리사(바리스타 포함),계약직,시급,9620,무관,0년개월,무관,,    ,서울특별시 광진구 능동로 120 (화양동) 산학협동관 1층,중소,서울북부지사,2023-02-15,1588-1519
725,2023-02-10,2023-02-10~2023-02-24,사단법인 창업진흥원,사무 보조원(공공기관),계약직,월급,2058000,무관,무관,무관,,    ,세종특별자치시 집현중앙7로 16 (집현동),중소,대전지역본부,2023-02-10,1588-1519
726,2023-02-10,2023-02-10~2023-04-30,이노위드(주),환경 미화원,상용직,시급,9620,무관,무관,무관,,    ,광주광역시 광산구 하남산단5번로 26 (장덕동),대기업,경북지사,2023-02-17,1588-1519
727,2023-02-10,2023-02-10~2023-02-25,(주)효성조명,LED 부품·제품 조립·검사원,상용직,시급,9620,무관,0년개월,무관,,    ,경기도 화성시 정남면 괘랑2길17번길 45-12 (주)효성조명,중소,경기지역본부,2023-02-10,1588-1519
728,2023-02-10,2023-02-10~2023-02-28,에코그립 주식회사,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,0년개월,무관,,    ,경기도 화성시 장안면 장안로 566-18 .,중소,경기지역본부,2023-02-13,1588-1519
729,2023-02-10,2023-02-10~2023-03-01,더파크모터스,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,850000,무관,무관,무관,,    ,강원도 원주시 치악로 1320 (주)더파크모터스 (관설동),중소,강원지사,2023-02-10,1588-1519
730,2023-02-10,2023-02-10~2023-02-16,서해초등학교,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",상용직,월급,980700,무관,0년개월,무관,,    ,전라북도 군산시 나운2동 155-3번지,"협회,단체",전북지사,2023-02-10,1588-1519
731,2023-02-10,2023-02-10~2023-03-31,(주)지에스씨넷,사무 보조원(일반사업체),상용직,연봉,26000000,무관,무관,무관,,    ,세종특별자치시  한누리대로 219  (나성동),중소,전북지사,2023-02-10,1588-1519
732,2023-02-10,2023-02-10~2023-02-16,전라북도교육청 유아교육진흥원,교사 보조원,계약직,월급,2208000,무관,0년개월,무관,,    ,전라북도 익산시 춘포면 석암로 349 .,"공사,공공",전북지사,2023-02-10,1588-1519
733,2023-02-10,2023-02-10~2023-03-31,주식회사 한숲푸드,주방 보조원(일반 음식점),상용직,시급,9620,무관,0년개월,무관,,    ,경상북도 포항시 북구 불종로 67-4 (여천동),개인,경북지사,2023-02-17,1588-1519
734,2023-02-10,2023-02-10~2023-03-31,주식회사 한숲푸드,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),상용직,시급,9620,무관,0년개월,무관,,    ,경상북도 포항시 북구 불종로 67-4 (여천동),개인,경북지사,2023-02-17,1588-1519
735,2023-02-10,2023-02-10~2023-02-17,탑 경주빵 공장,제과·제빵원,상용직,시급,9620,무관,0년개월,무관,,    ,경상북도 경주시 탑리4길 6 (탑동),개인,경북지사,2023-02-13,1588-1519
736,2023-02-10,2023-02-10~2023-04-30,차의과학대학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,무관,0년개월,무관,,    ,경기도 포천시 해룡로 120 차의과학대학교 (동교동),대기업,경기북부지사,2023-02-17,1588-1519
737,2023-02-10,2023-02-10~2023-02-24,(주)효성&플러스,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,무관,무관,,    ,경기도 김포시 양촌읍 황금3로 75 1층,중소,경기북부지사,2023-02-13,1588-1519
738,2023-02-10,2023-02-10~2023-02-19,한국교통안전공단,사무 보조원(공공기관),계약직,시급,9620,신입,무관,무관,,    ,서울특별시 마포구 월드컵로 220 한국교통안전공단 서울본부 3층 (성산동),중소,울산지사,2023-02-14,1588-1519
739,2023-02-10,2023-02-10~2023-02-17,(주)국민은행,사무 보조원(일반사업체),계약직,월급,2328000,무관,무관,고졸,,    ,서울특별시 영등포구 국제금융로8길 26 (여의도동) 국민은행 본점,대기업,서울남부지사,2023-02-10,1588-1519
740,2023-02-10,2023-02-10~2023-05-09,태평양물산(주),환경 미화원,계약직,월급,1248000,무관,무관,무관,,    ,서울특별시 구로구 디지털로31길 12 (구로동),대기업,서울남부지사,2023-02-10,1588-1519
741,2023-02-10,2023-02-10~2023-04-30,에스케이엠앤서비스 주식회사,음료 조리사(바리스타 포함),계약직,월급,2011000,무관,무관,무관,,    ,서울특별시 종로구 수표로20길 34 16층 (관수동),중소,서울남부지사,2023-02-10,1588-1519
742,2023-02-10,2023-02-10~2023-03-01,서울노량진초등학교,환경 미화원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 동작구 노량진2동 238번지,"공사,공공",서울남부지사,2023-02-10,1588-1519
743,2023-02-10,2023-02-10~2023-02-28,(주)씨엔알리서치,경영 기획 사무원,계약직,연봉,25000000,무관,무관,무관,,    ,서울특별시 강남구 역삼로 412 대치 MS빌딩 (대치동),중소,서울동부지사,2023-02-10,1588-1519
744,2023-02-10,2023-02-10~2023-02-19,휴먼프랜드(주),주방 보조원(일반 음식점),상용직,시급,9620,무관,무관,무관,,    ,서울특별시 강남구 광평로56길 8-13 (수서동) 310호,대기업,서울동부지사,2023-02-17,1588-1519
745,2023-02-10,2023-02-10~2023-02-24,(주)파리크라상 라그릴리아 현대시티몰 가든파이브점,음료 조리사(바리스타 포함),상용직,시급,9620,무관,0년개월,무관,,    ,서울특별시 송파구 충민로 66 (문정동) 5층,대기업,서울동부지사,2023-02-17,1588-1519
746,2023-02-10,2023-02-10~2023-02-28,(주)지에스리테일 홈쇼핑,모니터 요원,계약직,시급,9620,무관,0년개월,무관,,    ,서울특별시 영등포구 선유로 75 (문래동6가),대기업,서울동부지사,2023-02-10,1588-1519
747,2023-02-10,2023-02-10~2023-02-19,에스에이치피코퍼레이션,경영 기획 사무원,계약직,시급,9620,무관,0년개월,무관,,    ,"서울특별시 강남구 언주로30길 26 M1층 호텔신라 사무실 (도곡동, 타워팰리스)",중소,서울동부지사,2023-02-17,1588-1519
748,2023-02-10,2023-02-10~2023-02-28,합자회사 경남여객,주유원(주유판매원),계약직,월급,2496500,무관,0년개월,무관,,    ,경기도 용인시 처인구 신기로 170 경남여객 (남동),중소,경기동부지사,2023-02-10,1588-1519
749,2023-02-10,2023-02-10~2023-02-28,주식회사 케이티에스씨(KTSC),"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,월급,2011000,무관,무관,무관,,    ,서울특별시 광진구 천호대로 636 (능동),중소,경기동부지사,2023-02-10,1588-1519
