연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
231,2022-10-25,2022-10-25~2022-11-11,미사강변요양병원,병원 급식 조리사,상용직,연봉,28000000,무관,0년개월,무관,,    ,경기도 하남시 미사대로 424 4~8층  (망월동),중소,경기동부지사,2022-10-25,1588-1519
232,2022-10-25,2022-10-25~2022-10-31,차바이오텍 판교지점,사무 보조원(일반사업체),계약직,월급,2000000,신입,0년개월,고졸,,    ,경기도 성남시 분당구 판교로 335 (삼평동),중소,경기동부지사,2022-10-25,1588-1519
233,2022-10-25,2022-10-25~2022-11-11,주식회사 비쥬드림,그 외 가전제품 설치 및 수리원,상용직,연봉,22973280,무관,0년개월,무관,,    ,경기도 하남시 초광산단동로6번길 11 (광암동) 신동아이에스빌딩,중소,경기동부지사,2022-10-25,1588-1519
234,2022-10-25,2022-10-25~2022-12-17,로뎀 카페,음료 조리사(바리스타 포함),상용직,시급,9160,무관,0년개월,무관,,    ,서울특별시 도봉구 도봉로120길 16 (창동) 1층,개인,서울북부지사,2022-10-25,1588-1519
235,2022-10-25,2022-10-25~2022-11-04,고려대학교부속안산병원,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9650,무관,무관,무관,보건학,    ,경기도 안산시 단원구 적금로 123 (고잔동),대기업,경기서부지사,2022-10-25,1588-1519
236,2022-10-25,2022-10-25~2022-12-30,의료법인 혜원의료재단(부천세종병원),"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,월급,730000,무관,무관,무관,,    ,경기도 부천시 소사구 호현로489번길 28 (소사본동) 의료법인 혜원의료재단,중소,경기서부지사,2022-10-25,1588-1519
237,2022-10-25,2022-10-25~2022-10-31,안산도시개발,가스 충전원,계약직,월급,2300000,무관,0년개월,무관,,    ,경기도 안산시 단원구 첨단로 670 (초지동),"공사,공공",경기서부지사,2022-10-25,1588-1519
238,2022-10-24,2022-10-24~2022-11-02,국방기술진흥연구소,사무 보조원(공공기관),계약직,연봉,15897000,무관,0년개월,무관,,    ,경상남도 진주시 동진로 420 국방기술진흥연구소 (충무공동),"공사,공공",경남지사,2022-10-25,1588-1519
239,2022-10-24,2022-10-24~2022-12-31,(주)모다이노칩,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,1914440,무관,무관,무관,,    ,경기도 안산시 단원구 동산로27번길 42-7 (원시동),대기업,경기서부지사,2022-10-24,1588-1519
240,2022-10-24,2022-10-24~2022-10-31,행복키움 주식회사(대전),음료 조리사(바리스타 포함),계약직,연봉,15000000,무관,0년개월,무관,,    ,대전광역시 유성구 엑스포로 325 (원촌동) (주)SK 대덕연구단지,대기업,대전지역본부,2022-10-24,1588-1519
241,2022-10-24,2022-10-24~2022-11-11,문화보호작업장,섬유·의복 분야 단순 종사원,상용직,시급,9160,무관,0년개월,무관,,    ,대전광역시 서구 영골길 151 (오동),"협회,단체",대전지역본부,2022-10-24,1588-1519
242,2022-10-24,2022-10-24~2022-12-02,안성고등학교,사서,계약직,시급,9160,무관,0년개월,무관,,    ,경기도 안성시 금산길 57 (금산동),"공사,공공",경기지역본부,2022-10-24,1588-1519
243,2022-10-24,2022-10-24~2022-11-11,한국자재산업주식회사,마케팅·광고·홍보·상품기획 사무원,상용직,시급,9160,무관,무관,무관,,    ,강원도 영월군 영월읍 팔괴로 130-15 한국자재산업주식회사,중소,강원지사,2022-10-24,1588-1519
244,2022-10-24,2022-10-24~2022-12-16,(주)덕진산업,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9160,무관,0년개월,무관,,    ,강원도 동해시 감추3길 35 (천곡동),중소,강원지사,2022-10-24,1588-1519
245,2022-10-24,2022-10-24~2022-11-30,성안주식회사(세탁),세탁원(다림질원),상용직,시급,9160,무관,무관,무관,,    ,강원도 원주시 태장공단길 77 성안 주식회사 (태장동),중소,강원지사,2022-10-24,1588-1519
246,2022-10-24,2022-10-24~2022-11-30,(주)에이치엘티 음성지점,세탁 기계 조작원,상용직,월급,1914440,무관,0년개월,무관,,    ,충청북도 음성군 생극면 오신로 48-1 생극면,중소,충북지사,2022-10-24,1588-1519
247,2022-10-24,2022-10-24~2022-11-21,(주)하누리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,2070000,무관,무관,무관,,    ,경기도 평택시 진위면 진위2산단로 140 1030호,중소,경남지사,2022-10-24,1588-1519
248,2022-10-24,2022-10-24~2022-11-21,(주)하누리,세차원 및 운송장비 청소원,상용직,월급,2070000,무관,무관,무관,,    ,경기도 평택시 진위면 진위2산단로 140 1030호,중소,경남지사,2022-10-24,1588-1519
249,2022-10-24,2022-10-24~2022-11-04,사단법인 희망이룸,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,10000,무관,무관,무관,,    ,경상남도 창원시 의창구 사림로 53 지하1층 (사림동),중소,경남지사,2022-10-31,1588-1519
250,2022-10-24,2022-10-24~2022-10-26,강서구립곰달래도서관,사서,계약직,월급,1928000,신입,무관,무관,,사서준사서  사서정사서1급  ,서울특별시 강서구 강서로5길 50 곰달래도서관 5·6층 (화곡동),중소,서울남부지사,2022-10-24,1588-1519
251,2022-10-24,2022-10-24~2022-11-18,한국맥도날드(유) 중앙대점,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",시간제,시급,9160,무관,0년개월,무관,,    ,서울특별시 동작구 흑석로 84 (흑석동),대기업,서울남부지사,2022-10-24,1588-1519
252,2022-10-24,2022-10-24~2022-12-30,영도병원,기타 보건·의료 서비스 종사원,계약직,시급,9160,무관,무관,무관,,    ,부산광역시 영도구 태종로 85 영도병원 (대교동2가),중소,부산지역본부,2022-10-24,1588-1519
253,2022-10-24,2022-10-24~2022-11-11,의료법인 행도의료재단 해동병원,기타 보건·의료 서비스 종사원,시간제,시급,9160,무관,0년개월,무관,,    ,부산광역시 영도구 태종로 133 (봉래동3가),개인,부산지역본부,2022-10-25,1588-1519
254,2022-10-24,2022-10-24~2022-11-30,인터내셔널ALT,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,부산광역시 수영구 민락수변로17번길 36 (민락동) 타워더모스트광안 1022호,개인,부산지역본부,2022-10-25,1588-1519
255,2022-10-24,2022-10-24~2022-10-31,신용보증기금,사무 보조원(공공기관),계약직,일급,37000,무관,0년개월,무관,,    ,대구광역시 동구 첨단로 7 ,중소,대구지역본부,2022-10-24,1588-1519
256,2022-10-24,2022-10-24~2022-12-31,협성고등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",시간제,시급,9160,무관,0년개월,무관,,    ,대구광역시 남구 효명길 14 (봉덕동),"공사,공공",대구지역본부,2022-10-24,1588-1519
257,2022-10-24,2022-10-24~2022-11-24,삼익정공(주),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,9160,무관,0년개월,무관,,    ,대구광역시 달서구 성서공단남로32길 39 삼익정공 (월암동),중소,대구지역본부,2022-10-24,1588-1519
258,2022-10-24,2022-10-24~2022-10-30,(주)더휴,음료 조리사(바리스타 포함),계약직,월급,961800,무관,무관,무관,,    ,부산광역시 사상구 낙동대로 1356 (주)더휴 (삼락동),중소,대구지역본부,2022-10-24,1588-1519
259,2022-10-24,2022-10-24~2022-11-30,한국장애경제인협회 대구경북지회,마케팅·광고·홍보·상품기획 사무원,계약직,월급,1800000,무관,무관,고졸,,    ,대구광역시 수성구 국채보상로192길 20 상가,중소,대구지역본부,2022-10-26,1588-1519
260,2022-10-24,2022-10-24~2022-12-24,씨제이푸드빌(주) 씨푸드오션 인천구월점,주방 보조원(일반 음식점),시간제,시급,9160,무관,무관,무관,,    ,인천광역시 남동구 구월동 1122-4,대기업,인천지사,2022-10-24,1588-1519
261,2022-10-24,2022-10-24~2022-11-18,주식회사 더꿈,음료 조리사(바리스타 포함),계약직,시급,9160,무관,0년개월,무관,,    ,인천광역시 중구 반달로14번길 14 (북성동1가),개인,인천지사,2022-10-24,1588-1519
262,2022-10-24,2022-10-24~2022-11-04,전남대학교 산학협력단,직업 운동선수,계약직,월급,1200000,무관,무관,무관,,    ,"광주광역시 북구 용봉로 77 (용봉동,전남대학교)",대기업,광주지역본부,2022-10-24,1588-1519
263,2022-10-24,2022-10-24~2022-11-30,천사요양병원,기타 보건·의료 서비스 종사원,시간제,시급,9160,무관,무관,무관,,    ,광주광역시 북구 북문대로 18 (운암동) 문화예술회관 옆,중소,광주지역본부,2022-10-24,1588-1519
264,2022-10-24,2022-10-24~2022-10-30,주식회사 리치룩스,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,,    ,광주광역시 북구 첨단벤처로28번길 7 (주)리치룩스,중소,광주지역본부,2022-10-31,1588-1519
265,2022-10-24,2022-10-24~2022-10-31,(주)두메,주방 보조원(일반 음식점),상용직,시급,9160,무관,0년개월,무관,,    ,"광주광역시 광산구 앰코로 35 501-1호(쌍암동, 폭스존5층)",중소,광주지역본부,2022-10-31,1588-1519
266,2022-10-24,2022-10-24~2022-11-30,(주)공감미디어,만화영화 작가(애니메이터),상용직,월급,2000000,무관,0년개월,무관,,    ,광주광역시 남구 백운로21번길 11 (백운동),중소,광주지역본부,2022-10-24,1588-1519
267,2022-10-24,2022-10-24~2022-10-25,고용노동부,산업 안전원 및 위험물 관리원,상용직,월급,2336900,무관,무관,무관,,    ,세종특별자치시  한누리대로 422 정부세종청사 11동 (어진동),중소,대전지역본부,2022-10-24,1588-1519
268,2022-10-24,2022-10-24~2022-12-31,신우푸디스(주),제과·제빵원,상용직,시급,9160,무관,무관,무관,,    ,경기도 양주시 고덕로 280 (광사동) 농협농수산물유통센터 1층,중소,경기북부지사,2022-10-31,1588-1519
269,2022-10-24,2022-10-24~2022-12-31,의정부을지대학교병원,사무 보조원(일반사업체),계약직,월급,1000000,무관,0년개월,무관,,    ,경기도 의정부시 동일로 712 (금오동),대기업,경기북부지사,2022-10-24,1588-1519
270,2022-10-24,2022-10-24~2022-10-31,뱅크오브아메리카,은행 사무원(출납창구 제외),상용직,연봉,3000000,무관,무관,대졸,,    ,"서울특별시 중구 세종대로 136 (태평로1가, 무교동, 서울파이낸스센터 27층)",중소,서울지역본부,2022-10-24,1588-1519
271,2022-10-24,2022-10-24~2022-11-21,연세대학교재활학교,사무 보조원(공공기관),계약직,시급,9160,무관,0년개월,무관,,    ,"서울특별시 서대문구 연세로 50 재활학교(신촌동, 연세대학교내)",중소,서울지역본부,2022-10-24,1588-1519
272,2022-10-24,2022-10-24~2022-11-20,현대캐피탈(주),고객 상담원(금융·보험·부동산),계약직,연봉,30000000,신입,무관,무관,,    ,서울특별시 영등포구 의사당대로 3 현대캐피탈 (여의도동),대기업,서울남부지사,2022-10-24,1588-1519
273,2022-10-24,2022-10-24~2022-12-31,(주)조은프로소싱,컴퓨터 설치·수리원(컴퓨터A/S원),상용직,월급,955200,무관,무관,무관,,    ,"서울특별시 영등포구 선유로 70 우리벤처타운2, 301호 (문래동3가)",중소,서울남부지사,2022-10-24,1588-1519
274,2022-10-24,2022-10-24~2022-10-31,(주)엔젤위드,사무 보조원(일반사업체),상용직,시급,9160,무관,무관,무관,,    ,경기도 안산시 단원구 시화벤처로 575 주식회사 엔젤위드 (성곡동),중소,경기서부지사,2022-10-24,1588-1519
275,2022-10-24,2022-10-24~2022-12-16,서산시수어통역센터,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9160,무관,0년개월,무관,,    ,충청남도 서산시 시장6로 35-1 (동문동) 3층,"협회,단체",충남지사,2022-10-24,1588-1519
276,2022-10-24,2022-10-24~2023-01-19,현대그린푸드 이랜드리테일,주방 보조원(일반 음식점),상용직,시급,9160,무관,0년개월,무관,,    ,충청남도 천안시 동남구 풍세면 풍세산단로 26 1층,대기업,충남지사,2022-10-24,1588-1519
277,2022-10-24,2022-10-24~2022-11-14,(주)동남,전기·전자 분야 단순 종사원,상용직,시급,9160,무관,0년개월,고졸,,    ,전라남도 나주시 왕곡면 혁신산단5길 54 (덕산리),중소,전남지사,2022-10-24,1588-1519
278,2022-10-24,2022-10-24~2022-11-30,(주)에스얜에스,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,전라남도 나주시 왕곡면 혁신산단7길 105 (덕산리),중소,전남지사,2022-10-24,1588-1519
279,2022-10-24,2022-10-24~2022-12-30,오아세사회적협동조합,섬유·의복 분야 단순 종사원,시간제,시급,9160,무관,0년개월,무관,,    ,전라남도 무안군 청계면 영산로 1666 103호,"협회,단체",전남지사,2022-10-31,1588-1519
280,2022-10-24,2022-10-24~2022-11-11,플라스틱옴니엄(주),자동차 부분품 조립·검사원,계약직,시급,9160,무관,무관,무관,,    ,경상북도 경주시 강동면 천강로 534-48 1056,외국계,경북지사,2022-10-24,1588-1519
281,2022-10-24,2022-10-24~2022-12-31,카톨릭대학교의정부성모병원,사무 보조원(일반사업체),계약직,월급,960000,무관,무관,무관,,    ,경기도 의정부시 천보로 271  (금오동),중소,경기북부지사,2022-10-24,1588-1519
282,2022-10-24,2022-10-24~2022-12-31,(주)천우티이엠,LED 부품·제품 조립·검사원,상용직,시급,9160,무관,무관,무관,,    ,경기도 김포시 양촌읍 서현로65번길 88 천우티이엠,중소,경기북부지사,2022-10-31,1588-1519
283,2022-10-24,2022-10-24~2022-10-28,법무법인율촌,환경 미화원,계약직,연봉,23400000,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 521 파르나스타워 38층 (삼성동),중소,서울동부지사,2022-10-31,1588-1519
284,2022-10-24,2022-10-24~2022-10-31,오픈핸즈주식회사,재무 사무원,계약직,연봉,30000000,무관,무관,무관,,    ,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,서울동부지사,2022-10-24,1588-1519
285,2022-10-24,2022-10-24~2022-10-31,바이탈에어코리아(주),총무 및 일반 사무원,계약직,연봉,27000000,무관,0년개월,고졸,금융·회계·세무학,    ,서울특별시 강남구 언주로 725 보전빌딩 10층 (논현동),중소,서울동부지사,2022-10-24,1588-1519
286,2022-10-24,2022-10-24~2022-10-31,바이탈에어코리아(주),회계 사무원(일반 사업체),계약직,연봉,27000000,무관,0년개월,초대졸,금융·회계·세무학,    ,서울특별시 강남구 언주로 725 보전빌딩 10층 (논현동),중소,서울동부지사,2022-10-24,1588-1519
287,2022-10-24,2022-10-24~2022-10-31,(주)지에스리테일 홈쇼핑,모니터 요원,계약직,연봉,12000000,무관,0년개월,무관,,    ,서울특별시 영등포구 선유로 75 (문래동6가),대기업,서울동부지사,2022-10-31,1588-1519
288,2022-10-24,2022-10-24~2022-11-18,시몬스침대,총무 및 일반 사무원,계약직,시급,9160,무관,무관,무관,,    ,경기도 이천시 모가면 사실로 1000 .,중소,경기동부지사,2022-10-24,1588-1519
289,2022-10-24,2022-10-24~2022-10-31,고려대학교의료원,사무 보조원(일반사업체),계약직,시급,9540,무관,무관,고졸,,    ,서울특별시 성북구 고려대로 73 (안암동5가),대기업,서울북부지사,2022-10-27,1588-1519
290,2022-10-24,2022-10-25~2022-11-25,해성국제컨벤션고등학교,사무 보조원(일반사업체),시간제,시급,9160,무관,무관,무관,,    ,서울특별시 동대문구 전농로20길 31 (전농동),중소,서울북부지사,2022-10-26,1588-1519
291,2022-10-24,2022-10-24~2022-11-18,주식회사 우리행성,음료 조리사(바리스타 포함),시간제,시급,9160,무관,무관,무관,,    ,서울특별시 노원구 노원로32길 42-20 (상계동),"협회,단체",서울북부지사,2022-10-26,1588-1519
292,2022-10-24,2022-10-24~2022-11-11,메가박스중앙(주)상봉지점 ,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9160,무관,0년개월,무관,,    ,서울특별시 중랑구 망우로30길 3 (상봉동),대기업,서울북부지사,2022-10-24,1588-1519
293,2022-10-24,2022-10-24~2022-10-31,굿푸드(주),식품 분야 단순 종사원,상용직,시급,9160,무관,무관,무관,,    ,대전광역시 대덕구 신일서로86번길 59 (신일동) 굿푸드(주),중소,대전지역본부,2022-10-24,1588-1519
294,2022-10-21,2022-10-21~2022-11-07,한국재료연구원,사무 보조원(공공기관),계약직,연봉,33900000,무관,0년개월,무관,,    ,경상남도 창원시 성산구 창원대로 797 (상남동),"공사,공공",경남지사,2022-10-21,1588-1519
295,2022-10-21,2022-10-21~2022-10-21,(주)탑써비스,매장 정리원(매장 보조원),상용직,시급,9160,신입,무관,무관,,    ,부산광역시 사상구 운산로 52 bs메디컬센타 6층(본사주소) (괘법동),중소,경기서부지사,2022-10-21,1588-1519
296,2022-10-21,2022-10-21~2022-12-31,(주)두리함께,사무 보조원(일반사업체),상용직,시급,9160,무관,무관,무관,,    ,제주특별자치도 제주시 오도5길 2 (이호이동),중소,제주지사,2022-10-28,1588-1519
297,2022-10-21,2022-10-21~2022-10-25,대덕종합이엔지,환경 미화원,계약직,월급,1055205,무관,무관,무관,,    ,충청남도 논산시 해월로 51  (부창동),중소,대전지역본부,2022-10-21,1588-1519
298,2022-10-21,2022-10-21~2022-11-30,에이에스엠엘코리아(주),음료 조리사(바리스타 포함),계약직,시급,9160,무관,무관,무관,전기공학,    ,경기도 화성시 삼성1로5길 25 (석우동),대기업,경기지역본부,2022-10-21,1588-1519
299,2022-10-21,2022-10-21~2022-12-23,디딤사회적협동조합,음료 조리사(바리스타 포함),시간제,시급,9160,무관,무관,무관,,    ,경기도 안성시 중앙로 430 (영동),"협회,단체",경기지역본부,2022-10-21,1588-1519
300,2022-10-21,2022-10-21~2022-11-18,(주)어울림에프,가구 조립원,상용직,월급,961800,무관,무관,무관,,    ,경기도 수원시 영통구 영통로331번길 12 (매탄동) 어울림에프,중소,경기지역본부,2022-10-24,1588-1519
301,2022-10-21,2022-10-21~2022-11-18,(주)어울림에프,포장(패키지)디자이너,상용직,월급,961800,무관,무관,무관,,    ,경기도 수원시 영통구 영통로331번길 12 (매탄동) 어울림에프,중소,경기지역본부,2022-10-24,1588-1519
302,2022-10-21,2022-10-21~2022-10-31,(주)하누리,음료 조리사(바리스타 포함),상용직,월급,2000000,무관,0년개월,무관,,    ,경기도 평택시 진위면 진위2산단로 140 1030호,중소,경기지역본부,2022-10-21,1588-1519
303,2022-10-21,2022-10-21~2022-11-30,(주)원일식품,주입·포장·상표부착기 등 기타 기계 조작원,상용직,월급,2000000,무관,무관,무관,,    ,충청북도 진천군 진천읍 진광로 120-6 (송두리),중소,충북지사,2022-10-21,1588-1519
304,2022-10-21,2022-10-21~2022-12-31,국제전기(주),기타 전자 부품·제품 조립·검사원,상용직,시급,9160,무관,0년개월,무관,,    ,충청북도 음성군 금왕읍 신개천로 98 (용계리),중소,충북지사,2022-10-21,1588-1519
305,2022-10-21,2022-10-21~2022-11-11,(재)전북테크노파크,사무 보조원(공공기관),계약직,연봉,26000000,무관,무관,무관,,    ,전라북도 전주시 덕진구 반룡로 144 818번지 전북테크노파크 3층 행정지원실 (팔복동2가),중소,전북지사,2022-10-21,1588-1519
306,2022-10-21,2022-10-21~2022-11-01,바다의 향기,농림어업 및 기타 생산 관리자,상용직,시급,9160,무관,무관,무관,,    ,전라북도 부안군 부안읍 봉두길 52 바다의향기,중소,전북지사,2022-10-27,1588-1519
307,2022-10-21,2022-10-21~2022-10-26,근로복지공단 창원병원,기타 보건·의료 서비스 종사원,계약직,월급,1576000,무관,무관,무관,,    ,"경상남도 창원시 성산구 창원대로 721 근로복지공단 창원병원 (중앙동, 창원병원)","공사,공공",경남지사,2022-10-21,1588-1519
308,2022-10-21,2022-10-21~2022-11-30,(주)핸즈온,식품 분야 단순 종사원,시간제,시급,9160,무관,무관,무관,,    ,부산광역시 강서구 공항앞길33번길 14 1층(대저2동) (),중소,경남지사,2022-10-21,1588-1519
309,2022-10-21,2022-10-21~2022-10-31,(주)현대캐터링시스템,주방 보조원(일반 음식점),계약직,시급,9160,무관,무관,무관,,    ,경기도 성남시 분당구 대왕판교로 660 B-70 ( 유스페이스 제7층) (삼평동),중소,서울남부지사,2022-10-21,1588-1519
310,2022-10-21,2022-10-21~2022-11-30,타이코에이엠피(주),전기 부품·제품 조립·검사원,계약직,월급,2300000,무관,무관,무관,,    ,경상북도 경산시 진량읍 공단1로 68 타이코에이엠피,중소,대구지역본부,2022-10-28,1588-1519
311,2022-10-21,2022-10-21~2022-11-15,국립대학법인인천대학교,공공행정 사무원,계약직,일급,81196,무관,무관,무관,,    ,인천광역시 연수구 아카데미로 119 인천대학교 동북아물류대학원(14호관) 413호 (송도동),"공사,공공",인천지사,2022-10-21,1588-1519
312,2022-10-21,2022-10-21~2022-12-31,(주)인우산업,기타 전자 부품·제품 조립·검사원,상용직,시급,9160,무관,0년개월,무관,,    ,광주광역시 광산구 하남산단3번로 105 (장덕동) (),중소,광주지역본부,2022-10-21,1588-1519
313,2022-10-21,2022-10-21~2022-12-31,주식회사 펠트대장,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,0년개월,무관,,    ,경기도 의정부시 오목로15번길 8-45 B1 (용현동),중소,경기북부지사,2022-10-28,1588-1519
314,2022-10-21,2022-10-21~2022-12-30,솔브레인(주),총무 및 일반 사무원,계약직,월급,2070160,무관,0년개월,무관,,    ,경기도 성남시 분당구 판교로255번길 34 솔브레인(주)  (삼평동),중소,경기북부지사,2022-10-21,1588-1519
315,2022-10-21,2022-10-21~2022-12-30,주식회사 오보틀,기타 비금속제품 생산기계 조작원,상용직,시급,9160,무관,0년개월,무관,,    ,경기도 양주시 백석읍 중앙로 292-56 .,중소,경기북부지사,2022-10-21,1588-1519
316,2022-10-21,2022-10-21~2022-11-10,재단법인 울산정보산업진흥원,경영 기획 사무원,상용직,시급,9160,무관,무관,무관,,    ,울산광역시 남구 옥현로 129 울산벤처빌딩 3층 재단법인 울산정보산업진흥원 (무거동),중소,울산지사,2022-10-24,1588-1519
317,2022-10-21,2022-10-21~2023-01-20,(주)디모아,비서,상용직,연봉,26000000,무관,0년개월,고졸,,    ,"서울특별시 용산구 서빙고로51길 52 (서빙고동)6,7층",중소,서울지역본부,2022-10-21,1588-1519
318,2022-10-21,2022-10-21~2022-11-04,SK매직(주),총무 및 일반 사무원,계약직,연봉,32000000,무관,무관,무관,,    ,"서울특별시 종로구 청계천로 85 (관철동, 삼일빌딩) 18층 (관철동)",중소,서울지역본부,2022-10-21,1588-1519
319,2022-10-21,2022-10-21~2022-11-30,한국피자헛 유한회사,주방 보조원(일반 음식점),계약직,시급,9160,무관,무관,무관,,    ,서울특별시 영등포구 국회대로74길 4 (여의도동),대기업,서울남부지사,2022-10-21,1588-1519
320,2022-10-21,2022-10-21~2022-10-25,법무부,주방 보조원(일반 음식점),상용직,시급,9160,무관,무관,무관,,    ,경기도 과천시 관문로 47 (중앙동),"공사,공공",경기서부지사,2022-10-25,1588-1519
321,2022-10-21,2022-10-21~2022-11-30,충남홍성교육지원청,교사 보조원,상용직,시급,9160,무관,무관,무관,,    ,충청남도 홍성군 홍성읍 충절로 998 (고암리),"공사,공공",충남지사,2022-10-21,1588-1519
322,2022-10-21,2022-10-21~2022-11-30,에스제이씨코리아(주),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,957220,무관,0년개월,무관,,    ,세종특별자치시 전의면 산단길 21-55 1층,중소,충남지사,2022-10-21,1588-1519
323,2022-10-21,2022-10-21~2022-11-04,한국농수산식품유통공사,공공행정 사무원,상용직,연봉,34000000,무관,무관,무관,,    ,전라남도 나주시 문화로 227  (빛가람동),"공사,공공",전남지사,2022-10-21,1588-1519
324,2022-10-21,2022-10-21~2022-10-28,한국전력거래소,공공행정 사무원,상용직,연봉,36954000,무관,무관,대졸,,    ,전라남도 나주시 빛가람로 625 (빛가람동) 한국전력거래소,"공사,공공",전남지사,2022-10-21,1588-1519
325,2022-10-21,2022-10-21~2022-12-30,오아세사회적협동조합,"섬유 제조기계 조작원(방적,방사,연사,합사,권사기 등)",상용직,월급,2020000,무관,0년개월,무관,,    ,전라남도 무안군 청계면 영산로 1666 103호,"협회,단체",전남지사,2022-10-28,1588-1519
326,2022-10-21,2022-10-21~2022-11-20,(주)동광명품도어구미지사,기계·금속 분야 단순 종사원,상용직,시급,9160,무관,0년개월,무관,,    ,경상북도 구미시 1공단로 86-6  (공단동),중소,경북지사,2022-10-21,1588-1519
327,2022-10-21,2022-10-21~2022-12-20,행복한200프로 주식회사,식품 분야 단순 종사원,상용직,시급,9160,무관,0년개월,무관,,    ,경상북도 김천시 어모면 산업단지4로 167 농업회사법인 행복한200프로 주식회사,중소,경북지사,2022-10-28,1588-1519
328,2022-10-21,2022-10-21~2022-11-30,농업회사법인주식회사 델코,어패류(수산물) 가공기계 조작원,상용직,시급,9160,무관,무관,무관,,    ,경상북도 영덕군 강구면 강영로 114 26-2,중소,경북지사,2022-10-21,1588-1519
329,2022-10-21,2022-10-21~2022-12-31,(사)우리들행복나눔(종합가구사업단),사무 보조원(일반사업체),상용직,월급,2000000,무관,무관,무관,,    ,경기도 포천시 내촌면 작은넙고개1길 84 가호동,중소,경기북부지사,2022-10-21,1588-1519
330,2022-10-21,2022-10-21~2022-12-31,(주)성실테크,플라스틱제품 조립원 및 검사원,상용직,월급,1915000,무관,무관,무관,,    ,경기도 포천시 내촌면 오림포길 11-11 437-1,중소,경기북부지사,2022-10-21,1588-1519
331,2022-10-21,2022-10-21~2022-12-31,주식회사 그린누리,환경 미화원,계약직,월급,2000000,무관,무관,무관,,    ,충청북도 청주시 흥덕구 옥산면 옥산산단3로 9 (옥산면),중소,경기북부지사,2022-10-21,1588-1519
332,2022-10-21,2022-10-21~2022-12-31,(주)델리캡,인쇄판·인쇄필름 출력원,상용직,시급,9160,무관,0년개월,무관,,    ,경기도 남양주시 진접읍 경복대로바람골길 42-175 (주)델리캡 ,중소,경기북부지사,2022-10-28,1588-1519
333,2022-10-21,2022-10-21~2022-10-28,(주)포스코엠텍,사무 보조원(일반사업체),계약직,시급,10000,무관,무관,무관,,    ,경상북도 포항시 남구 형산강북로 131 포스코엠텍 (효자동),중소,서울동부지사,2022-10-21,1588-1519
334,2022-10-21,2022-10-21~2022-11-04,(주)포스코엠텍,회계 사무원(일반 사업체),계약직,시급,10000,무관,무관,무관,,    ,경상북도 포항시 남구 형산강북로 131 포스코엠텍 (효자동),중소,서울동부지사,2022-10-21,1588-1519
335,2022-10-21,2022-10-21~2022-10-24,(주)맘스터치앤컴퍼니,안마사,시간제,시급,9160,무관,무관,무관,,    ,"서울특별시 강동구 천호대로 1077 24,25층 (천호동, 래미안강동팰리스)",중소,서울동부지사,2022-10-26,1588-1519
336,2022-10-21,2022-10-21~2022-11-21,(주)이디앤씨,영상·녹화 및 편집 기사,상용직,월급,700000,무관,0년개월,무관,,    ,경기도 성남시 분당구 매화로 51 (야탑동),개인,경기동부지사,2022-10-21,1588-1519
337,2022-10-21,2022-10-21~2022-11-30,맥도날드 용인수지DT점,환경 미화원,상용직,시급,9160,무관,무관,무관,,    ,경기도 용인시 수지구 신수로 677 43-5 (풍덕천동),중소,경기동부지사,2022-10-21,1588-1519
338,2022-10-21,2022-10-21~2022-11-22,혜민병원,환경 미화원,계약직,월급,900000,무관,무관,무관,,    ,서울특별시 광진구 자양로 85 (자양동),개인,서울북부지사,2022-10-24,1588-1519
339,2022-10-21,2022-10-21~2022-11-04,씨제이 푸드빌(주),주방 보조원(일반 음식점),계약직,시급,9160,무관,0년개월,무관,,    ,서울특별시 중구 마른내로 34 KT&G 을지로타워 3층,중소,경남지사,2022-10-21,1588-1519
